Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type
ACT-CLJ0215.4+0030,0.0001694479902590135,0.994342303807213,0.05349592548613304,0.0,10871.255562687571,0.0010266121529386547,-0.07736288509297448,412.3879107323125,21.0
ACT-CLJ0215.4-0440,0.0001765340763379083,0.941390869571815,-0.29778364554204734,0.0,10841.382859552506,-0.0007247463287860097,-0.08281917059982112,400.0188392426567,21.0
ACT-CLJ0215.6-0113,0.00018929088263354232,1.1867201445533155,-0.2147344483098555,0.0009525986892242037,8502.367460972186,0.0005487557764529204,-0.07909195244791034,394.89280628796746,21.0
ACT-CLJ0215.8-0041,0.00015533390330520357,1.3496960822147186,-0.3558595837095406,0.020004572473708276,9481.48184029478,-2.3932928264375475e-05,-0.07327807341640119,428.6907754132407,21.0
ACT-CLJ0217.7-0345,0.00015015568991221087,1.2340595611775735,-0.2854022184555134,0.0038103947568968147,10208.457082856354,0.001149133940663148,-0.07258854524318004,424.53213341034706,21.0
ACT-CLJ0217.8-0048,0.00026088308289279354,0.9648568442621577,-0.07099456703254187,0.0,11870.407293932009,0.0017924817469783794,-0.07467462425555928,394.6112882668434,21.0
ACT-CLJ0218.1-0214,0.00023898588599046526,1.1209198128964715,-0.3461460199530296,0.03812610208263833,11819.260550472054,-0.0011443478174738367,-0.07153535124952971,396.0913278236323,21.0
ACT-CLJ0218.2-0041,0.00025307978895169376,0.977302677638774,0.08417826367125619,0.03811084539382795,11958.925387744257,0.0013386662279467117,-0.07621588649070148,397.5618331966688,21.0
ACT-CLJ0218.5-0114,0.0002461453873913268,1.3916095899723406,0.10261996941031588,0.03144234617070336,10886.2026732215,-0.0006555409562731621,-0.06900853326066156,420.26748758545546,21.0
ACT-CLJ0218.7-0014,0.0002497407328506241,1.3942942329300299,-0.28835391690242057,0.03715311848034219,10573.234697336022,0.0003687556475143693,-0.06872031541197125,425.34707613073994,21.0
ACT-CLJ0219.0+0303,0.0002127613271677645,1.2902759489269462,-0.08636739399763965,0.07811904580443564,11313.28581377524,-8.85462911340749e-05,-0.06838392387619745,425.22720499583795,21.0
ACT-CLJ0219.8+0022,0.00021627747970644882,1.242594821969297,-0.04235883486710724,0.0342974734194581,11032.391975768518,-0.00017170738649443425,-0.06932823913128598,416.6040743334254,21.0
ACT-CLJ0219.9+0130,0.00021303286870986434,1.1464007496190878,0.018627344392321818,0.0,10353.446527041313,0.0019893020073681504,-0.07392979946478208,410.9350707704348,21.0
ACT-CLJ0219.9+0246,0.0001918055943971381,0.8533468936083087,-0.23054664165348082,0.0,11456.385805049855,-0.0007600082749019382,-0.0796925592115577,394.91441649917715,21.0
ACT-CLJ0220.9-0332,0.00022425449034241227,1.3213886509757835,-0.3530506903438944,0.013339050069077223,11130.507570863647,-0.001454924380874019,-0.07022963434518147,419.24746849751614,21.0
ACT-CLJ0221.6-0012,0.0002032513572578018,1.6642246761272614,-0.2326900477789192,0.22584118695266864,10600.960748945614,-0.0011443132004481534,-0.0637510647417485,430.3990774496724,21.0
ACT-CLJ0221.7-0346,0.00020997571186394813,0.9060889819719544,0.006501060866892355,0.0,11528.328879377352,-9.776179146464606e-06,-0.07813441765585541,396.48028558779157,21.0
ACT-CLJ0221.9-0340,0.00021718453492962613,1.4369432883804816,-0.29519819706201955,0.09630879842854555,10529.076883317057,7.6644323243039e-05,-0.06925363965119644,426.1504348830863,21.0
ACT-CLJ0222.2+0520,0.0002988859776408902,1.367119061533747,-0.32517749524249717,0.0,9796.91277949411,0.0016011603926857439,-0.005408977650278171,420.05431278725825,21.0
ACT-CLJ0223.1-0057,0.00021954341067088865,1.0080152827084359,0.07129115986858096,0.015243321519759155,11042.62552997255,-0.0005922802789992535,-0.07572760226944332,401.3138886536816,21.0
ACT-CLJ0223.6+0020,0.00021979327480842236,1.0599873948535004,-0.05036965390560515,0.0,10655.094104881804,0.00024206589807894836,-0.07603500047387324,405.1472401174709,21.0
ACT-CLJ0224.5+0102,0.00022858565818498878,1.2903987363096558,-0.005878536688835575,0.18007717593254252,10634.910476916228,0.0003578214630388811,-0.06967788705027132,423.07239102504576,21.0
ACT-CLJ0224.5-0002,0.0002481765674896299,1.078707559373228,-0.30743059576549414,0.0,10036.617629776876,-0.001473457870732998,-0.0782889373594175,413.35090774618413,21.0
ACT-CLJ0225.4-0355,0.00026802157574799086,1.0369678279278407,-0.11143849922220499,0.015241579027587259,11228.620827725626,7.081074181085352e-05,-0.0752122631259194,408.3807404579184,21.0
ACT-CLJ0226.4+0426,0.00013416326187780397,1.1953785801144805,-0.014051864245520301,0.026672763298277703,16855.81528895685,-0.000228253401274273,-0.0658866126482669,426.5482295832856,21.0
ACT-CLJ0227.6-0318,0.0001370914923273465,1.1107465299753014,0.19633784324912126,0.0,16644.901884282608,-8.161655209232746e-05,-0.06756004306455411,418.2592922109714,21.0
ACT-CLJ0228.4+0030,0.00013270619030398425,0.985083650297731,-0.07734630361623747,0.0,17146.157882363936,-0.0008810229114801052,-0.06808419516352195,416.14443564959015,21.0
ACT-CLJ0229.6-0336,0.0002947325731251983,1.1577736377993506,0.024766879391265085,0.012383782959914647,10388.316848725432,-3.372666727259073e-05,-0.07504733379545532,413.0810903457322,21.0
ACT-CLJ0230.9+0248,0.00025819807037416685,1.215641900165978,0.0051900409926339455,0.028578505153657095,10445.103461206583,-0.0005286709932598234,-0.07285498329823269,417.48038276240726,21.0
ACT-CLJ0231.7-0453,0.0003032373535135267,1.2979002878366128,-0.1999127032350062,0.0,10420.213303517097,-0.0010070367076056876,-0.07463969510511546,411.99252752437,21.0
ACT-CLJ0232.1+0230,0.0002618080978511349,1.0214937276083722,0.10215607004294167,0.0019051973784484073,11049.734490356239,-0.0015574586970485782,-0.07775742803828754,404.9836352043961,21.0
ACT-CLJ0232.7+0214,0.00022310184448508575,1.2490243092417497,-0.13997938745763683,0.055252829325915485,10658.973399579805,0.0016900288522661753,-0.07029425085961438,418.4763971999294,21.0
ACT-CLJ0232.7+0350,0.00022898834767909085,0.9309021644441653,-0.25018620346663206,0.0,10945.473453025634,-0.0005686713281036344,-0.07811119933724156,407.23419366190444,21.0
ACT-CLJ0233.2+0211,0.00024974101543619724,0.9968336677501074,0.12450978019661284,0.009525986892242036,10878.647969269596,-0.00025344634506325423,-0.07557089106910958,408.40207899137897,21.0
ACT-CLJ0233.2+0248,0.00024357013918456912,1.2937931963781397,-0.175458095165209,0.03334095412284713,10720.250288916839,0.000398238504883118,-0.07225006562942009,415.96827424246004,21.0
ACT-CLJ0233.2+0448,0.0002490228181053718,1.1300479163394237,0.10251941164526607,0.008573388203017833,10359.678949167377,-0.0005401023861913995,-0.07451836375518285,410.5838761344442,21.0
ACT-CLJ0233.6-0530,0.0002674336802473084,1.1427775638312727,-0.2824166862264419,0.0038103947568968147,10454.584984058232,0.000421882603661935,-0.07913198864822042,398.43631673138543,21.0
ACT-CLJ0233.7+0127,0.00024253296711230864,1.1821541218708678,0.21224708602714693,0.006668190824569426,10783.844026534609,-0.0008262992417453133,-0.07283820743338443,410.00354180622907,21.0
ACT-CLJ0234.5-0107,0.00025066471669657985,0.9509058449746332,0.10778632131715163,0.0038103947568968147,10138.218460926,4.2459224850210826e-05,-0.07580603804433905,389.90403817561423,21.0
ACT-CLJ1224.3+0211_baACT-CLJ1224.3+0211,0.0010256270435382853,2.952350540188343,-1.4420772830206052,1.4434719600327974,16526.2837932924,-0.000450186066372761,-0.05615804762301248,442.29512263787166,21.0
ACT-CLJ0234.6-0259,0.0002475340137636389,1.1687647260689253,0.24622929362275633,0.005715592135345221,10260.996710262729,0.0002508037575887933,-0.07424112540072908,415.03833803508707,21.0
ACT-CLJ0235.2-0323,0.0001236646595131023,1.47996958432902,-0.000405822517739593,0.030484610035152567,14938.364096812744,0.005438657460441027,-0.021773436490426998,458.4598854836732,21.0
ACT-CLJ0235.5-0005,0.0001172931991046739,0.9732457637558586,0.0582763092372463,0.0,11252.042875503888,0.0008786601333782328,-0.07867080438403408,396.54623679361794,21.0
ACT-CLJ0236.5+0106,0.00013035251210640747,1.2989274306923901,0.5724623028826479,0.0028577960676726107,10124.089497826602,-0.0022037337962537624,-0.07545125562448084,417.5467267174689,21.0
ACT-CLJ0236.7-0228,0.0001267524289315442,1.5392250009108448,-0.1841402158210333,0.1867093430879439,10548.697323932698,-0.000814279475692645,-0.06742584338892285,431.0519487302284,21.0
ACT-CLJ0237.6-0423,0.00013844320455931198,1.19867058238943,0.05705401584742164,0.0,10456.555478035352,0.0006208741063831553,-0.0734894645287489,418.11185148955,21.0
ACT-CLJ1238.5-0004_baACT-CLJ1238.5-0004,0.0007720205766095591,2.048004623816483,-1.02430320108712,0.2591068434689834,17320.990526479494,0.0011411590970805193,-0.061889321294488465,422.5125040492428,21.0
ACT-CLJ0238.1+0306,0.00011329739222969685,1.089381748921376,-0.3114845507836978,0.0,11270.04643683994,-0.00030153263888848934,-0.07481373028529197,405.61049142149614,21.0
ACT-CLJ0239.3-0332,0.00012207325151242912,1.2953975011209058,0.20885117753517027,0.007620789513793629,10231.124454315368,-0.0005470594909456429,-0.07311570820258956,422.0193021140212,21.0
ACT-CLJ0239.8-0134,0.00011012236341378592,1.1698966150307188,0.11390535812537914,0.01619417771681146,10328.865589566705,0.0003003501990498403,-0.07200055380342817,421.4949029061425,21.0
ACT-CLJ0240.0+0116,0.00010325061395313848,1.0719791438158208,0.2553030363441853,0.06574747253375514,10323.44164990917,0.0007024335647236749,-0.07377265019945257,423.9434558881045,21.0
ACT-CLJ0240.0+0303,9.913213117917734e-05,1.0882824355283325,-0.029385071793074813,0.0,10438.746699198971,0.0006106196194836373,-0.07418181579027879,422.44512499990066,21.0
ACT-CLJ1250.6+0036_baACT-CLJ1250.6+0036,0.0038994903429769917,0.6794547279769322,0.29493535921871367,0.0,30061.249852686426,0.00016604641756628357,-0.054221582126322276,274.90274661209344,21.0
ACT-CLJ0241.2-0018,0.00010017750867096425,1.1078228642223062,-0.15444459168987235,0.0009525986892242037,10186.371687782384,-0.0009955053084660449,-0.07447054351873769,426.6396123863927,21.0
ACT-CLJ0241.4-0433,0.00011555093141772706,1.24239444366847,0.13876705053258076,0.0019051973784484073,10307.657503099454,0.0001698986392159732,-0.07383553505155681,426.2788465144862,21.0
ACT-CLJ0242.2-0345,0.00012074531466616027,0.8776848542237607,0.04685431572348757,0.0,11147.13938694903,-0.0006894259779716376,-0.08341897398645919,395.31732642911544,21.0
ACT-CLJ0242.7-0226,0.00011309900498079305,1.2851476304577676,-0.18193087005903844,0.0038103947568968147,10239.042273800029,0.00037248728350968525,-0.07114309601792716,430.9753707087657,21.0
ACT-CLJ0242.7-0450,9.87127422806618e-05,1.1792376146511663,0.1569656134899918,0.017146776406035666,10575.384359628157,-0.001601661325337647,-0.07521090902632763,415.59155150511066,21.0
ACT-CLJ0242.9-0250,0.0001057198507768549,1.035780277603348,0.15285698066935208,0.0,11185.374600988222,0.00013434103875486944,-0.07773119288513858,407.782092024687,21.0
ACT-CLJ1241.0+0010_baACT-CLJ1241.0+0010,0.0006830114615823191,1.646964861399288,0.40089045758128644,0.11240664532845603,16814.858973595605,-0.0019550815934965236,-0.05512627979880726,441.72750921158166,21.0
ACT-CLJ1256.7+0235_baACT-CLJ1256.7+0235,0.0005751454912705025,1.646539450985803,-0.7822708892057318,0.026678862718194984,17493.390934747567,-0.0007216325808544431,-0.05791067855983163,434.9361043035319,21.0
ACT-CLJ0243.2+0256,0.00011277166616925678,1.028329634425278,0.35931428712059693,0.0,10830.631165190118,-7.426900310941864e-05,-0.07656332424017509,413.89158101555523,21.0
ACT-CLJ0245.2+0032,0.00011297825043265893,1.0169887142020544,-0.0070881817584501185,0.0,10931.039594972954,0.0010538173393069869,-0.07553656969969806,413.71826411291164,21.0
ACT-CLJ0245.2+0407,0.00010996078616538778,1.0106340822508628,-0.18571105835296353,0.0,10935.787844516377,-0.0008801084342040065,-0.07628187034759965,411.3680329384421,21.0
ACT-CLJ0245.2-0240,0.00013398162954204423,1.2622975934799987,0.14415099620480387,0.0,10776.637940953633,-0.0007156295386525744,-0.07294784706291334,417.4342007443052,21.0
ACT-CLJ0245.7-0028,0.0001261907968897972,1.2790815075013884,0.2700200082189784,0.0019051973784484073,16743.40802458094,0.0007611294409674726,-0.06902292464024595,420.1470926097549,21.0
ACT-CLJ0245.8-0042,0.00011149119043254783,1.3056786751722809,0.14392379300564112,0.005715592135345221,16593.928880632757,0.0013118474589769004,-0.06385933377374878,429.253958402558,21.0
ACT-CLJ0246.4+0429,0.00010988403967020871,1.3938410180022232,-0.23169928566510525,0.0,16558.17929949743,0.0007788546820594769,-0.06562983974859231,434.03636193570264,21.0
ACT-CLJ0247.3-0156,0.00011505441568613043,1.090876156765062,0.11035773129975338,0.0,16733.222125081265,-0.0015044821715344467,-0.06672732729903665,425.0453234224595,21.0
ACT-CLJ0248.0-0331,0.00011011801477420416,1.126627565670526,0.3372519571030021,0.0,19050.41562378959,-0.0007508611007397179,-0.06563269176351882,420.75354493331787,21.0
ACT-CLJ0248.2+0238,0.00010126906653558745,1.1165726001921081,-0.08142365507094783,0.0009525986892242037,18812.026704997654,-0.0003096484358915234,-0.0655101695921369,423.5274197293639,21.0
ACT-CLJ0248.2-0216,0.00012570335952872736,1.126573588134314,-0.55674552639988,0.0,18752.283112913887,-0.0001684613454394346,-0.06660580610048766,419.3878536774404,21.0
ACT-CLJ0248.3+0122,0.00012072760565246698,0.9808006104604877,0.09861894694626504,0.004762993446121018,19396.280383561065,0.0008473914459467273,-0.06684955551350172,412.71594553648976,21.0
ACT-CLJ0248.3-0337,0.00014821055765558872,1.3256669200528506,0.30799439167938353,0.0019057420006479524,18747.292598219934,-0.001206163827345143,-0.06439839620194514,426.60918758288204,21.0
ACT-CLJ0248.7-0019,0.00012591680181072196,1.1554173039897986,0.06895306624322665,0.0,18835.899894699854,-0.0008481174390370796,-0.0656734903283362,423.6476406596433,21.0
ACT-CLJ0248.9-0328,0.0001487982034049385,1.0224792631582207,0.28784610160907553,0.01809937509525987,18997.6536848113,-0.00023049504660654091,-0.06696269812661332,417.65461281182445,21.0
ACT-CLJ0249.6+0210,0.00014042230619824804,1.1321284452777167,0.23173797106666966,0.0,19175.187100884294,-0.0003791295393324517,-0.06529823892813613,420.26334322242417,21.0
ACT-CLJ0250.1+0008,0.00017622894576238795,1.3513072804303423,-0.152596090292928,0.0,19982.439347911666,0.0019845539139991732,-0.06332384677937782,419.1164702334211,21.0
ACT-CLJ0253.5-0017,0.00017104440861364747,1.078568651866596,0.11441620655631408,0.0,18855.696931252183,2.565962331534727e-05,-0.06669186910762095,418.05146373689337,21.0
ACT-CLJ0254.4-0538,0.000211117381451983,1.7969221627217686,-0.009078169740311672,0.3477714046153553,18576.183885857117,6.046186568249647e-05,-0.05855225200359155,444.75427035443977,21.0
ACT-CLJ0256.5+0006,0.00016880105036079317,1.573484099645115,-0.4024271393181364,0.008573388203017833,18837.88053162022,-0.0004138782446445096,-0.06085520125056314,440.3900559493752,21.0
ACT-CLJ0257.0-0300,0.0002186219218243393,1.2160937713229178,0.22464605517710304,0.17818687706058353,19289.136228495012,0.00030355472306740054,-0.0646606545322139,422.3785898583996,21.0
ACT-CLJ0258.4+0147,0.00017576902342958422,1.0828257829314911,-0.028153736968363093,0.0,19947.803594448687,-0.0019536147032982063,-0.06411797839181264,422.9170952552491,21.0
ACT-CLJ0259.4-0524,0.0002879845418880685,1.6233678983417434,0.5157017889961082,0.01238543472875898,19800.935740150897,0.0016883325474058482,-0.06452562637509955,418.07379832401244,21.0
ACT-CLJ0259.8-0037,0.00029986582622410505,2.026995771010947,0.6105509286507994,0.3496103797130718,21536.99443983363,-0.00020238080652808796,-0.0009508664745218384,481.4237210237022,21.0
ACT-CLJ0300.2+0125,0.0002631004292146168,1.5032699492174506,0.4103784239317807,0.0038103947568968147,21597.058337335773,-0.0044207991634994176,-0.02081504366513512,481.58179402047466,21.0
ACT-CLJ0301.5-0248,0.0002664790815268907,1.3673364494990516,-0.5139960623475155,0.0,18734.112081274678,9.1118925317258e-05,-0.06357574414231522,435.12377715372844,21.0
ACT-CLJ0839.5-0140,0.00017775279210191467,1.1482376232657845,-0.04698710574829873,0.042874701068056444,10611.405137500657,0.00042186860962312715,-0.07690780344534981,409.4732017354458,21.0
ACT-CLJ0839.5-0150,0.00016381039114058606,1.209033299830443,0.22614105972520426,0.010481780759262083,10790.609251815582,-4.380032421783536e-05,-0.07451739597326217,417.75379799554145,21.0
ACT-CLJ0842.3+0033,0.0001636534241914259,1.0748338624346783,-0.22397766924930976,0.01714808322536392,10361.268301504599,0.0002171295523636151,-0.07872910787005874,409.2761397020178,21.0
ACT-CLJ0842.9+0424,0.00017100050935855713,1.002192251699603,0.027250940576440674,0.0,11177.775979504342,-0.0013519124006516228,-0.07465910771906403,389.7290694686955,21.0
ACT-CLJ0844.6+0216,0.00018394138283950944,1.1237853004733016,-0.2547453190792487,0.0019051973784484073,11097.890111512346,0.0004225234814169164,-0.07732099500184927,411.2275574576454,21.0
ACT-CLJ0845.0+0127,0.00016720688169951438,1.2042351589602251,-0.0164174086696594,0.01047858558146624,11111.331852229549,0.0011933934838208383,-0.07202060179281299,419.9484865772098,21.0
ACT-CLJ0845.4+0327,0.0001621384052071537,1.102642071358535,-0.3095247717695495,0.0,10599.797885687636,0.00048561096388639597,-0.07832550486638949,415.9086657770279,21.0
ACT-CLJ0848.4+0412,0.0001611179391705583,1.1770004790289863,-0.1928151900346027,0.0,11011.470566471009,0.0003782033700119115,-0.07468015052834194,420.254232039078,21.0
ACT-CLJ0848.5-0122,0.00017236940449544277,1.0625402143352398,-0.13341839801904215,0.0038103947568968147,11164.17028254442,0.0009043791187780362,-0.07739999219221388,411.22799426546084,21.0
ACT-CLJ0849.6-0051,0.00015080045871735637,0.947278478437263,-0.06587801852109751,0.006668190824569426,11242.088987685735,-0.000541548154829867,-0.07762405532211375,406.05378876996116,21.0
ACT-CLJ0849.8+0440,0.00017407655667950152,1.0394127363639647,-6.595220265042794e-06,0.0038103947568968147,11260.020704800745,0.000705634580402672,-0.07532225697631921,397.34095629838845,21.0
ACT-CLJ0852.2-0101,0.00016587061594360649,1.0943715853185085,-0.040119468645462716,0.011431184270690443,11342.390865188761,-0.0007471866191321536,-0.07179074378583461,408.23653663200906,21.0
ACT-CLJ0853.4+0132,0.00017129892269710333,0.9087398743739433,0.15769094434911995,0.0009525986892242037,11293.131639655143,0.0011693338490326114,-0.07695333352064894,400.5972521084974,21.0
ACT-CLJ0854.7-0122,0.00019982150127123387,1.0752726254304301,0.23642413858578964,0.0,10711.809058123381,0.0008219614512240163,-0.07755901615966396,412.9109906699728,21.0
ACT-CLJ0855.4-0106,0.00018088187253424213,1.4342009231995319,-0.332730790232527,0.07144490169181528,10349.167891437639,0.0013293062751348686,-0.06940237801037788,433.90544522415934,21.0
ACT-CLJ0856.3+0146,0.00017454902729690836,1.261170605453827,-0.21247764849731537,0.0019051973784484073,10633.908147799259,0.005878109482999612,-0.019964202879309806,451.1728488550056,21.0
ACT-CLJ0856.4-0013,0.00016573342721168627,0.9998783398455278,0.06083650654181838,0.0,10694.939789112965,-0.0005636284089316087,-0.07655289581613398,415.9039996628422,21.0
ACT-CLJ0856.5+0143,0.00016385598185690616,0.8443520546651694,-0.042282648389433325,0.0,10967.682587749536,-0.0006056411492979057,-0.07964048801396441,403.07397048624676,21.0
ACT-CLJ0857.8+0310,0.0001590605775925826,1.330998286770868,0.14738345563825295,0.04953560371517028,10592.478610619384,-0.00032845005644874324,-0.06993523677657808,431.3564812178899,21.0
ACT-CLJ0859.0-0119,0.0001768062918314634,0.8667773936620048,0.09745802387086504,0.0,11832.754660019347,0.0007959039028489388,-0.08168650014985541,394.12093659470554,21.0
ACT-CLJ0859.4+0308,0.0001859052099989571,1.276264038853686,-0.17379292563679002,0.0,10561.48062394504,0.00033469978806145533,-0.0748789832829313,424.3170809829462,21.0
ACT-CLJ0901.5+0301,0.00018717277626595293,1.192087206370077,-0.18828753749429405,0.002859566680329041,10839.434469964122,-1.14525223475702e-05,-0.07364265173918808,418.47395853312213,21.0
ACT-CLJ0901.7+0408,0.00019388220411257435,1.2380680003300253,0.21763924987087022,0.02095717116293248,10737.048802882677,-0.0015665493952989565,-0.07435819809259153,418.26244437386674,21.0
ACT-CLJ0903.4-0136,0.00022148290094647867,1.1581367940240264,0.08559388996194071,0.0,11358.654885085427,0.000849485051129036,-0.07394816333093246,415.43064543227877,21.0
ACT-CLJ0904.3+0206,0.00021354893182531237,1.064439339780838,-0.11979801877601692,0.0,10416.702594642213,0.0001663507073470713,-0.07687381563834503,419.1918743591579,21.0
ACT-CLJ0904.5+0426,0.0002213154886258841,0.9831956931702348,-0.04565262749079551,0.01047858558146624,11006.543688714733,0.0012824514659144626,-0.07725965882723373,409.7600392193099,21.0
ACT-CLJ0905.6+0434,0.0002660673773700919,1.0423303220616795,-0.18092393164234172,0.0,11107.099796764283,-0.0014561638900667869,-0.08374336157233744,390.7701943761312,21.0
ACT-CLJ0907.8+0057,0.00023329846303523198,0.9965806984701566,0.025711257788332175,0.005715592135345221,11366.078638592307,0.0009898240489777622,-0.07405271824375159,412.76735075847836,21.0
ACT-CLJ0907.9+0254,0.000264002190647352,0.8527895571621799,-0.018291126248561895,0.0,10970.70008620411,0.0009104816308051919,-0.08115096475719567,398.3775768538088,21.0
ACT-CLJ0909.5-0050,0.0002721538634597897,1.1586586049851753,0.21567969423072886,0.015241579027587259,9930.991965347504,-0.000525790261010164,-0.07370405011280007,428.4362439028894,21.0
ACT-CLJ0913.2+0349,0.00018300025935269053,1.2145275827272812,-0.3348204634994442,0.0,16825.13466517375,-0.00043091094517560933,-0.06428373335135647,428.5932770038719,21.0
ACT-CLJ0914.7+0011,0.00015607226024023352,0.9221048604872792,-0.037742695737423934,0.0,17231.56719789991,-3.241621159708591e-05,-0.07110290035446672,404.62730046438395,21.0
ACT-CLJ0915.9-0132,0.00015991667794449247,1.1745196385586056,-0.3772433620726503,0.021909769852156685,16403.135297481418,-0.00022903626201510133,-0.06658041359180947,422.89600094944694,21.0
ACT-CLJ0916.1-0024,0.00016426326539739977,1.1637975292006588,0.24645600134116116,0.006668190824569426,15800.854770013746,-0.0005837427122173559,-0.06547935812708432,425.81975651027307,21.0
