,0.0001,0.0002,0.00030000000000000003,0.0004,0.0005,0.0006000000000000001,0.0007,0.0008,0.0009000000000000001,0.001,0.0011,0.0012000000000000001,0.0013000000000000002,0.0014,0.0015,0.0016,0.0017000000000000001,0.0018000000000000002,0.0019,0.002,0.0021000000000000003,0.0022,0.0023,0.0024000000000000002,0.0025,0.0026000000000000003,0.0027,0.0028,0.0029000000000000002,0.003,0.0031000000000000003,0.0032,0.0033,0.0034000000000000002,0.0035,0.0036000000000000003,0.0037,0.0038,0.0039000000000000003,0.004,0.0041,0.004200000000000001,0.0043,0.0044,0.0045000000000000005,0.0046,0.0047,0.0048000000000000004,0.0049,0.005,0.0051,0.005200000000000001,0.0053,0.0054,0.0055000000000000005,0.0056,0.0057,0.0058000000000000005,0.0059,0.006,0.0061,0.006200000000000001,0.0063,0.0064,0.006500000000000001,0.0066,0.0067,0.0068000000000000005,0.006900000000000001,0.007,0.0071,0.007200000000000001,0.0073,0.0074,0.007500000000000001,0.0076,0.0077,0.0078000000000000005,0.0079,0.008,0.0081,0.0082,0.0083,0.008400000000000001,0.0085,0.0086,0.008700000000000001,0.0088,0.0089,0.009000000000000001,0.0091,0.0092,0.009300000000000001,0.0094,0.0095,0.009600000000000001,0.0097,0.0098,0.0099,0.01
[0.  0.5],17284.0,146074.0,158728.0,164256.0,164983.0,166513.0,169108.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169128.0,169132.0,169143.0,169153.0,169226.0,169296.0,169345.0,169391.0,169460.0,169526.0,169616.0,169644.0,169682.0,169758.0,169771.0,169783.0,169793.0,169804.0,169816.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0,169824.0
[0.5 1. ],48536.0,437978.0,476766.0,497657.0,500518.0,503654.0,511012.0,513216.0,513216.0,513216.0,513216.0,513216.0,513216.0,513216.0,513216.0,513219.0,513247.0,513329.0,513431.0,513540.0,513659.0,513780.0,513884.0,513966.0,514024.0,514098.0,514177.0,514470.0,514618.0,514816.0,514920.0,515009.0,515068.0,515123.0,515180.0,515228.0,515247.0,515254.0,515261.0,515268.0,515275.0,515281.0,515286.0,515292.0,515297.0,515303.0,515309.0,515313.0,515318.0,515323.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0,515328.0
[1.  1.5],74258.0,696509.0,791968.0,830427.0,836592.0,842104.0,849288.0,859039.0,860220.0,860220.0,860220.0,860220.0,860243.0,860303.0,860372.0,860452.0,860562.0,860708.0,860854.0,860955.0,861057.0,861196.0,861284.0,861361.0,861428.0,861513.0,861583.0,861859.0,862011.0,862197.0,862329.0,862435.0,862510.0,862573.0,862676.0,862799.0,862875.0,862930.0,862984.0,863039.0,863099.0,863204.0,863221.0,863234.0,863246.0,863259.0,863307.0,863345.0,863379.0,863489.0,863577.0,863643.0,863645.0,863650.0,863656.0,863658.0,863663.0,863668.0,863671.0,863675.0,863681.0,863689.0,863694.0,863700.0,863706.0,863708.0,863716.0,863723.0,863728.0,863739.0,863748.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0,863760.0
[1.5 2. ],70221.0,887073.0,1087361.0,1143269.0,1161353.0,1166871.0,1173296.0,1182364.0,1193179.0,1197370.0,1197861.0,1198079.0,1198236.0,1198357.0,1198453.0,1198546.0,1198640.0,1198760.0,1198824.0,1198851.0,1198881.0,1198945.0,1199005.0,1199053.0,1199094.0,1199153.0,1199224.0,1199427.0,1199526.0,1199652.0,1199761.0,1199846.0,1199901.0,1199956.0,1200063.0,1200184.0,1200283.0,1200339.0,1200396.0,1200450.0,1200505.0,1200575.0,1200617.0,1200657.0,1200730.0,1200995.0,1201095.0,1201159.0,1201217.0,1201313.0,1201394.0,1201469.0,1201512.0,1201644.0,1201694.0,1201723.0,1201741.0,1201764.0,1201774.0,1201788.0,1201801.0,1201814.0,1201825.0,1201834.0,1201841.0,1201851.0,1201891.0,1201930.0,1201961.0,1201987.0,1202012.0,1202052.0,1202063.0,1202073.0,1202083.0,1202093.0,1202127.0,1202153.0,1202174.0,1202193.0,1202210.0,1202227.0,1202239.0,1202255.0,1202267.0,1202279.0,1202293.0,1202307.0,1202324.0,1202341.0,1202370.0,1202374.0,1202377.0,1202380.0,1202384.0,1202385.0,1202389.0,1202390.0,1202394.0,1202396.0
[2.  2.5],18903.0,922437.0,1338250.0,1425327.0,1483264.0,1500823.0,1507869.0,1514357.0,1522820.0,1534129.0,1543464.0,1548226.0,1550041.0,1550369.0,1550438.0,1550516.0,1550582.0,1550627.0,1550672.0,1550698.0,1550730.0,1550809.0,1550864.0,1550908.0,1550951.0,1551001.0,1551059.0,1551241.0,1551330.0,1551450.0,1551549.0,1551627.0,1551675.0,1551725.0,1551796.0,1551873.0,1551917.0,1551957.0,1551995.0,1552027.0,1552068.0,1552116.0,1552147.0,1552169.0,1552200.0,1552320.0,1552393.0,1552440.0,1552479.0,1552557.0,1552630.0,1552686.0,1552716.0,1552844.0,1552891.0,1552921.0,1552938.0,1552958.0,1552971.0,1552985.0,1553001.0,1553013.0,1553030.0,1553041.0,1553052.0,1553060.0,1553085.0,1553119.0,1553142.0,1553163.0,1553189.0,1553219.0,1553227.0,1553237.0,1553248.0,1553256.0,1553286.0,1553312.0,1553331.0,1553354.0,1553371.0,1553384.0,1553401.0,1553417.0,1553438.0,1553459.0,1553473.0,1553488.0,1553506.0,1553527.0,1553555.0,1553565.0,1553574.0,1553583.0,1553595.0,1553608.0,1553620.0,1553626.0,1553636.0,1553649.0
[2.5 3. ],3157.0,487561.0,1401983.0,1667031.0,1742279.0,1801574.0,1831060.0,1840464.0,1847251.0,1853799.0,1861510.0,1870906.0,1880151.0,1887787.0,1892949.0,1895632.0,1896959.0,1897470.0,1897651.0,1897705.0,1897751.0,1897816.0,1897873.0,1897927.0,1897980.0,1898053.0,1898143.0,1898347.0,1898438.0,1898566.0,1898670.0,1898743.0,1898798.0,1898841.0,1898905.0,1898976.0,1899022.0,1899053.0,1899082.0,1899104.0,1899139.0,1899182.0,1899196.0,1899222.0,1899251.0,1899331.0,1899382.0,1899416.0,1899439.0,1899514.0,1899573.0,1899618.0,1899634.0,1899684.0,1899709.0,1899720.0,1899730.0,1899740.0,1899750.0,1899757.0,1899764.0,1899775.0,1899781.0,1899786.0,1899792.0,1899801.0,1899819.0,1899843.0,1899861.0,1899879.0,1899897.0,1899919.0,1899925.0,1899931.0,1899936.0,1899943.0,1899966.0,1899984.0,1899998.0,1900007.0,1900018.0,1900027.0,1900037.0,1900046.0,1900057.0,1900067.0,1900079.0,1900089.0,1900098.0,1900113.0,1900133.0,1900139.0,1900141.0,1900146.0,1900149.0,1900154.0,1900161.0,1900166.0,1900170.0,1900174.0
[3.  3.5],4183.0,150843.0,1074808.0,1680739.0,1922918.0,2024052.0,2084901.0,2131386.0,2155769.0,2166102.0,2172832.0,2178557.0,2184362.0,2190825.0,2198040.0,2205414.0,2212705.0,2218772.0,2223479.0,2227268.0,2230237.0,2232428.0,2234027.0,2235129.0,2235917.0,2236394.0,2236667.0,2236971.0,2237129.0,2237281.0,2237389.0,2237467.0,2237515.0,2237568.0,2237632.0,2237714.0,2237768.0,2237797.0,2237833.0,2237859.0,2237894.0,2237942.0,2237960.0,2237984.0,2238013.0,2238084.0,2238131.0,2238161.0,2238193.0,2238256.0,2238310.0,2238352.0,2238369.0,2238417.0,2238445.0,2238455.0,2238463.0,2238471.0,2238478.0,2238486.0,2238495.0,2238504.0,2238511.0,2238518.0,2238525.0,2238530.0,2238549.0,2238573.0,2238588.0,2238605.0,2238624.0,2238646.0,2238651.0,2238655.0,2238663.0,2238670.0,2238695.0,2238712.0,2238724.0,2238733.0,2238744.0,2238754.0,2238764.0,2238772.0,2238782.0,2238798.0,2238807.0,2238817.0,2238826.0,2238840.0,2238854.0,2238857.0,2238861.0,2238864.0,2238869.0,2238874.0,2238879.0,2238882.0,2238885.0,2238887.0
[3.5 4. ],5204.0,25641.0,318721.0,1085875.0,1678118.0,2003901.0,2185054.0,2289730.0,2359543.0,2409604.0,2444475.0,2468994.0,2485236.0,2496007.0,2503650.0,2509373.0,2514696.0,2520139.0,2525551.0,2530975.0,2536460.0,2541640.0,2546580.0,2551236.0,2555564.0,2559710.0,2563321.0,2566729.0,2569456.0,2572075.0,2574353.0,2576330.0,2577908.0,2579214.0,2580448.0,2581485.0,2582445.0,2583225.0,2583883.0,2584449.0,2584887.0,2585260.0,2585550.0,2585824.0,2586011.0,2586214.0,2586333.0,2586426.0,2586502.0,2586604.0,2586689.0,2586752.0,2586781.0,2586833.0,2586862.0,2586879.0,2586895.0,2586901.0,2586913.0,2586923.0,2586931.0,2586934.0,2586943.0,2586948.0,2586955.0,2586960.0,2586972.0,2586999.0,2587015.0,2587033.0,2587051.0,2587071.0,2587076.0,2587081.0,2587086.0,2587092.0,2587115.0,2587131.0,2587145.0,2587155.0,2587166.0,2587174.0,2587184.0,2587191.0,2587204.0,2587216.0,2587223.0,2587235.0,2587244.0,2587257.0,2587275.0,2587279.0,2587280.0,2587292.0,2587299.0,2587304.0,2587306.0,2587310.0,2587316.0,2587320.0
[4.  4.5],23575.0,23577.0,53433.0,205014.0,570310.0,1009842.0,1413300.0,1731613.0,1963941.0,2131663.0,2257182.0,2354557.0,2431835.0,2494368.0,2543744.0,2583235.0,2615258.0,2642341.0,2664911.0,2684022.0,2700129.0,2714048.0,2725991.0,2736238.0,2745236.0,2753532.0,2761213.0,2768504.0,2775063.0,2781281.0,2786868.0,2791989.0,2796879.0,2801504.0,2805936.0,2810227.0,2814331.0,2818233.0,2821832.0,2825248.0,2828480.0,2831574.0,2834502.0,2837290.0,2839929.0,2842431.0,2844887.0,2847137.0,2849296.0,2851283.0,2853186.0,2855064.0,2856708.0,2858387.0,2859950.0,2861347.0,2862697.0,2863914.0,2865136.0,2866264.0,2867348.0,2868391.0,2869299.0,2870213.0,2871137.0,2871960.0,2872776.0,2873502.0,2874194.0,2874869.0,2875552.0,2876180.0,2876785.0,2877357.0,2877917.0,2878458.0,2879009.0,2879503.0,2880007.0,2880520.0,2880961.0,2881401.0,2881810.0,2882237.0,2882672.0,2883043.0,2883459.0,2883848.0,2884212.0,2884539.0,2884914.0,2885292.0,2885626.0,2885937.0,2886249.0,2886530.0,2886847.0,2887135.0,2887435.0,2887691.0
