Cluster_1,project_1,scanno_1,amp_jy,X_loc_pixels,y_loc_pixels,RA,DEC,cluster_2,project_2,scanno_2,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,offset,int_flux_Jy,int_flux_err_Jy,peak_snr,peak_flux_mJy_adj,snr,masked,noise_ps,hits_ps,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type,GroupID,GroupSize,Separation
ACT-CLJ1158.9-0244,AGBT21B_298_05,17,0.001,317,558,179.7291,-2.6827,ACT-CLJ1158.9-0244,AGBT21B_298_05,17,347.0,559.0,5.120000000000001,2.0,6.0,179.72819272871436,-2.6826718324156267,0.0011447554056920408,0.0024026424693210533,346.0,558.0,3.000001353617712,-7.783318507729444E-5,-8.997463381301083E-4,3.297999525884593E-5,3.1505823135375977,1.5842818380640666,3.1069533824920654,0.0,3.4483708441257477E-4,218163.0625,ACT-CLJ1158.9-0244,1.365001514195E-4,1.2824121895463805,-0.0597763413399051,0.0200045724737082,10682.774542013438,-9.029024903904E-4,-0.072381652502448,424.7094097778639,21.0,,,3.2641634897815797
ACT-CLJ1205.5+0214,AGBT21B_298_05,23,0.001,470,472,181.3411,2.2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1125.7+0010,AGBT21B_298_04,32,0.01,318,558,171.4278,0.2436,ACT-CLJ1125.7+0010,AGBT21B_298_08,27,340.0,572.0,5.120000000000001,2.0,6.0,171.43204843847624,0.24367055163630003,0.0012048370410852904,0.006411015587607491,339.0,572.0,3.0000392460344933,-4.962069949593988E-4,-0.009333546560054242,4.7482632537755495E-5,2.4219040870666504,5.7120126468454595,2.251502275466919,0.0,9.865718893706799E-4,25607.759765625,ACT-CLJ1125.7+0010,2.129628826819E-4,1.1069961803171602,0.0528117275251497,0.0,19779.83383176803,-8.147856444909E-4,-0.062485416412433,427.6075738128416,21.0,,,15.296349262980854
ACT-CLJ0221.9-0340,AGBT22B_242_02,20,0.003,324,324,35.4795,-3.6691,ACT-CLJ0221.9-0340_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,20,336.0,324.0,5.120000000000001,2.0,6.0,35.479417387646485,-3.669339650611806,5.817764307614744E-5,0.0034896820013930905,335.0,323.0,3.0000199489120822,4.5605827758842625E-5,0.0025054108151028424,2.3873802737446922E-5,8.198811531066895,3.4076369728783344,8.186296463012695,0.0,1.920350914588198E-4,533138.1875,,,,,,,,,,,,,0.9122086326274976
ACT-CLJ0859.4+0308,AGBT21B_298_02,31,0.01,473,472,134.8348,3.186,ACT-CLJ0859.4+0308,AGBT21B_298_02,31,478.0,473.0,5.120000000000001,2.0,6.0,134.83503993771149,3.185827214266675,0.0010388706429612553,0.009036934356058231,476.0,471.0,3.7075057474917594,2.5371739012589295E-4,0.011671361150393623,3.713108981677575E-5,10.488646507263184,8.725685763252935,10.488646507263184,0.0,4.4202356366440654E-4,161718.34375,ACT-CLJ0859.4+0308,1.859276351304E-4,1.277437260113053,-0.1743298614803927,0.0,10550.680739861158,5.231510639811E-4,-0.0750077030943627,424.2401681074618,21.0,,,1.0635839199989796
ACT-CLJ1224.3+0211,AGBT21B_298_06,12,0.007,313,324,186.0772,2.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0245.2+0407,AGBT22B_242_03,30,0.03,305,324,41.3054,4.1217,ACT-CLJ0245.2+0407_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,30,342.0,325.0,5.120000000000001,2.0,6.0,41.305648350096654,4.121751551282919,8.740103120832244E-5,0.03012842100271497,340.0,322.0,4.234026893172376,-3.3749044722042684E-5,0.023429216806405168,1.6769524394410993E-5,175.0453338623047,30.173340031421368,175.0453338623047,0.0,9.447920456295833E-5,2286242.0,,,,,,,,,,,,,0.910994164745057
ACT-CLJ1035.1+0249,AGBT21B_298_03,34,0.01,302,414,158.7943,2.8576,ACT-CLJ1035.1+0249,AGBT21B_298_03,34,313.0,415.0,5.120000000000001,2.0,6.0,158.79447171335727,2.857519784703048,4.4439195419563476E-4,0.008243406241656566,311.0,414.0,4.550130467123339,6.098077697089024E-5,0.009124883931436432,2.9188089122249385E-5,18.698463439941406,8.189859660977538,18.698463439941406,0.0,2.749757841229439E-4,219588.84375,ACT-CLJ1035.1+0249,1.127355379998E-4,0.9812364886850096,-0.0508355019658428,0.004762993446121,17338.11176774063,-6.185086610878E-4,-0.068632645895885,418.9774583696404,21.0,,,0.681555851667409
ACT-CLJ1238.5-0004,AGBT21B_298_06,13,0.003,332,345,189.6351,-0.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1241.0+0010,AGBT21B_298_06,14,0.001,313,414,190.2528,0.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0208.2-0237,AGBT22B_242_01,27,0.001,324,345,32.0606,-2.6253,ACT-CLJ0208.2-0237_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,27,350.0,345.0,5.120000000000001,2.0,6.0,32.06081294245314,-2.625683102271207,1.6203224902519011E-4,0.0018019489160221872,349.0,344.0,3.000026512697038,-8.468560775438127E-5,-0.0013070198692948574,2.185494928573233E-5,5.05510139465332,1.60673609575197,4.992618560791016,0.0,1.3675338414032012E-4,902948.6875,,,,,,,,,,,,,1.577728049061311
ACT-CLJ1249.7+0145,AGBT21B_298_06,17,0.01,460,472,192.3837,1.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1250.6+0036,AGBT21B_298_06,18,0.007,725,558,192.7833,0.6313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0249.6+0210,AGBT22B_242_03,61,0.003,334,345,42.4165,2.1747,ACT-CLJ0249.6+0210_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,61,343.0,345.0,5.120000000000001,2.0,6.0,42.416810857188274,2.1743268335153174,1.37297319596562E-4,0.003018751902198706,342.0,344.0,4.72447625783909,1.119026199509293E-4,0.005712893853911392,1.9069110210911672E-5,11.523066520690918,2.9160623161067383,11.523066520690918,0.0,1.7451029270887375E-4,748474.625,,,,,,,,,,,,,1.7479937979453835
ACT-CLJ0254.4-0538,AGBT22B_242_03,64,0.01,463,472,43.569,-5.5991,ACT-CLJ0254.4-0538_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,16,475.0,461.0,5.120000000000001,2.0,6.0,43.57044135938346,-5.600596221923299,9.884728566702018E-4,0.0020421524073602646,474.0,461.0,3.000014192451355,1.1844714232792642E-4,0.003670987873790248,3.7742142234620815E-5,3.827155113220215,1.418474695899743,2.887877941131592,0.0,3.65583342500031E-4,163424.3125,,,,,,,,,,,6,2,7.461712898856169
ACT-CLJ1139.3+0154,AGBT21B_298_04,41,0.001,334,345,174.8272,1.9118,ACT-CLJ1139.3+0154,AGBT21B_298_04,41,339.0,332.0,5.120000000000001,2.0,6.0,174.83022738421167,1.9078569780882035,8.241832759745606E-5,0.028352822895912958,337.0,331.0,4.761761372617078,-0.005573237523151089,-0.10506444484333106,6.848226581232658E-5,2.3859195709228516,28.379419148166132,2.3859195709228516,0.0,0.004963208921253681,17436.5546875,ACT-CLJ1139.3+0154,1.317650714835E-4,1.085295709485785,-0.0747334898406709,0.0,20295.854182460807,9.612833865208E-4,-0.0666110157961813,403.1563542781638,21.0,7,2,17.892582997824245
ACT-CLJ1256.7+0235,AGBT21B_298_06,20,0.001,337,345,194.1741,2.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0300.2+0125,AGBT21B_298_01,17,0.001,313,324,45.0531,1.42,ACT-CLJ0300.2+0125_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,80,389.0,315.0,5.120000000000001,2.0,6.0,45.05076363189504,1.4243789775516373,3.181353107937963E-4,0.0013585441742826844,388.0,314.0,3.000005461457646,9.361259721997616E-5,0.002798120992058476,2.8183289546098053E-5,3.2615904808044434,1.0868328567771839,3.2291436195373535,0.0,2.4683450465090573E-4,324422.75,,,,,,,,,,,,,17.866692886095578
ACT-CLJ1301.2+0218,AGBT21B_298_06,24,0.007,469,472,195.2608,2.3531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0238.1+0306,AGBT22B_242_03,14,0.007,313,558,39.5333,3.1689,ACT-CLJ0238.1+0306_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,14,321.0,557.0,5.120000000000001,2.0,6.0,39.53349604659817,3.1683913624847913,0.00112970905340943,0.00404246663929864,320.0,556.0,4.586571170359553,-2.413390598809673E-4,-0.001982451350684354,2.39779655451461E-5,8.234074592590332,3.354520924365503,8.234074592590332,0.0,2.5698880199342966E-4,205378.109375,,,,,,,,,,,,,1.9620566580220353
ACT-CLJ1238.5-0004,AGBT21B_298_08,47,0.01,308,414,189.6413,-0.0437,ACT-CLJ1238.5-0004,AGBT21B_298_08,47,337.0,414.0,5.120000000000001,2.0,6.0,189.64133212508747,-0.04395283699018519,4.4086065866330364E-4,0.008660243605251671,335.0,412.0,4.2245448417216,-1.8073654286029342E-4,0.002593681544023162,2.172033608712022E-5,19.58051872253418,8.609612765102296,19.533079147338867,0.0,2.3285947099793702E-4,438268.625,,,,,,,,,,,,,0.9175366054070568
ACT-CLJ0914.7+0011,AGBT21B_298_02,44,0.007,469,324,138.6555,0.1915,ACT-CLJ0914.7+0011,AGBT21B_298_02,44,472.0,324.0,5.120000000000001,2.0,6.0,138.65540660994623,0.1912392481609114,7.175241422796041E-4,0.005590994133678082,471.0,323.0,5.071737107798444,-3.837291075526368E-4,-0.0027660855110903573,2.9512278478652134E-5,6.463413715362549,5.443714361202636,6.463413715362549,0.0,5.014431080780923E-4,108395.296875,ACT-CLJ0914.7+0011,1.559700717782E-4,0.9369056903379204,-0.0247419900235459,0.0,17163.800677415704,-4.038863398918E-4,-0.0710927589943277,405.51634339707584,21.0,,,0.9970738159147261
ACT-CLJ1311.5-0119,AGBT21B_298_06,25,0.003,317,558,197.8759,-1.2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1315.0+0121,AGBT21B_298_06,26,0.001,320,324,198.7641,1.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0203.0-0042,AGBT21B_298_01,13,0.03,320,558,30.7519,-0.6425,ACT-CLJ0203.0-0042,AGBT21B_298_01,13,338.0,558.0,5.120000000000001,2.0,6.0,30.75184245141626,-0.6427450404516467,0.0011364921545513015,0.03402895974627919,336.0,556.0,3.1901743444837587,-2.5070459370495426E-4,0.009518730203600742,5.638407407866635E-5,15.82562255859375,36.258798812979656,15.82562255859375,0.0,8.715286385267973E-4,36077.0234375,ACT-CLJ0203.0-0042,1.680165026186E-4,1.2831506957249474,0.5829236338558409,0.0,15822.929054995942,-0.0019902779309693,0.0081366584931102,466.4181994369582,21.0,8,2,0.9062024888889318
ACT-CLJ0248.0-0331,AGBT22B_242_03,37,0.01,318,324,42.0107,-3.5325,ACT-CLJ0248.0-0331_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,28,349.0,344.0,5.120000000000001,2.0,6.0,42.013714209450534,-3.5286300663362535,1.552161141193218E-4,0.0035314912181879,348.0,343.0,3.0000232755216487,-8.003118047113502E-5,-4.965762291678222E-4,2.0396990734465153E-5,11.5092191696167,3.4399133186542605,11.499444961547852,0.0,1.261488359887153E-4,1342077.25,,,,,,,,,,,9,2,17.646468734010323
ACT-CLJ0915.9-0132,AGBT21B_298_07,13,0.001,310,558,138.9918,-1.4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0233.6-0530,AGBT22B_242_02,43,0.007,335,345,38.4009,-5.4994,ACT-CLJ0233.6-0530_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,43,341.0,345.0,5.120000000000001,2.0,6.0,38.40087651374281,-5.499778067488599,1.3098944586568782E-4,0.006079517260152695,340.0,344.0,4.433533013519936,-1.1616065962713369E-4,0.002571986260426268,2.4530288085279414E-5,16.183225631713867,6.01773420903941,16.183225631713867,0.0,2.1445851598400623E-4,403773.875,,,,,,,,,,,,,1.363143647905666
ACT-CLJ1020.3-0100,AGBT21B_298_08,9,0.001,456,472,155.0496,-0.9771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1116.7+0218,AGBT21B_298_04,20,0.01,300,324,169.1961,2.3055,ACT-CLJ1116.7+0218,AGBT21B_298_04,20,333.0,325.0,5.120000000000001,2.0,6.0,169.19627421977222,2.305428761308707,4.3901747061666E-5,0.010235460769211668,331.0,323.0,4.086269284310457,-1.9293660212739598E-4,0.0030343241752282604,2.1445084943502538E-5,39.066104888916016,10.205577677782493,39.066104888916016,0.0,1.3477157335728407E-4,1155358.25,ACT-CLJ1116.7+0218,1.712002569425E-4,1.0392753320657582,-0.3589051022115497,0.0,10666.308316707222,-1.244598426857E-4,-0.0805277188613963,407.7724063984522,21.0,,,0.677170546670975
ACT-CLJ1020.1-0013,AGBT21B_298_03,27,0.03,324,414,155.028,-0.1963,ACT-CLJ1020.1-0013,AGBT21B_298_07,17,312.0,414.0,5.120000000000001,2.0,6.0,155.02989890552627,-0.2006164110166903,4.401937183978104E-4,0.006028244186855719,311.0,413.0,4.613203015019966,-4.7474919602633E-6,0.00564360851800129,1.978608399790039E-5,21.547760009765625,5.95046823460248,21.547760009765625,0.0,1.690168573986739E-4,737954.5625,ACT-CLJ1020.1-0013,1.16353246809E-4,1.0929638295415876,0.0965388573088385,0.0,17176.088393703125,-1.911561419375E-4,-0.0688999605621329,417.4236145837651,21.0,10,4,16.97628216697029
ACT-CLJ0245.2-0240,AGBT22B_242_03,31,0.01,327,345,41.2928,-2.6727,ACT-CLJ0245.2-0240_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,31,365.0,346.0,5.120000000000001,2.0,6.0,41.293049697112174,-2.6727525997342503,2.2558167668332258E-4,0.00930051845306066,364.0,344.0,4.256518340299724,-4.811902245487177E-6,0.007446922877896976,1.6811181701192563E-5,46.576656341552734,9.25940785085446,46.576656341552734,0.0,1.0970023868139833E-4,2003783.375,,,,,,,,,,,,,0.9177342374531191
ACT-CLJ1222.6-0214,AGBT21B_298_05,31,0.01,326,558,185.6539,-2.1823,ACT-CLJ1222.6-0214,AGBT21B_298_05,31,331.0,558.0,5.120000000000001,2.0,6.0,185.653861640125,-2.182578884383781,0.0011349710444948614,0.008459550733449239,329.0,557.0,4.275542848564282,-5.395173040341633E-5,0.005643971836256779,3.103814935045679E-5,13.316287994384766,7.995143891659869,13.316287994384766,0.0,3.501512692309916E-4,162388.3125,ACT-CLJ1222.6-0214,1.522768573962E-4,1.1538499997331255,-3.228571148797E-4,0.0,10792.64723705137,0.0015067490344819,-0.0739359812279865,422.8594781336933,21.0,,,1.0130991930132804
ACT-CLJ0930.4+0216,AGBT21B_298_03,12,0.003,321,414,142.605,2.3027,ACT-CLJ0930.4+0216,AGBT21B_298_03,12,336.0,415.0,5.120000000000001,2.0,6.0,142.60524551604064,2.3027176055407947,4.449997873474023E-4,0.0023309614252508292,335.0,414.0,4.9870244363950205,-9.472287506251015E-7,0.002579015575367352,1.5442276190563325E-5,12.399489402770996,2.144350661519258,12.399489402770996,0.0,1.2221628276165575E-4,1222523.875,ACT-CLJ0930.4+0216,1.278054158797E-4,1.174068525845351,-0.1383015555110097,0.0285782329125982,11012.568557128234,1.901036964857E-4,-0.0735242680041674,423.3472961834347,21.0,,,0.8854043817262703
ACT-CLJ1049.3-0002,AGBT21B_298_08,16,0.001,455,324,162.3116,-0.0361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0204.5+0321,AGBT22B_242_01,15,0.001,456,324,31.1005,3.3622,ACT-CLJ0204.5+0321_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,15,467.0,328.0,5.120000000000001,2.0,6.0,31.10173452887997,3.362999664348917,6.935546409803609E-4,0.002446134499700754,466.0,328.0,3.000005941569016,3.977914840810209E-5,0.0019438804533597558,2.901494223284935E-5,4.128439426422119,2.1216301249054186,4.015805721282959,0.0,2.438544761389494E-4,304646.5625,,,,,,,,,,,,,5.288749818566227
ACT-CLJ0248.9-0328,AGBT22B_242_04,20,0.03,453,324,42.2023,-3.48,ACT-CLJ0248.9-0328_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,20,476.0,325.0,5.120000000000001,2.0,6.0,42.202721602309396,-3.480057703825544,7.369326273747313E-4,0.028053685796073743,475.0,323.0,4.203731774511889,-5.247838923999294E-5,0.020988084844003576,3.118825260991258E-5,56.44331741333008,28.10483893580412,56.44331741333008,0.0,2.6673503452911973E-4,360932.25,,,,,,,,,,,11,2,1.5291362298971911
ACT-CLJ0849.6-0051,AGBT21B_298_02,17,0.03,319,558,132.4152,-0.7902,ACT-CLJ0849.6-0051,AGBT21B_298_02,17,341.0,557.0,5.120000000000001,2.0,6.0,132.41561119293377,-0.790741365449924,0.0011326181064227078,0.016199456406963606,340.0,555.0,4.106862301078619,-3.0090225167113546E-4,0.005032066514085509,3.3896717831585645E-5,18.461868286132812,16.018811553935095,18.346853256225586,0.0,4.4657045509666204E-4,116304.8203125,ACT-CLJ0849.6-0051,1.51030725499E-4,0.9443569794247934,-0.0799564345338903,0.0,11279.630464676417,-5.008867921909E-4,-0.0779733148259433,405.069774642108,21.0,,,2.44728351701159
ACT-CLJ1145.1-0100,AGBT21B_298_08,38,0.003,315,558,176.286,-0.9426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ1241.0+0010,AGBT21B_298_08,48,0.007,456,324,190.2113,0.1754,ACT-CLJ1241.0+0010,AGBT21B_298_08,48,487.0,325.0,5.120000000000001,2.0,6.0,190.2115884735028,0.17535255368244107,7.902610262800335E-4,0.006930830275854909,485.0,322.0,4.044748101651677,3.0870625273001005E-4,0.01250662561326714,3.1168889368763196E-5,10.758336067199707,6.780882968476423,10.758336067199707,0.0,3.6305884714238346E-4,158556.96875,,,,,,,,,,,,,1.0524549046534388
ACT-CLJ1148.0-0234,AGBT21B_298_08,39,0.001,313,324,177.0232,-2.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0901.5+0301,AGBT21B_298_02,32,0.007,325,558,135.3862,3.0831,ACT-CLJ0901.5+0301,AGBT21B_298_02,32,331.0,555.0,5.120000000000001,2.0,6.0,135.38600745217457,3.0820315821675517,0.0011204332399799009,0.004327709114917855,330.0,554.0,3.0000193703922284,-5.3605409512970666E-5,4.6000536245432375E-4,3.6000573328325795E-5,3.8543431758880615,3.659716341326763,3.787421703338623,0.0,4.8390496522188187E-4,46515.21875,ACT-CLJ0901.5+0301,1.869475162735E-4,1.1775416615921173,-0.2076877034014559,0.0,10848.23248930432,5.074391505006E-4,-0.0737448899839828,418.326921655142,21.0,,,3.9083734868784634
ACT-CLJ0245.7-0028,AGBT22B_242_03,33,0.007,308,414,41.4231,-0.4493,ACT-CLJ0245.7-0028_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,33,338.0,414.0,5.120000000000001,2.0,6.0,41.42328842090792,-0.44951016301473273,4.415798227362498E-4,0.006974569625059971,336.0,412.0,4.024123735912166,-8.12870448715027E-5,0.0031156672934602105,1.8509072783728797E-5,27.347248077392578,6.90771019329237,27.347248077392578,0.0,1.3069601845927536E-4,1863689.0,,,,,,,,,,,,,1.016147272034551
ACT-CLJ0301.5-0248,AGBT21B_298_01,16,0.03,328,345,45.3772,-2.8034,ACT-CLJ0301.5-0248,AGBT21B_298_01,16,357.0,345.0,5.120000000000001,2.0,6.0,45.37729314165327,-2.803758162383958,1.8963591327634234E-4,0.033426910240309436,355.0,343.0,3.7053709065145224,-0.0021098626847754153,-0.030099633247165882,5.028582098631234E-5,4.882926940917969,33.632017521615396,4.882926940917969,0.0,0.002863331465050578,54788.90625,ACT-CLJ0301.5-0248,2.399285061117E-4,1.2278419710308788,-0.1042060233811711,0.0609686392561826,18716.56376742197,-3.039310389478E-4,-0.0639800219656279,435.2927072046374,21.0,,,1.332031566941449
ACT-CLJ0218.7-0014,AGBT22B_242_02,10,0.03,453,472,34.6316,-0.2033,ACT-CLJ0218.7-0014_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,10,492.0,472.0,5.120000000000001,2.0,6.0,34.631841818047825,-0.2037207172433398,0.001085462678142852,0.02615217070789092,490.0,470.0,4.016252594267846,1.1188593370934024E-4,0.021620683282905676,4.8021654013495555E-5,26.793346405029297,26.803131861603095,26.597700119018555,0.0,5.148445488885045E-4,81249.125,,,,,,,,,,,,,1.7469419487517774
ACT-CLJ1005.5+0235,AGBT21B_298_03,25,0.003,329,324,151.383,2.5838,ACT-CLJ1005.5+0235,AGBT21B_298_03,25,339.0,325.0,5.120000000000001,2.0,6.0,151.3826393959359,2.583792699767666,7.288347919979145E-5,0.0028622182134799066,337.0,323.0,5.152269587114159,6.200355267422275E-5,0.004899836118390948,1.4850708049673792E-5,16.50301742553711,2.7579690318504864,16.308019638061523,0.0,1.1565956810954958E-4,1193059.5,ACT-CLJ1005.5+0235,1.554145362775E-4,1.2675879883465535,0.0767111004104849,0.0,10922.247060924165,1.58823440047E-4,-0.0745991153593426,421.9752441204068,21.0,,,1.2971267951365129
ACT-CLJ1256.7+0235,AGBT21B_298_08,50,0.001,305,558,194.1797,2.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0203.2-0123,AGBT21B_298_01,14,0.01,321,324,30.8164,-1.3965,ACT-CLJ0203.2-0123,AGBT21B_298_01,14,335.0,324.0,5.120000000000001,2.0,6.0,30.81664186990193,-1.39676284591338,5.332950616269026E-5,0.01138512229063032,333.0,323.0,3.8819160199701677,-2.5751603967154936E-4,0.0015120993515341861,2.585261727478094E-5,24.9235782623291,11.353678522502957,24.9235782623291,0.0,2.1963228937238455E-4,346456.9375,ACT-CLJ0203.2-0123,1.463340559282E-4,0.8379451899220522,0.0837239334976826,0.0,16625.987629473133,6.270581020078E-4,-0.0732949802490241,403.8700161784362,21.0,12,4,1.2857534059051416
ACT-CLJ0250.1+0008,AGBT21B_298_01,27,0.01,472,472,42.4946,0.1792,ACT-CLJ0250.1+0008_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,62,488.0,473.0,5.120000000000001,2.0,6.0,42.490493137457364,0.17667085158928794,0.0010742421488004988,0.005384607104668648,488.0,472.0,2.9999790416298833,-8.197103831634325E-5,2.0526808766389726E-4,4.2418163193135965E-5,3.3153235912323,4.833355803799992,3.1352956295013428,0.0,6.651983712799847E-4,35510.93359375,,,,,,,,,,,,,17.363317874847045
ACT-CLJ1328.4-0038,AGBT21B_298_08,54,0.007,303,414,202.1121,-0.6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0239.3-0332,AGBT22B_242_03,15,0.003,305,324,39.8404,-3.5365,ACT-CLJ0239.3-0332_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,15,324.0,324.0,5.120000000000001,2.0,6.0,39.8406333923,-3.536739349369995,9.020562075079398E-17,0.0033598377518830103,322.0,322.0,3.9030041112835963,1.7371670872548114E-5,0.0027144544388660406,1.7216681563484103E-5,18.800251007080078,3.2809726148162657,18.800251007080078,0.0,9.180472261505201E-5,3754281.5,,,,,,,,,,,,,1.2024418511554904
ACT-CLJ0915.9-0132,AGBT21B_298_02,45,0.003,465,472,138.9488,-1.5032,ACT-CLJ0915.9-0132,AGBT21B_298_02,45,467.0,477.0,5.120000000000001,2.0,6.0,138.94976609011547,-1.5022293552957475,0.001015311112941682,0.00545172309074682,466.0,476.0,5.205951432548919,-7.70455833311404E-5,0.004779808418563484,3.7206991710348616E-5,3.553516387939453,4.985323873951357,3.4554660320281982,0.0,0.001000591553747654,18710.53515625,ACT-CLJ0915.9-0132,1.584831205589E-4,1.136429013193245,-0.3405423977167385,0.0085733882030178,16298.077341666452,-7.233484699709E-4,-0.0671370521921299,422.3214740961707,21.0,,,4.929430124024851
ACT-CLJ1144.0+0440,AGBT21B_298_05,7,0.03,304,414,176.0242,4.7037,ACT-CLJ1144.0+0440,AGBT21B_298_05,7,335.0,414.0,5.120000000000001,2.0,6.0,176.02450675183835,4.703524009645258,4.395792396463201E-4,0.029506840710100627,333.0,412.0,4.155473120667354,-2.2892418599760656E-4,0.017366611825917196,2.1907521519174348E-5,123.84038543701172,29.73631816153517,123.84038543701172,0.0,1.266367908101529E-4,1220124.0,ACT-CLJ1144.0+0440,1.373544956957E-4,1.0347371051437355,-0.0404767808210138,0.0,10613.260381908598,-0.0013921135942979,-0.0767396716163136,416.18445234128353,21.0,,,1.270038301483156
ACT-CLJ0249.6+0210,AGBT22B_242_04,19,0.01,452,472,42.3847,2.211,ACT-CLJ0249.6+0210_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,19,471.0,473.0,5.120000000000001,2.0,6.0,42.38516547078834,2.210849094430287,0.0010147553620910624,0.009968906505807104,469.0,470.0,4.0600794022011755,-1.245958119787073E-4,0.00438124927464974,3.50805066324866E-5,13.361440658569336,9.73473486070678,13.330883026123047,0.0,3.8480907096527517E-4,106368.75,,,,,,,,,,,,,1.7603327399689526
ACT-CLJ1116.9-0036,AGBT21B_298_04,21,0.007,326,345,169.2217,-0.606,ACT-CLJ1116.9-0036,AGBT21B_298_04,21,359.0,345.0,5.120000000000001,2.0,6.0,169.22182935736248,-0.6062800740119448,1.9788476988459068E-4,0.00692687055099402,357.0,343.0,4.279301731191498,-3.4281568026471555E-5,0.004869178440241858,2.0023536160141547E-5,26.810680389404297,6.8749699183117565,26.810680389404297,0.0,1.4187497436068952E-4,1134345.625,ACT-CLJ1116.9-0036,1.706402857719E-4,1.218550402306284,-4.292394074687E-4,0.0076207895137936,9865.562172394732,-7.034666748605E-4,-0.0717705543535052,435.2653332577348,21.0,,,1.1105835720003578
