Cluster_1,project_1,scanno_1,amp_jy,X_loc_pixels,y_loc_pixels,RA,DEC,cluster_2,project_2,scanno_2,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,offset,int_flux_Jy,int_flux_err_Jy,peak_snr,peak_flux_mJy_adj,snr,masked,noise_ps,hits_ps,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type,GroupID,GroupSize,Separation
ACT-CLJ1129.8+0256,AGBT21B_298_08,31,0.007,309,558,172.4636,3.0019,ACT-CLJ1129.8+0256,AGBT21B_298_08,31,330.0,560.0,5.120000000000001,2.0,6.0,172.46363255788683,3.0021318936853354,0.0011445295287879549,0.005509469064969743,329.0,559.0,2.9999995042870524,1.846874228416877E-4,0.006663154059783084,4.225810153590894E-5,4.167752742767334,4.863174246506158,4.167752742767334,0.0,5.820485530421138E-4,77917.0,ACT-CLJ1129.8+0256,2.481050996219E-4,1.388086707704732,-0.2982293599847367,0.0209571711629324,20285.036349800168,-1.088117531208E-4,-0.0622447294884255,426.7258784439412,21.0,,,0.8431337570393231
ACT-CLJ0916.7+0155,AGBT21B_298_02,48,0.03,307,324,139.2024,1.9296,ACT-CLJ0916.7+0155,AGBT21B_298_07,15,325.0,346.0,5.120000000000001,2.0,6.0,139.19770485269416,1.929115142393249,1.0676914009653777E-4,0.010090298517648687,323.0,344.0,4.279158964323105,-5.768012570793003E-5,0.0069062850586080115,2.126863661577347E-5,37.519386291503906,10.058033396271403,37.519386291503906,0.0,1.4781042409595102E-4,811418.125,ACT-CLJ0916.7+0155,1.636358400301E-4,0.9571978021291944,0.1410591282075768,0.0,15362.714722709936,0.0011799764852952,-0.0723975187479335,408.2674098156806,21.0,13,4,16.982886380001624
ACT-CLJ0250.1+0008,AGBT22B_242_03,62,0.001,315,414,42.5365,0.1606,ACT-CLJ0250.1+0008_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,62,322.0,418.0,5.120000000000001,2.0,6.0,42.53660444691536,0.16139313466916355,4.55827979885764E-4,0.0013253192642105158,321.0,417.0,3.0000070697231256,-2.3396097212623186E-5,-2.6850565884956965E-5,2.6438073728742316E-5,4.183428764343262,1.0182552134574043,3.7490899562835693,0.0,2.0380789646878839E-4,468303.875,,,,,,,,,,,,,2.879912782503244
ACT-CLJ1200.9-0125,AGBT21B_298_05,18,0.03,316,324,180.229,-1.4339,ACT-CLJ1200.9-0125,AGBT21B_298_05,18,339.0,324.0,5.120000000000001,2.0,6.0,180.22916942958383,-1.4341709575868915,7.27220537992128E-5,0.029300471073461756,337.0,322.0,4.2764252387245785,-1.2699236991109848E-4,0.020997067442408496,1.922509103188524E-5,137.68067932128906,29.325501473553498,137.68067932128906,0.0,1.1699421156663448E-4,1177244.75,ACT-CLJ1200.9-0125,1.423146359785E-4,1.0307842578527238,-0.0631052035702141,0.0028577960676726,11430.544211063,4.261199648837E-4,-0.0785082487654224,402.7817799692982,21.0,,,1.1503514966949413
ACT-CLJ0201.6-0211,AGBT22B_242_04,34,0.007,472,324,30.383,-2.2021,ACT-CLJ0201.6-0211,AGBT21B_298_01,11,486.0,322.0,5.120000000000001,2.0,6.0,30.383424069323993,-2.2001891902216584,7.854578721495942E-4,0.0029768634037956243,486.0,321.0,2.9999980826291983,-6.416453236558284E-4,-0.014215410862388098,3.897160584812302E-5,1.5327811241149902,2.6278285736907274,1.4877829551696777,0.0,4.6072143595665693E-4,96842.0234375,ACT-CLJ0201.6-0211,1.673095320848E-4,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0,3,4,7.046176511461713
ACT-CLJ0233.7+0127,AGBT22B_242_02,44,0.003,308,414,38.434,1.4884,ACT-CLJ0233.7+0127_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,44,317.0,415.0,5.120000000000001,2.0,6.0,38.43352469034,1.4883656922625756,4.4248377407153633E-4,0.0021516358916535664,316.0,414.0,3.00000458712019,1.991065477716842E-4,0.005653335573605209,2.8174829927054836E-5,5.376273155212402,1.9509657181777593,5.3301286697387695,0.0,2.3873726604506373E-4,300100.25,,,,,,,,,,,,,1.7149860097981822
ACT-CLJ0222.2+0520,AGBT22B_242_02,21,0.001,345,345,35.5646,5.339,ACT-CLJ0222.2+0520_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,21,328.0,344.0,5.120000000000001,2.0,6.0,35.56495460509785,5.338402673045955,9.888297888964737E-5,0.0014191087672183781,327.0,344.0,3.0000014336296363,-7.06631428457569E-5,-0.001124728809011185,2.5595772313851E-5,2.9654431343078613,1.1766892964477011,2.9523234367370605,0.0,1.9942791550420225E-4,468569.28125,,,,,,,,,,,,,2.4986298331465333
ACT-CLJ1035.1-0248,AGBT21B_298_04,9,0.007,453,324,158.7416,-2.8022,ACT-CLJ1035.1-0248,AGBT21B_298_04,9,482.0,324.0,5.120000000000001,2.0,6.0,158.74162680161706,-2.802507054487772,7.660054848799621E-4,0.006211402740194796,480.0,323.0,4.329448345225505,-1.8756728081515333E-4,7.182710913039527E-4,2.586815502705682E-5,15.681936264038086,6.0510734811955755,15.539061546325684,0.0,2.1511063096113503E-4,418562.5,ACT-CLJ1035.1-0248,1.516014906438E-4,1.0404434997117398,0.0217352622468487,0.0,11018.149934470644,3.705012048026E-4,-0.076046196035136,415.2045572152988,21.0,,,1.1093058815748609
ACT-CLJ0916.7+0155,AGBT21B_298_02,48,0.03,307,324,139.2024,1.9296,ACT-CLJ0916.7+0155,AGBT21B_298_07,15,293.0,348.0,5.120000000000001,2.0,6.0,139.20659878522093,1.9296706761762918,1.9006922585734822E-4,0.001088988102025077,292.0,347.0,3.000001212049849,4.0028098479743474E-5,0.0014016814923550178,2.2528229058890807E-5,28.626800537109375,0.7953346533685604,3.8097496032714844,0.0,1.384688075631857E-4,1002449.625,ACT-CLJ0916.7+0155,1.636358400301E-4,0.9571978021291944,0.1410591282075768,0.0,15362.714722709936,0.0011799764852952,-0.0723975187479335,408.2674098156806,21.0,13,4,15.109197651901194
ACT-CLJ0210.0-0243,AGBT22B_242_01,32,0.003,315,558,32.5042,-2.6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0214.7-0432,AGBT22B_242_01,40,0.03,319,324,33.6793,-4.5514,ACT-CLJ0214.7-0432_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,40,335.0,325.0,5.120000000000001,2.0,6.0,33.67942989559205,-4.5513879986597034,5.354942258445556E-5,0.029892345042685193,333.0,322.0,4.2323672281381,3.3760593019830746E-5,0.024842588640314765,2.0133266513682863E-5,111.56959533691406,29.903518363467974,111.56959533691406,0.0,1.46518083056435E-4,1033667.875,,,,,,,,,,,,,0.46820924104884293
ACT-CLJ0212.5-0037,AGBT22B_242_01,39,0.001,322,558,33.145,-0.5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0257.0-0300,AGBT22B_242_03,67,0.003,309,324,44.2704,-3.0179,ACT-CLJ0257.0-0300_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,11,330.0,323.0,5.120000000000001,2.0,6.0,44.271108577583725,-3.0168962667269326,2.9490065641914132E-5,0.0010066140422108772,329.0,322.0,3.0000021523500746,-2.0825805278862654E-5,-9.38231776831982E-5,2.1657970265317986E-5,2.737480878829956,0.713804343296717,2.737480878829956,0.0,1.5376460214611143E-4,1055887.875,,,,,,,,,,,14,2,4.421045592651141
ACT-CLJ1144.2+0227,AGBT21B_298_05,8,0.01,455,324,176.0108,2.4627,ACT-CLJ1144.2+0227,AGBT21B_298_05,8,488.0,324.0,5.120000000000001,2.0,6.0,176.0110887493959,2.4624320825063193,7.950942887261812E-4,0.010130012214467023,486.0,322.0,3.9988171690718803,-2.0308271003033955E-4,0.0023900534686372107,3.0799384089934555E-5,22.859506607055664,10.038110685092052,22.859506607055664,0.0,2.2246924345381558E-4,441855.0,ACT-CLJ1144.2+0227,1.567556557253E-4,1.247358409306626,0.2023341582679554,0.0,11148.683569464612,-0.0023495642863471,-0.0725028270028586,419.4889177021944,21.0,,,1.4170617810863917
ACT-CLJ1250.6+0036,AGBT21B_298_08,49,0.003,456,472,192.6086,0.6413,ACT-CLJ1250.6+0036,AGBT21B_298_08,49,479.0,475.0,5.120000000000001,2.0,6.0,192.6100179333448,0.6418450388446276,0.0010491032886005198,0.0044238475519150266,479.0,475.0,3.0000328872468347,-2.2025284997700563E-5,0.0012576794289579699,4.0743254847129205E-5,3.890007734298706,3.859861253683239,3.858476161956787,0.0,4.8572488594800234E-4,100816.59375,,,,,,,,,,,,,5.4683580443067
ACT-CLJ0204.7-0116,AGBT22B_242_01,16,0.03,452,472,31.1579,-1.2441,ACT-CLJ0204.7-0116_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,16,472.0,473.0,5.120000000000001,2.0,6.0,31.158105589962716,-1.244204664274125,0.0010181661174314485,0.028549011637630288,470.0,471.0,4.198281816255788,-3.212309507140198E-4,0.014864511358235242,3.5543587403536905E-5,40.5576286315918,29.247521584462948,40.5576286315918,0.0,3.7628033896908164E-4,193289.484375,,,,,,,,,,,,,0.8304009050487788
ACT-CLJ0839.5-0140,AGBT21B_298_02,7,0.01,303,414,129.8753,-1.6539,ACT-CLJ0839.5-0140,AGBT21B_298_02,7,348.0,415.0,5.120000000000001,2.0,6.0,129.87551744523637,-1.653948610521012,4.562660654425975E-4,0.009437647053052145,346.0,413.0,4.190471028282691,5.157406395750912E-5,0.008676995891867965,2.159403030979625E-5,38.929012298583984,9.394887858989895,38.929012298583984,0.0,1.3319449499249458E-4,1283018.875,ACT-CLJ0839.5-0140,1.783948603137E-4,1.1409620607706374,-0.04048893046903,0.0228641109671518,10508.254963148887,-5.790988216722E-4,-0.0774043306509862,409.00517314310775,21.0,,,0.8017853412644294
ACT-CLJ0215.8-0041,AGBT22B_242_01,45,0.001,471,472,33.919,-0.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0935.0+0053,AGBT21B_298_03,13,0.001,469,324,143.7183,0.8963,ACT-CLJ0935.0+0053,AGBT21B_298_03,13,487.0,324.0,5.120000000000001,2.0,6.0,143.7188921079272,0.8960550013508988,7.902461548438209E-4,0.002485474458927959,487.0,323.0,2.9999992317000834,-1.5643891458399142E-4,-0.002755073785103638,2.8819883795970927E-5,4.163946628570557,2.095473869785287,3.8924264907836914,0.0,1.9485424854792655E-4,442335.40625,ACT-CLJ0935.0+0053,1.282247697339E-4,1.1394076352252336,0.1068435938844909,0.0114311842706904,10892.14710605791,-0.0013184370146745,-0.0743792281607719,421.53701881576063,21.0,,,2.306639733194977
ACT-CLJ0239.8-0134,AGBT22B_242_03,16,0.001,326,345,39.9655,-1.5724,ACT-CLJ0239.8-0134_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,16,339.0,346.0,5.120000000000001,2.0,6.0,39.96622589802276,-1.5724941788349691,1.2909160264777805E-4,7.71259789912624E-4,338.0,345.0,2.9999998897317264,-3.699396131637594E-5,-5.773855669224545E-4,1.628369944981228E-5,3.329084634780884,0.5064477705203175,3.3290226459503174,0.0,8.5636624135077E-5,2713240.75,,,,,,,,,,,,,2.6341712804571444
ACT-CLJ0208.3-0255,AGBT22B_242_01,28,0.03,304,414,32.0868,-2.9113,ACT-CLJ0208.3-0255_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,28,342.0,414.0,5.120000000000001,2.0,6.0,32.08701929454517,-2.9115434545452983,4.4497337708458153E-4,0.02946257323577646,340.0,412.0,4.210641631410414,-1.6322682418277746E-4,0.01952121096403664,2.085399731312242E-5,115.38002014160156,29.691801676382507,115.38002014160156,0.0,1.3843581837136298E-4,1080641.5,,,,,,,,,,,,,1.1790396046236655
ACT-CLJ0218.5-0114,AGBT22B_242_02,9,0.001,456,324,34.5975,-1.2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0245.7-0028,AGBT22B_242_04,32,0.03,314,558,41.428,-0.4122,ACT-CLJ0245.7-0028_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,32,343.0,559.0,5.120000000000001,2.0,6.0,41.42842265044337,-0.41221055628190645,0.0011430293964849768,0.014857786683577926,341.0,557.0,4.540206916293922,-1.128931663964272E-4,0.011032734609276415,3.299157292178515E-5,16.157459259033203,14.607102356999247,15.871604919433594,0.0,5.369954742491245E-4,39719.046875,,,,,,,,,,,,,1.5219763951649699
ACT-CLJ0203.7+0216,AGBT21B_298_01,15,0.007,346,345,30.9265,2.2732,ACT-CLJ0203.7+0216,AGBT21B_298_01,15,359.0,346.0,5.120000000000001,2.0,6.0,30.926702006074898,2.2731346418836296,2.0042223594443292E-4,0.006733715302579679,357.0,344.0,4.152348373917903,-3.361712094229372E-4,-0.002867037102817344,2.8315916428206368E-5,7.394436836242676,6.679966039579016,7.394436836242676,0.0,4.43603697931394E-4,290681.21875,ACT-CLJ0203.7+0216,1.600316418025E-4,1.206596040463917,0.2439702969660505,0.0085733882030178,15858.1661654686,0.0017712734838395,-0.0662082381242969,428.615329181678,21.0,15,4,0.7638325300657351
ACT-CLJ0245.8-0042,AGBT22B_242_03,34,0.003,464,324,41.4141,-0.7144,ACT-CLJ0245.8-0042_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,34,477.0,325.0,5.120000000000001,2.0,6.0,41.414260924256276,-0.7143812396936157,7.4178065742242E-4,0.0031969621406961034,476.0,324.0,3.0000012967917877,1.379019952692709E-4,0.0046049032110735185,2.7889715091430172E-5,8.018542289733887,2.9009688900372215,7.960626125335693,0.0,1.9666017033159733E-4,619820.75,,,,,,,,,,,16,2,0.5832032527692773
ACT-CLJ0916.1-0024,AGBT21B_298_07,14,0.03,308,324,139.0457,-0.4076,ACT-CLJ0916.1-0024,AGBT21B_298_07,14,305.0,325.0,5.120000000000001,2.0,6.0,139.04592732542463,-0.4075712044893106,9.224209569905484E-5,0.030801973176098018,303.0,322.0,4.198206711667749,5.719617749756447E-5,0.025738872004869958,2.1580492192041098E-5,110.11427307128906,30.857623737084253,109.97236633300781,0.0,1.5304150292649865E-4,937431.125,ACT-CLJ0916.1-0024,1.654712491357E-4,1.2425104918225105,0.3270527574416809,0.0133363816491388,15759.260451938397,-5.328286887971E-4,-0.0647440455128913,427.58990555965534,21.0,,,0.8248839394686768
ACT-CLJ1202.8-0230,AGBT21B_298_05,20,0.01,340,345,180.7091,-2.4995,ACT-CLJ1202.8-0230,AGBT21B_298_05,20,359.0,346.0,5.120000000000001,2.0,6.0,180.70929317683996,-2.499546048796611,2.0042223594451093E-4,0.01119116398098367,357.0,344.0,3.984712843472453,-8.02907640055022E-5,0.006045552744921822,2.0853467093251056E-5,47.57865905761719,11.156407255536774,47.51072692871094,0.0,1.1973221262451261E-4,1175750.25,ACT-CLJ1202.8-0230,1.384454955698E-4,1.058143041240542,-0.2056595527399534,0.0,10456.464517154822,0.0013786385098627,-0.0752994769086978,419.465518466424,21.0,,,0.7142482758609122
ACT-CLJ0849.8+0440,AGBT21B_298_02,19,0.01,322,324,132.4504,4.6693,ACT-CLJ0849.8+0440,AGBT21B_298_02,19,349.0,324.0,5.120000000000001,2.0,6.0,132.45059774210569,4.668996299709491,1.2120342261854156E-4,0.009972284908212701,347.0,322.0,4.105503030244475,-1.3389697996600163E-5,0.007221875677046476,1.99885995590599E-5,38.78536605834961,9.93930010092412,38.76491165161133,0.0,1.3719245907850564E-4,1104618.75,ACT-CLJ0849.8+0440,1.707632072514E-4,0.9560387834822928,-0.0250221313526516,0.0019051973784484,11344.118725217775,2.666847818749E-4,-0.0772371432321274,392.7703614281602,21.0,,,1.3036022434926218
ACT-CLJ0219.9+0246,AGBT22B_242_02,15,0.001,312,414,34.9752,2.8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0250.1+0008,AGBT22B_242_04,18,0.007,306,558,42.5409,0.2018,ACT-CLJ0250.1+0008_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,18,320.0,559.0,5.120000000000001,2.0,6.0,42.541302767710214,0.2018258976812801,0.0011394767160332532,0.005313578196687187,319.0,558.0,4.360287629420207,1.620037338798271E-4,0.0084265899827046,3.1832737009912914E-5,5.741048336029053,4.672946200123904,5.703854084014893,0.0,5.692059057764709E-4,76107.5546875,,,,,,,,,,,,,1.4529482113933327
ACT-CLJ0219.0+0303,AGBT22B_242_02,12,0.01,314,558,34.7575,3.1253,ACT-CLJ0219.0+0303_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_02,12,344.0,559.0,5.120000000000001,2.0,6.0,34.7576197666325,3.1252969910880144,0.0011434303094054806,0.006074135040993466,343.0,558.0,4.975673666364252,-5.950976001759357E-4,-0.007550335965486989,3.125040728296395E-5,4.940284252166748,5.4439832947059275,4.80082893371582,0.0,6.899710278958082E-4,27502.736328125,,,,,,,,,,,,,0.4306486456256507
ACT-CLJ0215.4+0030,AGBT22B_242_01,41,0.01,343,345,33.8621,0.5144,ACT-CLJ0215.4+0030_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,41,356.0,346.0,5.120000000000001,2.0,6.0,33.86227316741551,0.5143642025797581,1.8826758120303822E-4,0.00944408703301044,354.0,344.0,4.389792365792714,-1.360157744828743E-4,0.004899435361118794,1.9525003255118885E-5,35.16447830200195,9.405355214387313,34.97537612915039,0.0,1.4855587505735457E-4,1221251.5,,,,,,,,,,,,,0.6365628133517319
ACT-CLJ0204.8-0303,AGBT22B_242_01,17,0.01,304,558,31.2168,-2.9995,ACT-CLJ0204.8-0303_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,17,325.0,556.0,5.120000000000001,2.0,6.0,31.216919259299317,-3.000333670656027,0.001124777741603921,0.009539476848654062,323.0,556.0,3.5691425440068913,1.1468115398229697E-4,0.00820948710603768,3.4373143256894904E-5,8.95643424987793,9.157555592482883,8.750863075256348,0.0,4.96051216032356E-4,86467.8046875,,,,,,,,,,,,,3.031555203208952
ACT-CLJ1006.9+0255,AGBT21B_298_03,26,0.001,347,345,151.733,2.9323,ACT-CLJ1006.9+0255,AGBT21B_298_03,26,355.0,345.0,5.120000000000001,2.0,6.0,151.73333621992435,2.931957396232331,1.8153019717864473E-4,0.0015188124427920001,354.0,344.0,3.0000009107576786,-1.0252830678539714E-4,-0.0018501311728410868,2.0851436175939294E-5,4.612231254577637,1.2958736755905809,4.609533309936523,0.0,1.2025497562717646E-4,1261186.375,ACT-CLJ1006.9+0255,1.524976545242E-4,0.998274799715106,-0.074047557760065,0.0,11033.960980827873,2.000162761157E-4,-0.0788011000002168,407.2659877836845,21.0,,,1.72720333060557
ACT-CLJ0301.5-0248,AGBT22B_242_03,73,0.03,328,345,45.3852,-2.8055,ACT-CLJ0301.5-0248_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,73,336.0,346.0,5.120000000000001,2.0,6.0,45.385479499901315,-2.8055787376823607,1.2149396259937453E-4,0.029324844394888614,334.0,344.0,4.413083962902358,-2.901946732907684E-5,0.02493408134384073,2.8621528274315307E-5,53.25597381591797,29.393541143054673,53.25597381591797,0.0,3.127075033262372E-4,247730.515625,,,,,,,,,,,17,2,1.0441728891066107
ACT-CLJ0901.7+0408,AGBT21B_298_02,33,0.003,324,324,135.4473,4.14,ACT-CLJ0901.7+0408,AGBT21B_298_02,33,327.0,324.0,5.120000000000001,2.0,6.0,135.44719305069418,4.139795779741362,1.4544410784698014E-5,0.002033077799311292,325.0,323.0,5.174928284081591,1.3702549668554223E-4,0.005736039224312228,1.556120214330207E-5,9.714953422546387,1.8633952199127095,9.643081665039062,0.0,1.5745844575576484E-4,814663.1875,ACT-CLJ0901.7+0408,1.943050708641E-4,1.2444509424167922,0.2179288518314735,0.0152415790275872,10693.121810091368,0.001502956904374,-0.0744721890213908,418.5796695779434,21.0,,,0.8290163069709732
ACT-CLJ0229.6-0336,AGBT22B_242_02,32,0.003,467,472,37.3698,-3.5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0201.6-0211,AGBT21B_298_01,11,0.003,471,324,30.3821,-2.1994,ACT-CLJ0201.6-0211_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,34,481.0,324.0,5.120000000000001,2.0,6.0,30.383303296226927,-2.202434616733596,7.611573507780322E-4,0.006899203034057678,479.0,322.0,4.130988526536,1.4533285820841648E-5,0.005633164814894572,2.7134404050729237E-5,15.078006744384766,6.759178896762836,15.078006744384766,0.0,2.466266741976142E-4,364039.4375,,,,,,,,,,,3,4,11.751119058198627
ACT-CLJ0209.6+0222,AGBT22B_242_01,29,0.01,457,324,32.3646,2.3751,ACT-CLJ0209.6+0222_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_01,29,491.0,324.0,5.120000000000001,2.0,6.0,32.364829940445254,2.3748564084469583,8.09638690147946E-4,0.008827413892314015,490.0,323.0,4.354432270475571,-1.896527748003523E-5,0.007056167677228064,2.6868142832238388E-5,20.326547622680664,8.706206034303666,20.326547622680664,0.0,2.4503422901034355E-4,415358.6875,,,,,,,,,,,,,1.2051597648977859
ACT-CLJ1131.6-0107,AGBT21B_298_08,32,0.003,306,324,172.9117,-1.127,ACT-CLJ1131.6-0107,AGBT21B_298_08,32,339.0,324.0,5.120000000000001,2.0,6.0,172.91183289261357,-1.1273126572387293,7.272205379895636E-5,0.0038480682547841227,338.0,323.0,3.000009067242926,-3.751665689861202E-5,6.528458519312423E-4,2.6384970867207534E-5,7.303414344787598,3.777629715979653,7.271056175231934,0.0,2.1262120571918786E-4,338636.0625,ACT-CLJ1131.6-0107,2.678689345459E-4,1.188916876450265,-0.1215991369330061,0.0,20048.407518867967,-0.0013136555601806,-0.0667519878729713,410.9725446126248,21.0,,,1.223069277987318
ACT-CLJ1118.9-0041,AGBT21B_298_08,26,0.003,326,345,169.7304,-0.6939,ACT-CLJ1118.9-0041,AGBT21B_298_04,31,348.0,329.0,5.120000000000001,2.0,6.0,169.72776887831907,-0.6945715088647724,1.1885353720074914E-4,0.01160191317691905,347.0,329.0,8.482535019454444,1.652691329356628E-4,0.04138150964789526,2.7311414545695307E-5,4.2226786613464355,11.56924116763347,4.12149715423584,0.0,0.0024104586336761713,83314.1171875,ACT-CLJ1118.9-0041,2.106657544019E-4,1.130986756731864,0.1495363453189029,9.525986892242E-4,19919.83926509866,-0.0010095311390353,-0.0663553883612892,409.4638130838274,21.0,18,2,9.774993588836484
ACT-CLJ0233.2+0211,AGBT22B_242_02,39,0.001,463,472,38.2636,2.2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0916.7+0155,AGBT21B_298_07,15,0.01,328,345,139.1974,1.9292,ACT-CLJ0916.7+0155,AGBT21B_298_07,15,325.0,346.0,5.120000000000001,2.0,6.0,139.19770485269416,1.929115142393249,1.0676914009653777E-4,0.010090298517648687,323.0,344.0,4.279158964323105,-5.768012570793003E-5,0.0069062850586080115,2.126863661577347E-5,37.519386291503906,10.058033396271403,37.519386291503906,0.0,1.4781042409595102E-4,811418.125,ACT-CLJ0916.7+0155,1.636358400301E-4,0.9571978021291944,0.1410591282075768,0.0,15362.714722709936,0.0011799764852952,-0.0723975187479335,408.2674098156806,21.0,13,4,1.138645877169957
ACT-CLJ0839.5-0150,AGBT21B_298_02,8,0.007,456,324,129.8329,-1.8432,ACT-CLJ0839.5-0150,AGBT21B_298_02,8,496.0,325.0,5.120000000000001,2.0,6.0,129.83302635548932,-1.8432112280612767,8.338934517122101E-4,0.0063075840801388415,495.0,323.0,4.1434880681880255,-5.833752910386357E-5,0.00345835350755562,2.8585390878910373E-5,12.45394515991211,6.098742249192511,12.45394515991211,0.0,2.715160953812301E-4,282500.46875,ACT-CLJ0839.5-0150,1.623959144616E-4,1.2976571592039603,0.1572786416350843,0.029542379019193,10527.302693766836,-6.443814691469E-4,-0.071960068860507,426.0944365356769,21.0,,,0.4564478272048544
ACT-CLJ0234.5-0107,AGBT22B_242_02,45,0.001,453,324,38.6083,-1.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT-CLJ0253.5-0017,AGBT22B_242_03,63,0.03,464,324,43.3498,-0.2976,ACT-CLJ0253.5-0017_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_03,63,472.0,324.0,5.120000000000001,2.0,6.0,43.35006265572425,-0.2978833445010272,7.175241422795028E-4,0.029721438932254245,471.0,323.0,4.192936704088294,-1.5929526036135758E-4,0.019623196573373664,3.286731610620964E-5,45.89239501953125,29.76586054931281,45.64502716064453,0.0,3.4521898487582803E-4,154462.046875,,,,,,,,,,,19,2,1.3908755086545685
ACT-CLJ0258.4+0147,AGBT21B_298_01,21,0.01,467,324,44.5757,1.7976,ACT-CLJ0258.4+0147_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,10,479.0,338.0,5.120000000000001,2.0,6.0,44.577944481023906,1.799389374487908,7.545201280213765E-4,0.002426429758680286,478.0,338.0,2.9999981893476395,-3.3479482304811726E-5,1.7561590976480953E-4,3.103843914406063E-5,3.2950148582458496,2.052376161148494,3.2282721996307373,0.0,2.691816189326346E-4,258924.15625,,,,,,,,,,,2,3,10.330484302627637
ACT-CLJ0258.4+0147,AGBT21B_298_01,21,0.01,467,324,44.5757,1.7976,ACT-CLJ0258.4+0147_2aspcmsubqm2_fitel_0f05-to-49f5Hz_qc_0p6rr_M_PdoCals_dt10AGBT22B,AGBT22B_242_04,10,497.0,340.0,5.120000000000001,2.0,6.0,44.57294200272663,1.7999448049666162,8.423069123582492E-4,0.002571010237731028,496.0,340.0,2.9999984762236473,-1.370089250594675E-4,-0.0022536498794190852,3.371741884736888E-5,3.2950148582458496,2.111595547316867,2.4292757511138916,0.0,2.9648729832842946E-4,228725.828125,,,,,,,,,,,2,3,13.0283297322116
