cluster,project,scanno,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,offset,int_flux_Jy,int_flux_err_Jy,peak_snr,peak_flux_mJy_adj,snr,masked,noise_ps,hits_ps,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type
ACT-CLJ0201.6-0211,all,0,131.0,160.0,5.120000000000001,2.0,6.0,30.445894351117953,-2.198815803776432,0.0003012093969103865,0.0010373553671572584,130.0,159.0,2.9999976967457247,4.5722638252249724e-05,0.0060706268373528485,1.1559848478071205e-05,9.286065101623535,0.7469419385914569,8.567449569702148,0.0,9.43725899560377e-05,6105826.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,5.120000000000001,2.0,6.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,131.0,160.0,5.120000000000001,2.0,7.0,30.445894351117953,-2.198815803776432,0.0003012093969103865,0.0010373553671572584,130.0,159.0,2.9999976967457247,4.5722638252249724e-05,0.0060706268373528485,1.1559848478071205e-05,9.286065101623535,0.7469419385914569,8.567449569702148,0.0,9.43725899560377e-05,6105826.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,5.120000000000001,2.0,7.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,3.0,3.0,4.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.800000000000001,3.0,5.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,4.800000000000001,3.0,5.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.800000000000001,3.0,6.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,4.800000000000001,3.0,6.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.800000000000001,3.0,7.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,4.800000000000001,3.0,7.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.0,4.0,5.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,159.0,163.0,4.0,4.0,5.0,30.430327331999354,-2.1971492355209734,3.0662310195211164e-05,0.0007448746896111506,158.0,162.0,3.0000011083935614,2.336702260900391e-05,0.0034493820679269644,1.1217573710850937e-05,9.286065101623535,0.48253391463580847,6.989791393280029,0.0,8.934945799410343e-05,6721175.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.0,4.0,6.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,159.0,163.0,4.0,4.0,6.0,30.430327331999354,-2.1971492355209734,3.0662310195211164e-05,0.0007448746896111506,158.0,162.0,3.0000011083935614,2.336702260900391e-05,0.0034493820679269644,1.1217573710850937e-05,9.286065101623535,0.48253391463580847,6.989791393280029,0.0,8.934945799410343e-05,6721175.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,132.0,160.0,4.0,4.0,7.0,30.445338386246096,-2.1988158100847235,0.0002915339090566248,0.0009473144432234347,131.0,159.0,2.9999972697390733,4.797607116517605e-05,0.006141736743510923,1.1588406339002608e-05,9.286065101623535,0.6630299215908693,9.286065101623535,0.0,9.388342732563615e-05,6424196.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,160.0,6.4,4.0,7.0,30.429771368940997,-2.1988159027441987,2.742520397882126e-05,0.0006843469652219617,159.0,160.0,3.000004410993922,1.6362489579421803e-05,0.0026783554987882285,1.1137812762151135e-05,9.286065101623535,0.43454634168498607,5.178900241851807,0.0,8.831513696350157e-05,7053590.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,131.0,160.0,5.0,5.0,6.0,30.445894351117953,-2.198815803776432,0.0003012093969103865,0.0010373553671572584,130.0,159.0,2.9999976967457247,4.5722638252249724e-05,0.0060706268373528485,1.1559848478071205e-05,9.286065101623535,0.7469419385914569,8.567449569702148,0.0,9.43725899560377e-05,6105826.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,5.0,5.0,6.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,131.0,160.0,5.0,5.0,7.0,30.445894351117953,-2.198815803776432,0.0003012093969103865,0.0010373553671572584,130.0,159.0,2.9999976967457247,4.5722638252249724e-05,0.0060706268373528485,1.1559848478071205e-05,9.286065101623535,0.7469419385914569,8.567449569702148,0.0,9.43725899560377e-05,6105826.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,162.0,5.0,5.0,7.0,30.429771368113496,-2.1977047916065393,1.9392547711478663e-05,0.0006604071668355374,159.0,161.0,3.000000959653069,1.9020621122368112e-05,0.002895158392056473,1.1173704609472805e-05,9.286065101623535,0.415897613160759,6.390590190887451,0.0,8.913020428735763e-05,6821979.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,131.0,160.0,6.0,6.0,7.0,30.445894351117953,-2.198815803776432,0.0003012093969103865,0.0010373553671572584,130.0,159.0,2.9999976967457247,4.5722638252249724e-05,0.0060706268373528485,1.1559848478071205e-05,9.286065101623535,0.7469419385914569,8.567449569702148,0.0,9.43725899560377e-05,6105826.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0211,all,0,160.0,160.0,6.0,6.0,7.0,30.429771368940997,-2.1988159027441987,2.742520397882126e-05,0.0006843469652219617,159.0,160.0,3.000004410993922,1.6362489579421803e-05,0.0026783554987882285,1.1137812762151135e-05,9.286065101623535,0.43454634168498607,5.178900241851807,0.0,8.831513696350157e-05,7053590.0,ACT-CLJ0201.6-0211,0.0001673095320848,1.5818999642196256,0.3254381232019716,0.0104811815150071,16536.449781069503,-0.0011598928179451,-0.0655565338241612,432.0940618839256,21.0
ACT-CLJ0201.6-0503,all,0,109.0,236.0,6.4,4.0,7.0,30.44510780021317,-5.014609990884376,0.0008825737710207578,0.0011242067959040098,108.0,235.0,3.0000061595284104,0.0003837226832370471,0.03869759513295374,2.139384017451267e-05,5.926342487335205,1.1242067959040098,5.136589050292969,0.0,0.00022160692606121302,1490365.375,ACT-CLJ0201.6-0503,0.0001759920455007,1.4480924269480862,0.456730507909009,0.0819234872732815,15749.945439638415,0.0019750694243011,-0.008053114737357,466.6831811299961,21.0
ACT-CLJ0203.0-0042,all,0,218.0,255.0,6.4,4.0,7.0,30.724513542878793,-0.6560335615081728,0.001052614882486551,0.0009039965189149131,217.0,254.0,3.000003524895723,0.0005802232628782505,0.05722831635032624,2.7849200249011926e-05,8.036294937133789,0.9039965189149131,4.386671543121338,0.0,0.0003147519601043314,736879.25,ACT-CLJ0203.0-0042,0.0001680165026186,1.2831506957249474,0.5829236338558409,0.0,15822.929054995942,-0.0019902779309693,0.0081366584931102,466.4181994369582,21.0
ACT-CLJ0203.7+0216,all,0,104.0,72.0,6.4,4.0,7.0,30.968434090065436,2.2170768682731596,0.0010381803526057752,0.0016761677060173864,103.0,71.0,3.0000008710257045,0.0002469355293831799,0.026442179183720826,2.379692386929918e-05,4.742487907409668,1.6761677060173863,4.4914937019348145,0.0,0.0002984881866723299,948766.8125,ACT-CLJ0203.7+0216,0.0001600316418025,1.206596040463917,0.2439702969660505,0.0085733882030178,15858.1661654686,0.0017712734838395,-0.0662082381242969,428.615329181678,21.0
ACT-CLJ0203.7+0216,all,0,104.0,72.0,6.0,6.0,7.0,30.968434090065436,2.2170768682731596,0.0010381803526057752,0.0016761677060173864,103.0,71.0,3.0000008710257045,0.0002469355293831799,0.026442179183720826,2.379692386929918e-05,4.742487907409668,1.6761677060173863,4.4914937019348145,0.0,0.0002984881866723299,948766.8125,ACT-CLJ0203.7+0216,0.0001600316418025,1.206596040463917,0.2439702969660505,0.0085733882030178,15858.1661654686,0.0017712734838395,-0.0662082381242969,428.615329181678,21.0
ACT-CLJ0204.5+0321,all,0,195.0,96.0,2.0,2.0,3.0,31.123166734225585,3.3256814851091514,0.0007154902845048182,0.0076448589322785695,193.0,94.0,1.9598366924183923,-0.00010290439240314047,-0.004619241915036,3.883745225157252e-05,11.42290210723877,7.644858932278569,11.42290210723877,0.0,0.00029585842275992036,1077981.25,ACT-CLJ0204.5+0321,0.0001907661196948,0.8736488974504257,0.1317038949726527,0.0057170080990948,11087.463886064726,-0.0005644673852899,-0.0802003496999874,399.65285354788847,21.0
ACT-CLJ0204.5+0321,all,0,195.0,96.0,3.2,2.0,4.0,31.123166734225585,3.3256814851091514,0.0007154902845048182,0.0076448589322785695,193.0,94.0,1.9598366924183923,-0.00010290439240314047,-0.004619241915036,3.883745225157252e-05,11.42290210723877,7.644858932278569,11.42290210723877,0.0,0.00029585842275992036,1077981.25,ACT-CLJ0204.5+0321,0.0001907661196948,0.8736488974504257,0.1317038949726527,0.0057170080990948,11087.463886064726,-0.0005644673852899,-0.0802003496999874,399.65285354788847,21.0
ACT-CLJ0204.5+0321,all,0,195.0,96.0,3.2,2.0,5.0,31.123166734225585,3.3256814851091514,0.0007154902845048182,0.0076448589322785695,193.0,94.0,1.9598366924183923,-0.00010290439240314047,-0.004619241915036,3.883745225157252e-05,11.42290210723877,7.644858932278569,11.42290210723877,0.0,0.00029585842275992036,1077981.25,ACT-CLJ0204.5+0321,0.0001907661196948,0.8736488974504257,0.1317038949726527,0.0057170080990948,11087.463886064726,-0.0005644673852899,-0.0802003496999874,399.65285354788847,21.0
