cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps
ACT-CLJ0249.6+0210,207.0,165.0,3.2,2.0,10.0,42.400103366954504,2.170033369065867,0.00043730084809851704,0.0039037561509758234,207.0,165.0,3.0,0.0040791506954726475,9.907729435235838,207.06810358824202,165.4779553068964,0.38676169704539765,11.858551025390625,0.0,0.0001701653382042423,2376223.5
ACT-CLJ0249.6+0210,176.0,93.0,8.192000000000002,2.0,10.0,42.41733815343986,2.1300335608534127,0.0006826754181161322,0.002416208852082491,176.0,93.0,3.0,0.002524768361086215,2.6015195540650122,177.17040390731393,93.11706414460868,0.1831613867368624,3.733581304550171,0.0,0.00022328487830236554,1563346.0
ACT-CLJ0250.1+0008,105.0,119.0,8.192000000000002,2.0,10.0,42.57119842935118,0.1116229551195286,0.0006923165588165263,-0.00035333429696038365,105.0,119.0,3.0,-0.0003692094965562858,2.998017839380171,105.19153625819598,118.53133638363278,-0.11958983371607167,3.3581836223602295,0.0,0.00023208593484014273,1333322.5
ACT-CLJ0253.5-0017,160.0,272.0,5.120000000000001,2.0,10.0,43.39451703421994,-0.23585564208636464,0.0010667660009325377,0.026998581364750862,160.0,272.0,3.0,0.0282116191922666,36.89690541405267,160.57380258552743,271.4568547573617,0.3696316019333257,36.59038543701172,0.0,0.0003756421501748264,533093.75
ACT-CLJ0254.4-0538,158.0,166.0,5.120000000000001,2.0,10.0,43.61411046495443,-5.637724234190981,5.4850407917009116e-05,0.006604650989174843,158.0,166.0,3.0,0.006901395895107876,22.618083094548542,158.63276070397512,165.74122523704858,-0.3690171562743764,24.960098266601562,0.0,0.0001512175367679447,3347530.0
ACT-CLJ0256.5+0006,168.0,177.0,5.120000000000001,2.0,10.0,44.13289331440838,0.11154220298360502,0.0001566480969237335,0.0023150986526161432,168.0,177.0,3.0,0.0024191153119403476,10.282926462170748,168.07754248015488,177.85223490204962,0.3760743792471461,12.01146411895752,0.0,0.00014971847122069448,3825836.5
ACT-CLJ0256.5+0006,203.0,278.0,8.192000000000002,2.0,10.0,44.11344879386596,0.16765327527638813,0.0011929564027970472,-0.009323484264314175,203.0,278.0,3.0,-0.009742385500051945,2.3943183422088623,203.0,278.0,3.0,3.0289900302886963,0.0,0.0008114490192383528,130533.5625
ACT-CLJ0257.0-0300,54.0,185.0,8.192000000000002,2.0,10.0,44.332242159461565,-3.0048048969243366,0.001070680748720046,0.004450994543731213,54.0,185.0,3.0,0.00465097633828066,2.4644107818603516,54.0,185.0,3.0,3.0106489658355713,0.0,0.00045731806312687695,219430.71875
ACT-CLJ0257.0-0300,175.0,55.0,8.192000000000002,2.0,10.0,44.26492693041692,-3.077028723966076,0.0010451302088746986,0.010563944466412067,175.0,55.0,3.0,0.011038579191563362,1.5775939226150513,175.0,55.0,3.0,1.9272685050964355,0.0,0.0003748374874703586,395147.375
ACT-CLJ0258.4+0147,231.0,167.0,3.2,2.0,10.0,44.58158571161069,1.7967677491878946,0.0006707970669664193,0.023461034521460533,231.0,167.0,3.0,0.024515131474285627,67.76941559252255,231.4619370828553,166.66811911070045,0.373425289182162,50.44069290161133,0.0,0.00021793371706735343,1527353.5
ACT-CLJ0259.4-0524,233.0,240.0,5.120000000000001,2.0,10.0,44.82657375912039,-5.36686504053285,0.0010227152488874027,0.004334784112870693,233.0,240.0,3.0,0.004529544609060747,9.46468976365405,232.3205584336718,240.1053795599704,0.3678393370378313,10.88502311706543,0.0,0.0004060600185766816,328206.375
ACT-CLJ0259.8-0037,261.0,93.0,8.192000000000002,2.0,10.0,44.91360137141598,-0.6643929122131514,0.0011700790087629215,0.00904002320021391,261.0,93.0,3.0,0.009446188618882771,2.0125067234039307,261.0,93.0,3.0,2.2663841247558594,0.0,0.001148269628174603,52625.8671875
ACT-CLJ0300.2+0125,136.0,175.0,3.2,2.0,10.0,45.07028844976206,1.4247181430348492,0.0002818598496804805,0.017940837889909744,136.0,175.0,3.0,0.01874691413235268,58.457592997099944,136.39116506463645,175.3790223943428,-0.375248071676261,45.93809127807617,0.0,0.00016538726049475372,2523447.5
ACT-CLJ0301.5-0248,158.0,166.0,3.2,2.0,10.0,45.390564894952306,-2.810605362739421,5.485040791692745e-05,0.0029045571573078632,158.0,166.0,3.0,0.003035058003126232,10.986022904902194,158.36109864421942,165.73362204508948,0.5037658872823355,10.873100280761719,0.0,0.00014125971938483417,3604090.25
ACT-CLJ0839.5-0140,173.0,174.0,5.120000000000001,2.0,10.0,129.8744252225712,-1.6730429966128988,0.0001578439012574666,0.00222935457713902,173.0,174.0,3.0,0.0023295187819348203,13.525796377349694,173.05869636148577,173.77352712118875,0.35255431253088804,15.052486419677734,0.0,0.00012624732335098088,4452519.0
ACT-CLJ0839.5-0140,254.0,123.0,5.120000000000001,2.0,10.0,129.82940530246785,-1.7013756619412368,0.0009688995890561799,-0.00036602208274416625,254.0,123.0,3.0,-0.00038246734059221204,4.284145814516506,254.18129340513448,123.97133438729831,0.21116790360875165,3.277693033218384,0.0,0.00037275184877216816,618927.125
ACT-CLJ0839.5-0150,95.0,104.0,3.2,2.0,10.0,129.9171402516615,-1.8763503130013244,0.0008592559830681089,0.0038693491369485855,95.0,104.0,3.0,0.004043197785052447,13.103925559779398,94.70925664319229,104.18072930209549,0.3971151036562119,15.458717346191406,0.0,0.0002573637175373733,1231719.5
ACT-CLJ0839.5-0150,270.0,212.0,8.192000000000002,2.0,10.0,129.81986793676379,-1.8163497169574658,0.0011539782922093545,0.003594311885535717,270.0,212.0,3.0,0.003755803195843476,3.128108279481709,269.5550497548828,212.33979651408555,0.18689363066738915,5.008398532867432,0.0,0.0005183282191865146,271620.5
ACT-CLJ0842.3+0033,225.0,212.0,3.2,2.0,10.0,130.5639667277687,0.5787845814668613,0.0007798720584037929,0.026372184976935387,225.0,212.0,3.0,0.02755707901040603,71.37944494952836,225.39720774410856,212.1343040253371,0.38239558768249415,52.25769805908203,0.0,0.00020898315415252,1668725.375
ACT-CLJ0842.3+0033,44.0,219.0,5.120000000000001,2.0,10.0,130.66452741454987,0.5826731959916571,0.0012706552179494153,0.0,44.0,219.0,3.0,0.0,6.889972711362891,43.992692610103404,219.1410244188594,0.2657174932966865,5.783632755279541,0.0,0.0009090364910662174,43087.58984375
ACT-CLJ0842.9+0424,178.0,265.0,3.2,2.0,10.0,130.73000631344266,4.453607343748663,0.0010106937741252435,0.007884460501372814,178.0,265.0,3.0,0.008238706848931127,11.47689813421424,178.23169985015832,265.4240275479004,-0.3540313577548569,14.081178665161133,0.0,0.00030188437085598707,688489.875
ACT-CLJ0842.9+0424,151.0,269.0,8.192000000000002,2.0,10.0,130.74505175362603,4.455829592028758,0.0010429689876403395,0.003525771899148822,151.0,269.0,3.0,0.0036841837292771783,2.638989710476042,152.23290376960654,269.4359400982671,-0.12201599108188416,5.482510566711426,0.0,0.0003184086235705763,670653.75
ACT-CLJ0842.9+0424,189.0,222.0,8.192000000000002,2.0,10.0,130.72387717965356,4.429718371142582,0.0006379675763638723,0.0006044980837032199,189.0,222.0,3.0,0.000631657993784649,1.407107949256897,189.0,222.0,3.0,1.7765262126922607,0.0,0.00017543870490044355,2101607.0
ACT-CLJ0844.6+0216,172.0,160.0,5.120000000000001,2.0,10.0,131.16813086676157,2.272737888642643,9.888297888940045e-05,0.0027377565857023,172.0,160.0,3.0,0.0028607631339397973,11.732100339423486,171.66332672607214,159.77968956658216,-0.32574853309088186,14.16569995880127,0.0,0.00012924656039103866,4473494.0
ACT-CLJ0845.0+0127,78.0,92.0,8.192000000000002,2.0,10.0,131.30984939160578,1.4236674828116513,0.0010602240792284257,-0.0013527373084798455,78.0,92.0,3.0,-0.001413515373212545,3.4631202314558696,78.77791575315491,92.52693945593292,0.17206507256798043,4.111390590667725,0.0,0.00045766617404296994,215976.46875
ACT-CLJ0845.4+0327,171.0,207.0,3.2,2.0,10.0,131.3670610511735,3.484586367644128,0.0004449733770848837,0.026218414306640625,171.0,207.0,3.0,0.027396399471926305,101.85461896840606,171.39156119571183,207.05862234921887,0.3723218705640832,57.79252243041992,0.0,0.00014798861229792237,3360045.0
ACT-CLJ0848.4+0412,246.0,159.0,3.2,2.0,10.0,132.06091942258416,4.200835141747444,0.0008150061012438209,0.0032929498702287674,246.0,159.0,3.0,0.003440901079321394,13.407562604986431,245.7895547214161,159.4344331572287,0.3829045565064087,15.278803825378418,0.0,0.0002420328528387472,1141060.875
ACT-CLJ0848.4+0412,137.0,77.0,8.192000000000002,2.0,10.0,132.121637281676,4.155280869377848,0.0008590918411531259,0.0011841249652206898,137.0,77.0,3.0,0.0012373273300380421,2.1997220516204834,137.0,77.0,3.0,2.7097601890563965,0.0,0.00025633422774262726,1022275.125
ACT-CLJ0848.4+0412,145.0,272.0,8.192000000000002,2.0,10.0,132.1171824407837,4.263614235736568,0.0010792519222689078,-0.001153104705736041,145.0,272.0,3.0,-0.0012049133399841512,2.6303651996991984,142.31364578519293,271.6363788086797,0.12671023448524857,3.087606191635132,0.0,0.0003291895263828337,811781.25
ACT-CLJ0849.8+0440,189.0,167.0,3.2,2.0,10.0,132.44130985807453,4.671926539352691,0.0002662505635467982,0.02237834595143795,189.0,167.0,3.0,0.023383798044997548,105.61990031031542,188.5717753348721,166.74371794824646,0.3765296500734538,58.81897735595703,0.0,0.00014182906306814402,3846316.5
ACT-CLJ0852.2-0101,202.0,196.0,3.2,2.0,10.0,133.05184052236388,-1.0050279954979422,0.000509031246636049,0.005011076107621193,202.0,196.0,3.0,0.005236222191890683,21.04977185022042,201.79682907396256,196.07800430217375,0.3789551790952799,22.764705657958984,0.0,0.0001697968109510839,2090797.875
ACT-CLJ0852.2-0101,182.0,72.0,5.120000000000001,2.0,10.0,133.0629531029575,-1.0739169280825478,0.0008939520408112825,0.0005273806164041162,182.0,72.0,3.0,0.0005510756627679962,4.066299800757175,181.08487856208566,72.38445989474626,0.21574742152369192,3.8967092037200928,0.0,0.0002627002540975809,978744.25
ACT-CLJ0853.4+0132,168.0,239.0,3.2,2.0,10.0,133.36176244266326,1.58189415078732,0.0007488761781139164,0.002005629241466522,168.0,239.0,3.0,0.0020957415368127877,8.56698450905165,168.42300890621868,238.71209991834118,-0.3861482901314073,9.911149978637695,0.0,0.00019547481497284025,1638910.875
ACT-CLJ0853.4+0132,200.0,43.0,5.120000000000001,2.0,10.0,133.3439789708601,1.4730051992171447,0.0012112576894662396,0.008877220563590527,200.0,43.0,3.0,0.009276071310648483,5.593925540447276,199.319472432342,42.83346737154586,0.3810416166117858,6.211936950683594,0.0,0.000634708208963275,98522.375
ACT-CLJ0853.4+0132,191.0,227.0,8.192000000000002,2.0,10.0,133.34897984733524,1.5752274275126903,0.0006901403134678691,0.0012267165584489703,191.0,227.0,3.0,0.001281832550246277,2.813638556937457,189.38522028468907,228.40110622156507,-0.191615330095585,3.6820411682128906,0.0,0.00019428468658588827,1571579.5
ACT-CLJ0854.7-0122,143.0,53.0,8.192000000000002,2.0,10.0,133.70841957573586,-1.434231571760277,0.0010728299619380674,0.006742923986166716,143.0,53.0,3.0,0.00704588145466402,1.9835211477482266,140.1950502530263,52.61251350067568,0.0984439466626983,4.214958190917969,0.0,0.00045281497295945883,278845.71875
ACT-CLJ0855.4-0106,168.0,163.0,3.2,2.0,10.0,133.86824806453697,-1.1165647085011958,5.8980131232011966e-05,0.02611921727657318,168.0,163.0,3.0,0.027292745550282847,114.56723525373516,168.15754161621032,163.06917636842797,0.360885791458964,58.00179672241211,0.0,0.0001317826972808689,4073394.0
ACT-CLJ0856.3+0146,171.0,178.0,3.2,2.0,10.0,134.08302551140935,1.7905452666827109,0.00017799992480890036,0.006541568320244551,171.0,178.0,3.0,0.006835478941566874,28.900764422814174,170.8873395786762,178.45546213188544,0.36349053755877375,30.3301944732666,0.0,0.0001243528677150607,4411286.0
ACT-CLJ0856.4-0013,212.0,164.0,5.120000000000001,2.0,10.0,134.07801118588128,-0.22950577413597442,0.00048520135071147336,0.0023772800341248512,212.0,164.0,3.0,0.002484090483497437,10.886773148846418,211.76551997511814,164.15514991437036,-0.3107989038480447,12.373416900634766,0.0,0.00015120769967325032,2420234.5
ACT-CLJ0856.5+0143,110.0,60.0,5.120000000000001,2.0,10.0,134.15904331847557,1.6671336784353123,0.0011101276274352418,0.007964692078530788,110.0,60.0,3.0,0.008322543205789895,6.079573766239535,109.5351543147198,59.7981149609892,-0.3188481105082735,7.422779083251953,0.0,0.0005895851645618677,220210.8125
ACT-CLJ0857.8+0310,166.0,269.0,3.2,2.0,10.0,134.46357928524796,3.2353935187989684,0.0010382256316080456,0.026237323880195618,166.0,269.0,3.0,0.027416158646714584,50.98356636056178,166.4745840617852,268.60909164568153,-0.39111909679505347,44.49653625488281,0.0,0.0002973299997393042,824714.375
ACT-CLJ0859.0-0119,165.0,162.0,3.2,2.0,10.0,134.75373449188174,-1.3348456615551503,2.9088821562552194e-05,0.005797951947897673,165.0,162.0,3.0,0.006058452117884413,29.435887270082606,164.6664443565401,161.8042052052797,0.3745529247129256,32.35267639160156,0.0,0.00012355342914815992,4578817.5
ACT-CLJ0859.4+0308,175.0,173.0,3.2,2.0,10.0,134.86932324522832,3.1499809630456426,0.0001651215923193247,0.001974649028852582,175.0,173.0,3.0,0.002063369392922997,14.199633843222866,174.55491045347256,173.25563243193196,0.39117782866667244,15.146773338317871,0.0,0.00011904272832907736,4789265.0
ACT-CLJ0859.4+0308,199.0,79.0,8.192000000000002,2.0,10.0,134.85597076745776,3.097758575036527,0.000881134487637871,-0.0012374087236821651,199.0,79.0,3.0,-0.0012930051111236236,0.8661077618598938,199.0,79.0,3.0,1.0085138082504272,0.0,0.00025690378970466554,1016007.375
ACT-CLJ0859.4+0308,147.0,268.0,8.192000000000002,2.0,10.0,134.88490276146928,3.202758712527598,0.0010380445037479367,-0.0014785081148147583,147.0,268.0,3.0,-0.0015449370225906628,0.7987099289894104,147.0,268.0,3.0,0.9300343990325928,0.0,0.0003267228603363037,569788.25
ACT-CLJ0901.5+0301,213.0,113.0,5.120000000000001,2.0,10.0,135.35799583851698,2.9902675617545826,0.0006857671044610391,0.007321290206164122,213.0,113.0,3.0,0.007650233488269031,11.637757873856378,213.37070327724874,113.37445029787114,0.27474033988926155,14.738466262817383,0.0,0.00020239801960997283,1665719.0
ACT-CLJ0901.7+0408,238.0,161.0,3.2,2.0,10.0,135.40452101853452,4.138915803250638,0.000736980468217435,0.023007510229945183,238.0,161.0,3.0,0.02404123047801409,61.11649291572307,237.80350315261845,161.45116453968905,-0.3684563059684913,48.876251220703125,0.0,0.00024034199304878712,1323443.5
ACT-CLJ0903.4-0136,239.0,235.0,3.2,2.0,10.0,135.83023790016222,-1.564655987223336,0.001028810390897029,0.0057419971562922,239.0,235.0,3.0,0.0059999832949699915,7.314525255487067,239.02195984060373,234.8221477596848,0.3971683841218054,8.156469345092773,0.0,0.0004570396267808974,307533.5625
ACT-CLJ0904.3+0206,162.0,161.0,3.2,2.0,10.0,136.080947876,2.1036839082410097,9.69627385667621e-06,0.002407705644145608,162.0,161.0,3.0,0.002515883106672766,10.127438192195429,162.0128178646224,161.27535894058633,0.3984819225910402,11.143421173095703,0.0,0.00014542450662702322,3132140.0
ACT-CLJ0904.3+0206,258.0,87.0,5.120000000000001,2.0,10.0,136.02757999477242,2.0625719095183808,0.0011812348556310402,0.00198573200032115,258.0,87.0,3.0,0.0020749503188378007,5.34038456089336,258.1618240070984,86.62404958784447,0.337009400943057,5.560536861419678,0.0,0.0005802405066788197,178523.53125
ACT-CLJ0904.3+0206,79.0,212.0,8.192000000000002,2.0,10.0,136.12709091484982,2.132016549324597,0.0009395381400447951,0.0007477191975340247,79.0,212.0,3.0,0.0007813139875237192,0.9459080696105957,79.0,212.0,3.0,1.1473485231399536,0.0,0.0003384709416422993,574264.125
ACT-CLJ0905.6+0434,194.0,193.0,3.2,2.0,10.0,136.39798225652768,4.591135574862508,0.00043200134756613397,0.024447886273264885,194.0,193.0,3.0,0.025546322167048253,76.63618561468708,193.8858467980317,192.88440563320495,0.3733828770474713,53.4095458984375,0.0,0.00019221003458369523,2117953.5
ACT-CLJ0905.6+0434,132.0,141.0,5.120000000000001,2.0,10.0,136.43253690333134,4.562246714003681,0.0003550743033797462,0.005886498373001814,132.0,141.0,3.0,0.006150976906210365,16.140010941692,132.5347444393229,140.83314872034137,-0.37032178701494367,10.581396102905273,0.0,0.000185050826985389,2192621.75
ACT-CLJ0907.8+0057,161.0,234.0,5.120000000000001,2.0,10.0,136.97272360758825,0.9912657467394668,0.00069819893623759,0.005195131059736013,161.0,234.0,3.0,0.005428546675513123,13.45428518616538,160.94406010038767,233.8087393728079,0.330001725508871,17.168109893798828,0.0,0.0002549363416619599,1014372.125
ACT-CLJ0914.7+0011,257.0,161.0,5.120000000000001,2.0,10.0,138.6396658086351,0.185040250845493,0.0009211967874427629,0.0036146133206784725,257.0,161.0,3.0,0.0037770167681258947,6.060723075849814,257.11853619030126,161.7686265452756,-0.3810312779194997,6.978453159332275,0.0,0.0002920033293776214,530387.375
ACT-CLJ0915.9-0132,201.0,260.0,5.120000000000001,2.0,10.0,138.9648066571964,-1.497196927779451,0.0010227152488873979,-0.0001337129797320813,201.0,260.0,3.0,-0.0001397206621452256,4.432487586022665,201.23442796185955,259.69300007221705,-0.2903938294974241,4.8202409744262695,0.0,0.00034771632635965943,409641.875
ACT-CLJ0915.9-0132,155.0,163.0,5.120000000000001,2.0,10.0,138.99037102743551,-1.5510859050873116,6.856300985718445e-05,0.0006480284500867128,155.0,163.0,3.0,0.0006771441659327269,5.976210752020631,154.12302479909968,162.69003720249137,-0.3480336561124923,6.230808258056641,0.0,0.00012595714360941201,3537822.5
ACT-CLJ0916.1-0024,153.0,176.0,3.2,2.0,10.0,139.04462719688794,-0.39996093596870647,0.00016137815789730843,0.025411799550056458,153.0,176.0,3.0,0.026553543766280774,121.14100513158223,152.56094389483923,176.36025489043772,0.3636447073097967,58.50830841064453,0.0,0.00012822236749343574,3627053.5
ACT-CLJ0916.7+0155,197.0,161.0,3.2,2.0,10.0,139.17752031301384,1.9224774519319374,0.0003395080618900727,0.0061212265864014626,197.0,161.0,3.0,0.006396251384919002,23.673970192584736,196.63034592821722,160.78960385625368,-0.35722650743586787,26.960561752319336,0.0,0.00014411256415769458,2963456.0
ACT-CLJ0918.7+0211,226.0,210.0,3.2,2.0,10.0,139.65402355415785,2.2160411621891836,0.0007757017529751471,0.024631312116980553,226.0,210.0,3.0,0.02573798927662767,82.28825446488258,225.53219727398508,210.4464535137866,0.38120095165789736,54.36943817138672,0.0,0.0001839718024712056,2060209.25
ACT-CLJ0918.7+0211,139.0,224.0,3.2,2.0,10.0,139.7023931191294,2.2238193095100467,0.0006412015332254917,0.005282179452478886,139.0,224.0,3.0,0.005519506125351736,16.536851845469574,139.21613115417207,223.5885416060794,0.393264615581267,10.879907608032227,0.0,0.0001487217377871275,3147150.5
ACT-CLJ0920.4+0134,168.0,264.0,5.120000000000001,2.0,10.0,140.09937222324925,1.6327869041785175,0.0009907292387736383,0.0059860339388251305,168.0,264.0,3.0,0.006254984573915468,14.413492863645976,168.28657515513495,263.76471639734825,0.3631564136753535,16.951892852783203,0.0,0.00022629326849710196,1445992.75
ACT-CLJ0921.0-0148,169.0,159.0,3.2,2.0,10.0,140.26689163331278,-1.813460109067964,7.384462153254052e-05,0.002532649552449584,169.0,159.0,3.0,0.002646440705749705,14.548958163079014,168.60087372128743,158.53623209670087,0.3686242942798887,16.21649742126465,0.0,0.00010693822696339339,4889246.5
ACT-CLJ0922.1+0346,170.0,205.0,3.2,2.0,10.0,140.53273145951556,3.7946794535798207,0.00042409419900560206,0.024992873892188072,170.0,205.0,3.0,0.02611579590945883,127.25384462569833,169.8348563321855,205.39819238969739,0.3703424038839311,58.795162200927734,0.0,0.00011852064199047163,4200948.0
ACT-CLJ0922.1-0027,245.0,160.0,5.120000000000001,2.0,10.0,140.49478095480808,-0.4618218149144115,0.0008050241674739554,0.003931733779609203,245.0,160.0,3.0,0.00410838535022151,17.616497478448775,244.3925887007926,159.8937079951985,0.35628271028097813,19.736772537231445,0.0,0.00019071548013016582,1886075.5
ACT-CLJ0930.4+0216,241.0,231.0,5.120000000000001,2.0,10.0,142.5640159405705,2.315416522620101,0.0010170458770184208,0.0001296365517191589,241.0,231.0,3.0,0.00013546108149498445,5.833673985709065,241.55384273941755,232.228922519718,0.3356646508852449,4.978275299072266,0.0,0.0002619490260258317,1044251.8125
ACT-CLJ0930.4+0216,98.0,256.0,8.192000000000002,2.0,10.0,142.64352561357745,2.329305634025032,0.0011026496525652699,0.002084425650537014,98.0,256.0,3.0,0.0021780782439301868,2.4451727867126465,98.0,256.0,3.0,3.017550468444824,0.0,0.000320692197419703,479399.1875
ACT-CLJ0935.2+0048,184.0,161.0,3.2,2.0,10.0,143.8002460762486,0.7972863328377586,0.00021353827775833393,0.02597108855843544,184.0,161.0,3.0,0.027137961455108255,140.72460749362958,183.8852927193281,161.18708643614326,-0.36447541900903113,61.37641525268555,0.0,0.00010844167263712734,6132198.5
ACT-CLJ0935.3+0233,200.0,194.0,3.2,2.0,10.0,143.8253185030326,2.566255968261674,0.00048170085491457777,0.007402294781059027,200.0,194.0,3.0,0.0077348775734116,29.662763765528513,199.51240737192734,193.5686563799212,0.3910353075880582,29.87537384033203,0.0,0.00012017524568364024,4225724.5
ACT-CLJ0940.9+0322,168.0,236.0,5.120000000000001,2.0,10.0,145.23379759939206,3.4090770359353066,0.0007198788304878846,0.002740298630669713,168.0,236.0,3.0,0.00286341939219357,10.639760708058324,168.1385857220194,236.24883706811576,-0.3856963018693436,12.433670997619629,0.0,0.00015384529251605272,2494807.25
ACT-CLJ0947.9-0120,169.0,163.0,3.2,2.0,10.0,146.992341131574,-1.3366281552616144,6.856300985764369e-05,0.026793809607625008,169.0,163.0,3.0,0.02799764710405503,139.84065327643532,169.15078664036017,163.24011328909674,-0.3628427741379638,60.68122482299805,0.0,0.00010975773329846561,5298219.0
