cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,int_flux_err_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps
ACT-CLJ0935.3+0233,200.0,194.0,3.2,2.0,6.0,143.8253185030326,2.566255968261674,0.00048170085491457777,0.0036552627470782246,199.99999756584393,193.9999977327137,2.9999870914134696,0.2066984598754542,3.0644338685226944,29.664626759876928,199.5125402534385,193.56872250770252,2.557266345884717,29.87537384033203,0.0,0.00012017524568364024,4225724.5
ACT-CLJ0940.9+0322,168.0,236.0,5.120000000000001,2.0,6.0,145.23379759939206,3.4090770359353066,0.0007198788304878846,0.0018123686433969134,167.99999976838978,235.99999991923605,2.9999982762267647,0.10248691450622542,3.0630865857098826,10.652483626487715,168.14259720762075,236.2472924050546,2.591473923342109,12.433670997619629,0.0,0.00015384529251605272,2494807.25
ACT-CLJ0947.9-0120,169.0,163.0,3.2,2.0,6.0,146.992341131574,-1.3366281552616144,6.856300985764369e-05,0.01797709050413957,168.99998558637375,162.99998895082777,2.9998555146409505,1.0164825999835851,3.101655436847582,139.83974994208046,169.15077057440107,163.24012475950815,2.756022779386009,60.68122482299805,0.0,0.00010975773329846561,5298219.0
ACT-CLJ0951.6-0014,167.0,177.0,3.2,2.0,6.0,147.92207266298934,-0.23415581045446787,0.00015331154982265732,0.004102317650096891,166.99999834005817,176.99999891766757,2.9999954824467414,0.23197989920430598,3.0669533017067394,33.350565706391116,166.67138681159776,176.991158679709,2.7203211565357304,34.50728225708008,0.0,0.00011010929301846772,5219577.0
ACT-CLJ0956.1+0158,212.0,164.0,3.2,2.0,6.0,149.0196299689732,1.9785732894492163,0.0004852013507111036,0.0017447728920173885,211.9999999632584,163.99999982497337,2.9999969131036237,0.0986643795506095,3.121373788673103,13.510256374738647,212.38069563277097,164.22660725791746,2.3716970531152732,14.999241828918457,0.0,0.00012542487820610404,3926972.0
ACT-CLJ0957.6+0234,93.0,238.0,5.120000000000001,2.0,6.0,149.4459507925261,2.6149915102262558,0.0009953211200720857,0.0017695966166759458,93.0000000627491,237.9999998806249,3.0000000901466723,0.10006833716768189,3.10458434755551,5.232586271117864,93.69613944677671,237.96143818014502,3.184877370920678,5.597443103790283,0.0,0.00027044882881455123,785588.1875
ACT-CLJ1005.5+0235,169.0,268.0,5.120000000000001,2.0,6.0,151.38184916252632,2.642144869728146,0.001030043346394653,0.01696777127639451,168.9999846579603,267.9999863427129,2.9999307467595053,0.9594605619122311,3.161725832904337,50.722450233500986,169.208106948274,267.98428032541995,2.8066995487611797,43.81110763549805,0.0,0.0002890929172281176,694349.8125
ACT-CLJ1006.9+0255,167.0,164.0,3.2,2.0,6.0,151.73792599133228,2.926684218275393,5.221603268755926e-05,0.0037839933682106627,166.99999846203445,163.99999966780194,2.9999939701591045,0.21397892362728643,3.177901748620392,30.099111190930817,166.68604366745015,164.34625652556252,2.6343162264421243,31.29871368408203,0.0,0.00011425695265643299,4497568.0
ACT-CLJ1020.1-0013,209.0,218.0,3.2,2.0,6.0,154.9995082502344,-0.1946482281942924,0.0007088896817622533,0.0020128082180497324,208.99999988568166,217.9999999824457,2.9999984516024347,0.11382150570233113,3.277111303107819,8.403438741881923,209.16680525639,218.1546617532729,2.690811642766267,9.994261741638184,0.0,0.00020588355255313218,1441387.25
ACT-CLJ1020.3-0100,163.0,165.0,3.2,2.0,6.0,155.09029518680177,-1.0175843222055956,3.0662310195415224e-05,0.017498411877701115,162.99997059894184,164.99996914821702,2.999886537729048,0.9894370329192744,3.9207231640162457,76.54471096252716,162.64278729861442,164.6157463266193,2.779569230779124,52.15700912475586,0.0,0.00020489055896177888,1277064.125
ACT-CLJ1027.8+0004,242.0,163.0,3.2,2.0,6.0,156.9158063868415,0.06718377540519697,0.0007757623522832286,0.01651950590105756,241.99998361214446,162.99998483282133,2.9998719952812922,0.9340763349468825,3.234492093326031,63.53741990678004,241.91494061209238,163.13599496992506,2.7014297159334113,50.59148406982422,0.0,0.00022688665194436908,1234323.125
ACT-CLJ1029.9+0016,231.0,250.0,3.2,2.0,6.0,157.43626020850178,0.3186701281728189,0.0010842927422991073,0.0031695555284103243,230.9999978050655,249.9999972983618,2.9999834517243897,0.17923216519903884,3.3558155528404807,7.966120944293252,230.64287470702672,249.71632175278296,2.4017435988440594,9.079791069030762,0.0,0.00041749808588065207,332845.53125
ACT-CLJ1031.2+0031,173.0,177.0,5.120000000000001,2.0,6.0,157.80614448019654,0.5362147739272434,0.0001803611175838483,0.004397538173482985,172.99999857582242,176.99999871237543,2.9999903487808854,0.24867332514628657,3.937526268967077,17.729446608463135,172.82617786222397,176.96717588090934,2.952779207935808,21.798925399780273,0.0,0.00020390468125697225,1421792.5
