cluster,project,scanno,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,offset,int_flux_Jy,int_flux_err_Jy,peak_snr,peak_flux_mJy_adj,snr,masked,noise_ps,hits_ps,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,offset_fit_snr,red_type,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,GroupID,GroupSize,Separation
ACT-CLJ0218.7-0014,all,0,178.0,144.0,5.120000000000001,2.0,6.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,144.0,5.120000000000001,2.0,7.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,144.0,4.800000000000001,3.0,5.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,144.0,4.800000000000001,3.0,6.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,144.0,4.800000000000001,3.0,7.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,143.0,6.4,4.0,7.0,34.669791442647345,-0.25548547722412357,2.4085044142861157E-4,0.001382092719787151,177.0,143.0,3.0000015643384996,-1.0282881423144815E-4,-0.007650301728656575,1.9194787959526403E-5,4.95691442489624,1.1188379288289512,4.126626491546631,0.0,1.735354890115559E-4,1780935.875,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,4.946194633251155
ACT-CLJ0218.7-0014,all,0,140.0,55.0,6.4,4.0,7.0,34.69090280811771,-0.3043743422367533,0.001059203801777156,0.002444456184695009,139.0,54.0,3.000004730804957,2.1520528542545136E-4,0.024633765672607204,3.9389028356169773E-5,4.257317543029785,2.4444561846950092,3.233924150466919,0.0,4.8190454253926873E-4,264791.1875,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,214.965443,168.661016,34.67754364,-0.2458779067,J021845.42-001815.9,34.6892841,-0.304425,0.1706,0.1756,-0.0474,16.265,0.059,18.3,0.9065,16.379,0.219,5.0,0.8519,12.462,,0.3,1.002,9.2,,-1.4,0.9672,1,0,0.0,0.0,0.0,0.0,256,413,252,435,0000,0,0nnn,ABUU,1111,26,32,0,32,0,20,0,20,,,5.83011994459771
ACT-CLJ0218.7-0014,all,0,178.0,144.0,5.0,5.0,6.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,144.0,5.0,5.0,7.0,34.66979144301579,-0.25492992167968226,2.3351719317670308E-4,0.0014246336299994927,177.0,144.0,3.0000001371308325,-1.077631056360053E-4,-0.008055827423432258,1.9152960586931127E-5,4.95691442489624,1.1721418320887984,4.40444803237915,0.0,1.7146600293926895E-4,1870091.0,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,3.6985481804379976
ACT-CLJ0218.7-0014,all,0,178.0,143.0,6.0,6.0,7.0,34.669791442647345,-0.25548547722412357,2.4085044142861157E-4,0.001382092719787151,177.0,143.0,3.0000015643384996,-1.0282881423144815E-4,-0.007650301728656575,1.9194787959526403E-5,4.95691442489624,1.1188379288289512,4.126626491546631,0.0,1.735354890115559E-4,1780935.875,ACT-CLJ0218.7-0014,2.403730270712E-4,1.1764648980642136,-0.1859455978344005,0.0161941777168114,10638.914850169587,-2.8818635977156396E-5,-0.0728811581370107,418.117080209347,21.0,39,43.901293,-134.720071,34.67754364,-0.2458779067,J021840.53-001516.0,34.6688785,-0.2544587,0.0668,0.0681,-0.012,14.982,0.033,33.2,1.323,13.85,0.036,30.1,0.8541,10.891,0.099,11.0,0.9627,8.395,0.272,4.0,0.9057,1,0,0.0,0.0,0.0,0.0,2,116,83,123,0000,0,000n,AAAB,1111,32,32,32,32,9,19,1,19,14,9,4.946194633251155
ACT-CLJ0220.9-0332,all,0,220.0,152.0,3.2,2.0,4.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,3.2,2.0,5.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,221.0,153.0,5.120000000000001,2.0,6.0,35.20608121298446,-3.5532176681909764,5.786977343756464E-4,0.0017842261302819147,220.0,152.0,3.0000053217921474,7.811566140021335E-6,0.003633545236461198,2.0756913863263027E-5,7.823339462280273,1.7842261302819147,7.480026721954346,0.0,1.9903198699466884E-4,1716015.75,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,4.116624702926437
ACT-CLJ0220.9-0332,all,0,174.0,145.0,5.120000000000001,2.0,6.0,35.23224257994193,-3.5576626707437957,2.0176638610134518E-4,8.863647768218979E-4,173.0,144.0,3.0000048032748596,-8.841342883908315E-5,-0.007065710823028633,1.6537831963496082E-5,4.821639060974121,0.6055286271842075,4.691030502319336,0.0,1.4191190712153912E-4,2991064.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,39.937624,-142.880424,35.23806381,-3.548951387,J022055.52-033328.0,35.231356,-3.5577973,0.0625,0.0633,-0.009,14.479,0.029,36.8,2.741,14.027,0.038,28.4,1.066,11.034,0.12,9.1,0.8875,8.656,,1.4,0.9467,1,0,0.0,0.0,0.0,0.0,246,101,36,105,0000,0,00nn,AABU,0100,33,33,33,33,7,21,0,21,16,6,3.22219561706567
ACT-CLJ0220.9-0332,all,0,221.0,153.0,5.120000000000001,2.0,7.0,35.20608121298446,-3.5532176681909764,5.786977343756464E-4,0.0017842261302819147,220.0,152.0,3.0000053217921474,7.811566140021335E-6,0.003633545236461198,2.0756913863263027E-5,7.823339462280273,1.7842261302819147,7.480026721954346,0.0,1.9903198699466884E-4,1716015.75,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,4.116624702926437
ACT-CLJ0220.9-0332,all,0,174.0,145.0,5.120000000000001,2.0,7.0,35.23224257994193,-3.5576626707437957,2.0176638610134518E-4,8.863647768218979E-4,173.0,144.0,3.0000048032748596,-8.841342883908315E-5,-0.007065710823028633,1.6537831963496082E-5,4.821639060974121,0.6055286271842075,4.691030502319336,0.0,1.4191190712153912E-4,2991064.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,39.937624,-142.880424,35.23806381,-3.548951387,J022055.52-033328.0,35.231356,-3.5577973,0.0625,0.0633,-0.009,14.479,0.029,36.8,2.741,14.027,0.038,28.4,1.066,11.034,0.12,9.1,0.8875,8.656,,1.4,0.9467,1,0,0.0,0.0,0.0,0.0,246,101,36,105,0000,0,00nn,AABU,0100,33,33,33,33,7,21,0,21,16,6,3.22219561706567
ACT-CLJ0220.9-0332,all,0,220.0,152.0,3.0,3.0,4.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.800000000000001,3.0,5.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.800000000000001,3.0,6.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.800000000000001,3.0,7.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.0,4.0,5.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.0,4.0,6.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,220.0,152.0,4.0,4.0,7.0,35.206637818982294,-3.5537732432349847,5.706814651021503E-4,0.0020772658898939524,219.0,151.0,3.000002811035594,-9.645823703299037E-6,0.002429094056604365,2.0658497753702338E-5,7.823339462280273,2.0772658898939524,7.823339462280273,0.0,2.000492822844535E-4,1689663.5,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,3.0604128633792484
ACT-CLJ0220.9-0332,all,0,175.0,146.0,6.4,4.0,7.0,35.23168595603517,-3.557107111007023,1.998938037738632E-4,7.0417736026884E-4,174.0,145.0,3.0000121738083787,-8.515211544614176E-5,-0.007046603243845911,1.653284967381999E-5,4.821639060974121,0.4546250105633599,3.4324116706848145,0.0,1.4246201317291707E-4,2970813.0,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,39.937624,-142.880424,35.23806381,-3.548951387,J022055.52-033328.0,35.231356,-3.5577973,0.0625,0.0633,-0.009,14.479,0.029,36.8,2.741,14.027,0.038,28.4,1.066,11.034,0.12,9.1,0.8875,8.656,,1.4,0.9467,1,0,0.0,0.0,0.0,0.0,246,101,36,105,0000,0,00nn,AABU,0100,33,33,33,33,7,21,0,21,16,6,2.7530296275524724
ACT-CLJ0220.9-0332,all,0,220.0,153.0,5.0,5.0,6.0,35.20663783839301,-3.55321768775889,5.691142227862338E-4,0.0018789593097567206,219.0,152.0,3.000002250931926,-3.770860113381642E-6,0.002673361037304554,2.0631716174212168E-5,7.823339462280273,1.8789593097567205,7.688339710235596,0.0,1.978892250917852E-4,1754042.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,4.670114989529408
ACT-CLJ0220.9-0332,all,0,174.0,145.0,5.0,5.0,6.0,35.23224257994193,-3.5576626707437957,2.0176638610134518E-4,8.863647768218979E-4,173.0,144.0,3.0000048032748596,-8.841342883908315E-5,-0.007065710823028633,1.6537831963496082E-5,4.821639060974121,0.6055286271842075,4.691030502319336,0.0,1.4191190712153912E-4,2991064.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,39.937624,-142.880424,35.23806381,-3.548951387,J022055.52-033328.0,35.231356,-3.5577973,0.0625,0.0633,-0.009,14.479,0.029,36.8,2.741,14.027,0.038,28.4,1.066,11.034,0.12,9.1,0.8875,8.656,,1.4,0.9467,1,0,0.0,0.0,0.0,0.0,246,101,36,105,0000,0,00nn,AABU,0100,33,33,33,33,7,21,0,21,16,6,3.22219561706567
ACT-CLJ0220.9-0332,all,0,220.0,153.0,5.0,5.0,7.0,35.20663783839301,-3.55321768775889,5.691142227862338E-4,0.0018789593097567206,219.0,152.0,3.000002250931926,-3.770860113381642E-6,0.002673361037304554,2.0631716174212168E-5,7.823339462280273,1.8789593097567205,7.688339710235596,0.0,1.978892250917852E-4,1754042.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,116.76681,-99.599257,35.23806381,-3.548951387,J022049.44-033315.6,35.2060211,-3.5543596,0.1338,0.1362,-0.0393,15.883,0.049,22.3,0.8946,15.878,0.14,7.8,0.8991,12.386,,0.9,0.886,8.99,,0.3,0.9504,1,0,0.0,0.0,0.0,0.0,326,290,-56,298,0000,0,0nnn,ABUU,0100,32,34,1,35,0,21,0,21,15,14,4.670114989529408
ACT-CLJ0220.9-0332,all,0,174.0,145.0,5.0,5.0,7.0,35.23224257994193,-3.5576626707437957,2.0176638610134518E-4,8.863647768218979E-4,173.0,144.0,3.0000048032748596,-8.841342883908315E-5,-0.007065710823028633,1.6537831963496082E-5,4.821639060974121,0.6055286271842075,4.691030502319336,0.0,1.4191190712153912E-4,2991064.25,ACT-CLJ0220.9-0332,2.245679170055E-4,1.3101589162697858,-0.3494651836986077,0.0152441929152613,11178.302285793612,5.134174718720712E-5,-0.0706636310630221,417.81912370776416,21.0,44,39.937624,-142.880424,35.23806381,-3.548951387,J022055.52-033328.0,35.231356,-3.5577973,0.0625,0.0633,-0.009,14.479,0.029,36.8,2.741,14.027,0.038,28.4,1.066,11.034,0.12,9.1,0.8875,8.656,,1.4,0.9467,1,0,0.0,0.0,0.0,0.0,246,101,36,105,0000,0,00nn,AABU,0100,33,33,33,33,7,21,0,21,16,6,3.22219561706567
