cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type
ACT-CLJ0203.7+0216,262.0,156.0,4.0,7.0,30.877756515549162,2.2607826057598626,0.000971370841500934,-0.0007147467718472781,262.00000000000205,155.99999998215702,2.9999997360476005,2.999999799446733,0.0,1.1378234610769099e-05,-1.4398851662187697,252.75234501600207,142.27435975926699,31.24124980824666,6.066085559316613,-0.885887635643729,0.027473080131167147,0.19373494386672974,0.0,0.000352230214048177,496445.375,5,ACT-CLJ0203.7+0216,0.0001360708240747,0.9657202449167238,-0.1655596321433341,0.0,3148.774872563277,0.0060371410647937,0.9884750462496936,20.0
ACT-CLJ0916.1-0024,167.0,247.0,4.0,7.0,139.04092334067107,-0.3586762685121264,0.0008256077815158228,-0.0003979038628325482,167.00000000141145,246.9999999956614,3.0000000092683665,3.0000000193334824,0.0,4.6869970302683974e-06,-1.9881751864180601,167.9475347908588,248.4650632924635,4.751678153733559,11.022916402446292,1.1266564488908075,0.015699299632488256,0.49659255146980286,0.0,0.00020966498414054513,1165877.0,144,ACT-CLJ0916.1-0024,0.0001345192880759,1.0583093937922947,-0.0268121121301815,0.0,3641.480880832332,0.0300219463437901,0.9202587631985936,20.0
