cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,int_flux_err_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,RA,DEC,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,GroupID,GroupSize,Separation
ACT-CLJ0200.3+0019,258.0,170.0,4.0,4.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017892505143814966,257.999999716763,169.9999999644598,2.9999989602629773,0.10117966275189737,2.974704351585803,4.957603636474146,257.8288587937347,170.46208767046923,2.706797861177926,5.316007137298584,0.0,3.161290951538831E-4,482333.875,0,ACT-CLJ0200.3+0019,1.339813306553E-4,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,30.037320988451004,0.32703055135769477,0.014053002,3.83,3.3806705,0.099766344,0.0,0.0,57.9,6.03,5.06,9.4,02015+00130Z,2,0.12639834,20.083445,s,0,99.0,99.0,1999.1991,2451252.1877173153,1235.6940767414335,2450015.810115741,2452490.002430556,1,11,4.1134546542533466
ACT-CLJ0201.6-0211,129.0,168.0,3.2,2.0,4.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.211763487415675E-4,128.99999996323066,167.9999999939058,2.9999999800107857,0.046436427902329096,3.2476040798844203,5.6917139030419825,128.0195012905499,168.53225526416554,2.7198905643126845,5.7801971435546875,0.0,1.442150678485632E-4,3945977.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,0.8110373084166548
ACT-CLJ0201.6-0211,155.0,172.0,3.2,2.0,4.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.725417494091867E-4,154.99999993540456,171.99999993720334,2.9999995767658105,0.04368619439530554,3.247623861781653,5.56427615435769,155.09022988267904,171.69177009170275,2.4742803105926474,6.650371074676514,0.0,1.3357217540033162E-4,4307290.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,1.6356002078160368
ACT-CLJ0201.6-0211,129.0,168.0,3.2,2.0,5.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.211763487415675E-4,128.99999996323066,167.9999999939058,2.9999999800107857,0.046436427902329096,3.2476040798844203,5.6917139030419825,128.0195012905499,168.53225526416554,2.7198905643126845,5.7801971435546875,0.0,1.442150678485632E-4,3945977.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,0.8110373084166548
ACT-CLJ0201.6-0211,155.0,172.0,3.2,2.0,5.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.725417494091867E-4,154.99999993540456,171.99999993720334,2.9999995767658105,0.04368619439530554,3.247623861781653,5.56427615435769,155.09022988267904,171.69177009170275,2.4742803105926474,6.650371074676514,0.0,1.3357217540033162E-4,4307290.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,1.6356002078160368
ACT-CLJ0201.6-0211,156.0,171.0,5.120000000000001,2.0,6.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.13020570687728E-4,155.99999981682757,171.00000000693197,2.9999995451241803,0.04032035113398612,3.247642264130273,5.659044818123822,155.0765920055147,171.6890804866676,2.4531486148886503,5.749184608459473,0.0,1.344818592770025E-4,4127539.75,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,4.42528234417198
ACT-CLJ0201.6-0211,128.0,168.0,5.120000000000001,2.0,6.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,156.0,171.0,5.120000000000001,2.0,7.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.13020570687728E-4,155.99999981682757,171.00000000693197,2.9999995451241803,0.04032035113398612,3.247642264130273,5.659044818123822,155.0765920055147,171.6890804866676,2.4531486148886503,5.749184608459473,0.0,1.344818592770025E-4,4127539.75,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,4.42528234417198
ACT-CLJ0201.6-0211,128.0,168.0,5.120000000000001,2.0,7.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,129.0,168.0,3.0,3.0,4.0,30.443906845127803,-2.199287775487005,3.2522290062370887E-4,8.211763487415675E-4,128.99999996323066,167.9999999939058,2.9999999800107857,0.046436427902329096,3.2476040798844203,5.6917139030419825,128.0195012905499,168.53225526416554,2.7198905643126845,5.7801971435546875,0.0,1.442150678485632E-4,3945977.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,0.8110373084166548
ACT-CLJ0201.6-0211,155.0,172.0,3.0,3.0,4.0,30.42945174745773,-2.19706566080404,1.1835810554814287E-4,7.725417494091867E-4,154.99999993540456,171.99999993720334,2.9999995767658105,0.04368619439530554,3.247623861781653,5.56427615435769,155.09022988267904,171.69177009170275,2.4742803105926474,6.650371074676514,0.0,1.3357217540033162E-4,4307290.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,1.6356002078160368
ACT-CLJ0201.6-0211,128.0,168.0,4.800000000000001,3.0,5.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,156.0,171.0,4.800000000000001,3.0,5.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.13020570687728E-4,155.99999981682757,171.00000000693197,2.9999995451241803,0.04032035113398612,3.247642264130273,5.659044818123822,155.0765920055147,171.6890804866676,2.4531486148886503,5.749184608459473,0.0,1.344818592770025E-4,4127539.75,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,4.42528234417198
ACT-CLJ0201.6-0211,128.0,168.0,4.800000000000001,3.0,6.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,156.0,171.0,4.800000000000001,3.0,6.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.13020570687728E-4,155.99999981682757,171.00000000693197,2.9999995451241803,0.04032035113398612,3.247642264130273,5.659044818123822,155.0765920055147,171.6890804866676,2.4531486148886503,5.749184608459473,0.0,1.344818592770025E-4,4127539.75,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,4.42528234417198
ACT-CLJ0201.6-0211,128.0,168.0,4.800000000000001,3.0,7.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,156.0,171.0,4.800000000000001,3.0,7.0,30.428895784437728,-2.1976212177107164,1.0488123733227518E-4,7.13020570687728E-4,155.99999981682757,171.00000000693197,2.9999995451241803,0.04032035113398612,3.247642264130273,5.659044818123822,155.0765920055147,171.6890804866676,2.4531486148886503,5.749184608459473,0.0,1.344818592770025E-4,4127539.75,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,4.42528234417198
ACT-CLJ0201.6-0211,128.0,168.0,4.0,4.0,5.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,155.0,171.0,4.0,4.0,5.0,30.429451748909106,-2.1976212163670477,1.1055453121741986E-4,8.421528782356515E-4,154.99999998450429,171.00000000285718,2.999999933528011,0.04762262120798289,3.247610894392672,5.6598133100345045,155.08912448632046,171.6999845400277,2.4542908409506663,6.591463088989258,0.0,1.3371897512115538E-4,4153615.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,3.5184692874450088
ACT-CLJ0201.6-0211,128.0,168.0,4.0,4.0,6.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
ACT-CLJ0201.6-0211,155.0,171.0,4.0,4.0,6.0,30.429451748909106,-2.1976212163670477,1.1055453121741986E-4,8.421528782356515E-4,154.99999998450429,171.00000000285718,2.999999933528011,0.04762262120798289,3.247610894392672,5.6598133100345045,155.08912448632046,171.6999845400277,2.4542908409506663,6.591463088989258,0.0,1.3371897512115538E-4,4153615.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.429674375133217,-2.1966695186856713,0.014053002,12.17,12.782585,0.15029715,1.84,0.54,35.7,6.59,5.51,6.5,02015-02230T,3,0.31494173,16.20037,g,2,0.18760903,14.977,1995.9707,2450072.8067271556,7.16795122643869,2450062.6842013896,2450078.6424652785,3,14,3.5184692874450088
ACT-CLJ0201.6-0211,128.0,168.0,4.0,4.0,7.0,30.444462810164648,-2.199287768556739,3.347672652228292E-4,9.241726947948337E-4,128.0,168.0,3.0,0.05226073467508318,2.0,5.680955595815845,128.0305174405138,168.53353149676096,2.7213107542088206,6.13714075088501,0.0,1.451510761398822E-4,3602231.0,1,ACT-CLJ0201.6-0211,1.737831322086E-4,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0,30.44395288559313,-2.199508316059458,0.014053002,28.25,58.386692,0.15038915,7.57,4.3,72.4,9.38,7.62,65.9,02015-01570E,1,6.1096854,16.626408,g,1,6.147485,14.378,1995.9711,2450072.939852224,6.994525000061182,2450062.6842013896,2450078.6424652785,2,14,1.9988310799412035
