cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,snr,masked,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,red_type
ACT-CLJ0201.6-0211,229.0,221.0,5.0,10.0,30.39768939038685,-2.174729614606491,0.002124589454136541,228.15763569195306,220.3451150510401,5.473405327112258,9.412940132879832,-8513.094071100919,-1.1773780255621905e-05,3.502553701400757,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,212.0,206.0,5.0,10.0,30.407140481866325,-2.183063148504296,0.39906176704224716,214.44623853594888,206.02023766595133,0.8129103010667604,0.11453965396362759,-15494.897293054277,-6.389997857619336e-06,6.073761463165283,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,233.0,190.0,5.0,10.0,30.395465110405677,-2.191951773506011,0.030485982165162618,232.11741804552082,190.36301784379637,1.1262374918076827,0.9781197444693859,11516.78192155093,-7.2360464584557135e-06,8.386237144470215,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,169.0,133.0,5.0,10.0,30.43104661146377,-2.2236189546920633,0.0025604982730794866,169.03361627336727,132.03910472667266,3.1029671152422247,2.3882046336025122,16324.853885593799,-6.36167695427167e-06,5.024682998657227,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,165.0,244.0,5.0,10.0,30.43327057742188,-2.161952300765931,0.004640689020729471,164.2659202354735,242.0987141138083,2.6431503513539947,4.476885179960833,42862.783165309775,-8.512440296340863e-06,2.585555076599121,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,171.0,172.0,5.0,13.0,30.42993473602598,-2.201952284678772,0.08087735784117749,168.10752655996956,171.0892788637267,0.9730311876202484,0.1360920055394712,-22273.404560707975,-5.843784316289264e-06,9.109195709228516,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,191.0,157.0,5.0,13.0,30.41881532429689,-2.2102855391570513,0.011395907454836825,191.6334708842321,156.42052504326492,1.4007419197931783,1.1611741907290651,-22105.452597320425,-6.334863913884905e-06,9.918766021728516,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,212.0,164.0,5.0,13.0,30.407140045490067,-2.206396478173399,0.4025546671038251,208.73122565015785,162.35915225329535,-0.2400531708274557,0.36812002954716405,168864.60241033626,-6.572899955593783e-06,3.1068055629730225,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,200.0,214.0,5.0,13.0,30.413812052079706,-2.1786188136419926,0.010380373914618015,200.7075827286998,213.33326113348002,2.679242513652181,0.9314547262079194,5404.554331986129,-6.776859531287852e-06,9.49751091003418,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,175.0,220.0,5.0,13.0,30.42771100136699,-2.175285611844707,-0.014533461202775313,175.61268436895722,223.4150628180131,0.8026754321669196,-0.24568031335710616,-10961.236730734981,-5.106000438934328e-06,1.4184032678604126,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,197.0,184.0,5.0,13.0,30.415479705764323,-2.195285499927912,0.003828850755378682,198.88102635073702,184.19106964403392,1.4402894163618787,2.497549213485594,21821.59745316414,-6.051024218108698e-06,3.14385986328125,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,141.0,230.0,5.0,13.0,30.44661346537887,-2.169730030519939,0.029674761980444126,139.89234718792906,227.2096054116009,0.22836105519141392,1.4801149549723909,8150.958341287773,-5.896182697383516e-06,5.880088806152344,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,229.0,221.0,5.0,13.0,30.39768939038685,-2.174729614606491,0.002124589454136541,228.15763569195306,220.3451150510401,5.473405327112258,9.412940132879832,-8513.094071100919,-1.1773780255621905e-05,3.502553701400757,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,212.0,206.0,5.0,13.0,30.407140481866325,-2.183063148504296,0.39906176704224716,214.44623853594888,206.02023766595133,0.8129103010667604,0.11453965396362759,-15494.897293054277,-6.389997857619336e-06,6.073761463165283,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,233.0,190.0,5.0,13.0,30.395465110405677,-2.191951773506011,0.030485982165162618,232.11741804552082,190.36301784379637,1.1262374918076827,0.9781197444693859,11516.78192155093,-7.2360464584557135e-06,8.386237144470215,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,169.0,133.0,5.0,13.0,30.43104661146377,-2.2236189546920633,0.0025604982730794866,169.03361627336727,132.03910472667266,3.1029671152422247,2.3882046336025122,16324.853885593799,-6.36167695427167e-06,5.024682998657227,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,165.0,244.0,5.0,13.0,30.43327057742188,-2.161952300765931,0.004640689020729471,164.2659202354735,242.0987141138083,2.6431503513539947,4.476885179960833,42862.783165309775,-8.512440296340863e-06,2.585555076599121,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,212.0,164.0,7.0,10.0,30.407140045490067,-2.206396478173399,0.4025546671038251,208.73122565015785,162.35915225329535,-0.2400531708274557,0.36812002954716405,168864.60241033626,-6.572899955593783e-06,3.1068055629730225,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,170.0,173.0,7.0,10.0,30.430490703772016,-2.201396730877766,0.08915062703940602,167.95697222226227,170.77628768585595,0.14286660645478208,0.7879917266012947,-51111.078959805935,-5.809107177206686e-06,8.541886329650879,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,228.0,221.0,7.0,10.0,30.398245346060747,-2.1747296282098083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6310653686523438,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,192.0,157.0,7.0,10.0,30.418259355138016,-2.2102855330237308,0.203053657062248,191.58315754389102,156.27816704452337,0.9536467810033131,0.09659822632894823,-24945.483023032702,-5.925027545146434e-06,10.002497673034668,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,212.0,164.0,7.0,13.0,30.407140045490067,-2.206396478173399,0.4025546671038251,208.73122565015785,162.35915225329535,-0.2400531708274557,0.36812002954716405,168864.60241033626,-6.572899955593783e-06,3.1068055629730225,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,170.0,173.0,7.0,13.0,30.430490703772016,-2.201396730877766,0.08915062703940602,167.95697222226227,170.77628768585595,0.14286660645478208,0.7879917266012947,-51111.078959805935,-5.809107177206686e-06,8.541886329650879,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,228.0,221.0,7.0,13.0,30.398245346060747,-2.1747296282098083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6310653686523438,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,192.0,157.0,7.0,13.0,30.418259355138016,-2.2102855330237308,0.203053657062248,191.58315754389102,156.27816704452337,0.9536467810033131,0.09659822632894823,-24945.483023032702,-5.925027545146434e-06,10.002497673034668,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,209.0,165.0,10.0,13.0,30.408807958136684,-2.2058409528599956,0.5692390391997278,208.72705403089287,162.36580775864275,-0.22326418055055103,-0.34274195499219773,42261.58344704516,-6.571536863525284e-06,3.659982681274414,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,168.0,174.0,10.0,13.0,30.431602636772883,-2.20084117821563,0.05377872817780403,168.06996176050524,170.98251481080942,0.1631983699108774,-0.7578958825139016,-121.40551489995947,-5.752884132565449e-06,5.190847873687744,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,177.0,218.0,10.0,13.0,30.426599082927396,-2.1763967169023353,-0.00020033593109815772,175.2223997464804,217.0722974472521,-0.37836821445761837,-2.8260451190686147,26167.559320555716,-6.279969407433035e-06,0.49454617500305176,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0211,229.0,217.0,10.0,13.0,30.397689334698352,-2.1769518357337967,0.006543924662047078,226.05143341338788,218.08522982939525,7.02086997762863,1.7941820425010855,-77799.50996174607,-1.0160149192825155e-05,1.914923906326294,0.0,0.0,ACT-CLJ0201.6-0211,0.0007669666811339,1.3389287403940613,-0.0104206404557599,0.2212832521007602,19.0
ACT-CLJ0201.6-0503,157.0,164.0,5.0,7.0,30.402936993816894,-5.04991808823194,0.0018950062407240107,156.98443080419798,163.99364294777223,2.9790623082735346,3.0068812869989086,5710.2504025250455,5.692269842962773e-08,8.775152206420898,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,126.0,184.0,5.0,7.0,30.420225981999693,-5.038806675211706,0.13227645953705694,124.767166674192,182.20412140941514,0.019184080386366813,6.6618463115066096,3120.7457066164384,6.39480224724529e-07,5.649270057678223,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,218.0,131.0,5.0,7.0,30.36891516773741,-5.068250678325308,0.0014163276252758602,216.85653152868244,129.77219617915802,4.00872378033607,4.464308036632371,369381.12233662716,-4.429326798020236e-07,3.1480698585510254,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,176.0,144.0,5.0,7.0,30.392340171979622,-5.061029158707965,0.002412048707758815,176.59475834677002,144.78118758941847,2.482414998000893,1.7644009541412968,1860.6850238939373,4.392267892235786e-07,5.3012213706970215,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,160.0,180.0,5.0,7.0,30.401263817252513,-5.0410292042290585,0.0005049198058418167,162.72061132493525,183.98591897519654,-0.7574018054572522,-1.3450384816891017,-16058.812657844137,9.194435677453978e-07,1.4710322618484497,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,137.0,155.0,5.0,7.0,30.414091509565413,-5.054917945394342,0.0016471686014728152,137.93324964443661,153.89932952722347,3.488083668634472,3.034169714080562,-8855.020155459219,3.6300247907029254e-08,3.137314558029175,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
ACT-CLJ0201.6-0503,194.0,156.0,5.0,7.0,30.38230121635263,-5.054362294794984,0.012262151833500243,191.51248603406586,154.41302143180903,0.30881409734373977,1.7080242633355474,-4674.615825462562,7.707579335911734e-07,3.1130454540252686,0.0,1.0,ACT-CLJ0201.6-0503,0.0003357942955897,1.0054188072886057,0.0322350292916065,0.0895536607440575,19.0
