cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,snr,masked,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,red_type
ACT-CLJ0224.5-0002,212.0,144.0,7.0,10.0,36.13721549254442,-0.06468918381999154,0.013065260538886136,205.61663058844587,146.43430988070864,-0.4810374248842787,4.7595249363782015,30770.964452751177,-8.354493492127313e-06,2.194780111312866,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,155.0,154.0,7.0,13.0,36.168882177136574,-0.05913363568873711,0.00237135656100361,154.84826295194173,151.78213375824703,5.684570535293362,4.647746760044133,-27398.608163843823,-1.0314031248650992e-05,4.073340892791748,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,124.0,184.0,7.0,13.0,36.18610440208543,-0.04246696606631892,0.0033913552232896884,128.00714525160865,185.18529915231454,2.0296430906960308,3.3671178822140715,53405.775052067926,-7.951386604427946e-06,3.5926332473754883,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,156.0,191.0,7.0,13.0,36.168326620134096,-0.03857808013990577,0.027965917095361705,156.562397488771,189.96850224359702,4.7421913409438385,0.04874119335158589,-18591.333442306466,-6.964287122395286e-06,6.718876838684082,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,217.0,149.0,7.0,13.0,36.13443771510559,-0.06191140483673516,0.0011197014672609874,214.58319693707668,144.2619321876664,7.146278383902292,6.266748813339706,-44678.29334414406,-9.56389717985891e-06,2.3359289169311523,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,206.0,105.0,7.0,13.0,36.140548818515775,-0.08635584763174216,0.002007146502922552,205.99993420536603,104.99992182091206,2.9996071721309434,3.0003590654775434,-3452.493993748449,-7.674504695388998e-06,4.027770042419434,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,156.0,154.0,10.0,13.0,36.16832662127556,-0.059133635724877065,0.004410459850847,157.91889945963533,152.29602006689765,1.4551365083366885,6.34559930953322,12318.941830177173,-9.00170757835571e-06,5.182942867279053,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,130.0,120.0,10.0,13.0,36.18277107874679,-0.07802252013444684,-0.011438815483771078,131.86010274101181,117.81988820579662,-0.6434205001433188,0.5271261267286326,-3774.610013242746,-6.331307985260764e-06,0.2641785442829132,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,215.0,147.0,10.0,13.0,36.13554882603377,-0.06302251643616473,0.0018715482121399538,211.99657091895753,144.17143891482,4.566820082788941,3.036246354521116,13135.250945795504,-8.117163585739347e-06,1.450907588005066,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,204.0,102.0,10.0,13.0,36.14165992990506,-0.08802251436241758,0.0015846233227819926,206.18315515923152,104.34662313349985,2.974764359392971,7.95111302764226,21626.931067366346,-8.80744369488633e-06,1.977359414100647,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,160.0,196.0,10.0,13.0,36.16610439739439,-0.03580030261310642,0.0008146741916583615,159.99786450680384,196.09655177778072,3.12209375545463,2.8984812848148263,-214267.32687273825,-6.978337349145693e-06,0.7415164709091187,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5-0002,120.0,183.0,10.0,13.0,36.188326624802684,-0.04302252092628687,0.0011905597761804809,119.91898953802091,182.57838855220572,-5.457442243541712,4.962291500474013,37887.25861848252,-8.467281697491726e-06,2.1330103874206543,0.0,49.0,ACT-CLJ0224.5-0002,0.0005669888512156,1.0369379724967085,-0.0171479915064677,0.1200548822318774,19.0
ACT-CLJ0224.5+0102,196.0,162.0,5.0,7.0,36.12008887574146,1.0381553800981396,0.00650380738025317,195.82556645076835,160.41489115044095,2.367865643441443,1.8800203680782865,21390.989664945344,-5.923565674905348e-06,11.413605690002441,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,164.0,161.0,5.0,7.0,36.13786957213993,1.0375998807558908,0.0017831236252264589,163.6224352657233,160.64126854676607,2.675407725995872,3.7857625753382917,-13321.071604074712,-5.271626817060856e-06,4.678237438201904,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,122.0,181.0,5.0,7.0,36.16120680969515,1.0487109133249994,0.003490831754250182,120.59864398459987,180.25718508414522,1.5460827266167436,3.8353236771146273,12746.624837669357,-5.429606511577294e-06,5.302120685577393,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,142.0,133.0,5.0,7.0,36.15009374428936,1.0220443062233113,0.0026075361622690256,141.03020973305436,133.18364270621626,3.7532584524867585,2.198121987628346,-24902.570745702076,-5.478173084422829e-06,6.587989807128906,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,218.0,115.0,5.0,7.0,36.107864905970104,1.012044177373437,0.0022594660340423483,219.12465211246277,113.03316448072843,2.478986816497478,4.182601198372829,3807.002003203552,-5.59288716314629e-06,3.911137819290161,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,129.0,138.0,5.0,7.0,36.15731713121547,1.0248220506355497,0.016715638778887605,130.46900849437384,137.083934155093,0.6958270571019576,0.7395715096284065,13117.249160741814,-4.7055802756266214e-06,5.917971611022949,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,190.0,121.0,5.0,7.0,36.12342286818605,1.0153776219650452,0.0022427236997545597,189.81613337912964,119.56008413053236,2.1724744340908453,5.914287747924164,-17851.09647643438,-5.915399653654914e-06,4.3737006187438965,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,134.0,149.0,5.0,7.0,36.15453893935649,1.0309331761620684,0.002371270080518087,131.95196936330333,145.5443658457749,2.524370161261423,4.938238062378714,-29624.92744043761,-5.959961202770254e-06,7.002221584320068,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,221.0,160.0,5.0,7.0,36.106197720711364,1.0370441556639316,0.003748512442552481,220.03038289256358,160.14255744610753,1.4110060644032503,3.4656263283492477,-30513.858799522593,-5.28778574513184e-06,4.514920234680176,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,108.0,128.0,5.0,7.0,36.16898560950439,1.0192664081244838,0.008450744631743628,108.27718064499493,128.03406289622654,5.934313878749957,0.38897295191623743,-5575.850583068109,-5.358220460796435e-06,5.307023525238037,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,223.0,145.0,5.0,7.0,36.1050865172554,1.0287108119710187,0.002036845594588926,222.9995920699212,144.9849198944261,3.0005947567755613,3.002866110442865,-21893.60863143332,-5.289065608780161e-06,4.455090045928955,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,173.0,119.0,5.0,7.0,36.132868797147495,1.0142665426671174,0.002017887520146051,173.7761504920984,118.84726470706484,3.650008902222208,2.827380320749808,14646.060712586223,-5.4370931417920914e-06,4.700915336608887,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,173.0,221.0,5.0,7.0,36.13286868760439,1.0709332054234206,0.0056585525424562985,173.23092383778754,220.01672546752198,1.7517858942238032,1.726383324834388,-5732.73517708037,-5.214903430595788e-06,6.813021659851074,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,196.0,162.0,5.0,10.0,36.12008887574146,1.0381553800981396,0.00650380738025317,195.82556645076835,160.41489115044095,2.367865643441443,1.8800203680782865,21390.989664945344,-5.923565674905348e-06,11.413605690002441,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,183.0,119.0,5.0,10.0,36.12731237148954,1.0142665274080827,-0.002963307973047241,181.33496719563584,122.43430576020212,0.35163736436692883,-0.9161089720410449,999.6123390102608,-4.133338787606958e-06,0.8796769976615906,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,134.0,139.0,5.0,10.0,36.154538912019795,1.0253776208503873,-0.00016043593414454688,136.42040563572033,139.18360701255264,2.765225065787062,-0.2190383282433258,-16610.857357231194,-4.015522837625387e-06,2.4587910175323486,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,164.0,161.0,5.0,10.0,36.13786957213993,1.0375998807558908,0.0017831236252264589,163.6224352657233,160.64126854676607,2.675407725995872,3.7857625753382917,-13321.071604074712,-5.271626817060856e-06,4.678237438201904,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,122.0,181.0,5.0,10.0,36.16120680969515,1.0487109133249994,0.003490831754250182,120.59864398459987,180.25718508414522,1.5460827266167436,3.8353236771146273,12746.624837669357,-5.429606511577294e-06,5.302120685577393,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,218.0,115.0,5.0,10.0,36.107864905970104,1.012044177373437,0.0022594660340423483,219.12465211246277,113.03316448072843,2.478986816497478,4.182601198372829,3807.002003203552,-5.59288716314629e-06,3.911137819290161,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,227.0,148.0,5.0,10.0,36.10286391857522,1.030377453933843,-0.0023647906627579595,230.84339011730344,136.45824197098287,0.11375572963466281,-0.5451905374131184,27281.855641201724,-4.177439433374225e-06,0.5489106774330139,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,221.0,160.0,5.0,10.0,36.106197720711364,1.0370441556639316,0.003748512442552481,220.03038289256358,160.14255744610753,1.4110060644032503,3.4656263283492477,-30513.858799522593,-5.28778574513184e-06,4.514920234680176,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,108.0,128.0,5.0,10.0,36.16898560950439,1.0192664081244838,0.008450744631743628,108.27718064499493,128.03406289622654,5.934313878749957,0.38897295191623743,-5575.850583068109,-5.358220460796435e-06,5.307023525238037,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,173.0,221.0,5.0,10.0,36.13286868760439,1.0709332054234206,0.0056585525424562985,173.23092383778754,220.01672546752198,1.7517858942238032,1.726383324834388,-5732.73517708037,-5.214903430595788e-06,6.813021659851074,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,170.0,238.0,5.0,10.0,36.13453563192611,1.0803776488709533,0.0010054666952369678,168.710157804704,235.77777078561823,12.812835190174686,4.7507942555166185,91044.51567583898,-7.854102795234543e-06,1.178518295288086,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,196.0,162.0,5.0,13.0,36.12008887574146,1.0381553800981396,0.00650380738025317,195.82556645076835,160.41489115044095,2.367865643441443,1.8800203680782865,21390.989664945344,-5.923565674905348e-06,11.413605690002441,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,183.0,119.0,5.0,13.0,36.12731237148954,1.0142665274080827,-0.002963307973047241,181.33496719563584,122.43430576020212,0.35163736436692883,-0.9161089720410449,999.6123390102608,-4.133338787606958e-06,0.8796769976615906,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,134.0,139.0,5.0,13.0,36.154538912019795,1.0253776208503873,-0.00016043593414454688,136.42040563572033,139.18360701255264,2.765225065787062,-0.2190383282433258,-16610.857357231194,-4.015522837625387e-06,2.4587910175323486,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,164.0,161.0,5.0,13.0,36.13786957213993,1.0375998807558908,0.0017831236252264589,163.6224352657233,160.64126854676607,2.675407725995872,3.7857625753382917,-13321.071604074712,-5.271626817060856e-06,4.678237438201904,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,122.0,181.0,5.0,13.0,36.16120680969515,1.0487109133249994,0.003490831754250182,120.59864398459987,180.25718508414522,1.5460827266167436,3.8353236771146273,12746.624837669357,-5.429606511577294e-06,5.302120685577393,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,218.0,115.0,5.0,13.0,36.107864905970104,1.012044177373437,0.0022594660340423483,219.12465211246277,113.03316448072843,2.478986816497478,4.182601198372829,3807.002003203552,-5.59288716314629e-06,3.911137819290161,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,227.0,148.0,5.0,13.0,36.10286391857522,1.030377453933843,-0.0023647906627579595,230.84339011730344,136.45824197098287,0.11375572963466281,-0.5451905374131184,27281.855641201724,-4.177439433374225e-06,0.5489106774330139,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,221.0,160.0,5.0,13.0,36.106197720711364,1.0370441556639316,0.003748512442552481,220.03038289256358,160.14255744610753,1.4110060644032503,3.4656263283492477,-30513.858799522593,-5.28778574513184e-06,4.514920234680176,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,108.0,128.0,5.0,13.0,36.16898560950439,1.0192664081244838,0.008450744631743628,108.27718064499493,128.03406289622654,5.934313878749957,0.38897295191623743,-5575.850583068109,-5.358220460796435e-06,5.307023525238037,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,173.0,221.0,5.0,13.0,36.13286868760439,1.0709332054234206,0.0056585525424562985,173.23092383778754,220.01672546752198,1.7517858942238032,1.726383324834388,-5732.73517708037,-5.214903430595788e-06,6.813021659851074,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,170.0,238.0,5.0,13.0,36.13453563192611,1.0803776488709533,0.0010054666952369678,168.710157804704,235.77777078561823,12.812835190174686,4.7507942555166185,91044.51567583898,-7.854102795234543e-06,1.178518295288086,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,194.0,163.0,7.0,10.0,36.12120016605887,1.0387109420830136,0.07814665923120032,196.69032077765047,159.43925539997502,0.21276789691447073,0.7614420514063976,44787.80710767791,-4.733374278787636e-06,7.863842487335205,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,133.0,138.0,7.0,10.0,36.15509455367827,1.0248220625844,0.0016396731860345575,133.7566807083854,135.0271863232885,12.61707888346684,2.3796567757284217,34733.851193660856,-7.13722841569229e-06,5.72019624710083,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,186.0,120.0,7.0,10.0,36.12564544148706,1.0148220764302724,0.0017707935873022857,173.5122618279166,118.29745211923228,-3.919075183001368,3.25519778354793,-130863.15697186807,-5.542699312348303e-06,1.4563047885894775,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,226.0,148.0,7.0,10.0,36.1034195637687,1.0303774601828692,0.0018159791042845074,223.77586657221937,149.4800846918882,4.479414933935253,2.977622779159205,-27223.355798305034,-5.6404443490016814e-06,1.9223620891571045,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,123.0,182.0,7.0,10.0,36.16065116495161,1.0492664727294434,0.0021897458488828003,121.0917136954831,181.35151206070066,5.731137651202376,2.456737587622305,-5721.728514879242,-6.032705214201782e-06,3.942664861679077,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,217.0,115.0,7.0,10.0,36.10842054799821,1.0120441826548043,0.0022378969351575357,218.50372381893433,113.14898961079832,2.9102307066063067,3.4168565931352166,-5749.690589990363,-5.521162239321293e-06,3.15590238571167,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,164.0,162.0,7.0,10.0,36.13786957194466,1.0381554363247765,0.002256113597976024,163.90159803300165,160.21383291862196,3.3035511884274107,2.0714844914198833,49851.54549577377,-5.111884084866376e-06,5.0739336013793945,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,194.0,163.0,7.0,13.0,36.12120016605887,1.0387109420830136,0.07814665923120032,196.69032077765047,159.43925539997502,0.21276789691447073,0.7614420514063976,44787.80710767791,-4.733374278787636e-06,7.863842487335205,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,183.0,118.0,7.0,13.0,36.127312373539766,1.0137109719494233,0.0012005939597936532,187.31902965439878,119.2909630667399,4.522967074918294,-6.67331907514887,18608.087142451903,-6.35732570980532e-06,2.354635238647461,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,132.0,139.0,7.0,13.0,36.155650200996305,1.0253776152583771,0.013364630712092963,130.57158312420015,137.18756089135601,1.7299638507787096,0.5464633829625356,-22196.24551354118,-4.946870594717849e-06,8.02447509765625,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,226.0,148.0,7.0,13.0,36.1034195637687,1.0303774601828692,0.0018159791042845074,223.77586657221937,149.4800846918882,4.479414933935253,2.977622779159205,-27223.355798305034,-5.6404443490016814e-06,1.9223620891571045,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,123.0,182.0,7.0,13.0,36.16065116495161,1.0492664727294434,0.0021897458488828003,121.0917136954831,181.35151206070066,5.731137651202376,2.456737587622305,-5721.728514879242,-6.032705214201782e-06,3.942664861679077,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,217.0,115.0,7.0,13.0,36.10842054799821,1.0120441826548043,0.0022378969351575357,218.50372381893433,113.14898961079832,2.9102307066063067,3.4168565931352166,-5749.690589990363,-5.521162239321293e-06,3.15590238571167,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,164.0,162.0,7.0,13.0,36.13786957194466,1.0381554363247765,0.002256113597976024,163.90159803300165,160.21383291862196,3.3035511884274107,2.0714844914198833,49851.54549577377,-5.111884084866376e-06,5.0739336013793945,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,170.0,238.0,7.0,13.0,36.13453563192611,1.0803776488709533,0.0010054666952369678,168.710157804704,235.77777078561823,12.812835190174686,4.7507942555166185,91044.51567583898,-7.854102795234543e-06,1.178518295288086,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,183.0,118.0,10.0,13.0,36.127312373539766,1.0137109719494233,0.0012005939597936532,187.31902965439878,119.2909630667399,4.522967074918294,-6.67331907514887,18608.087142451903,-6.35732570980532e-06,2.354635238647461,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,133.0,139.0,10.0,13.0,36.155094556509574,1.0253776181025793,0.001622256149550403,129.8514976298372,138.0484453478611,5.648454156802289,3.6858827626771133,-40204.12799554589,-6.212145955214793e-06,5.441614151000977,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,170.0,237.0,10.0,13.0,36.13453563270719,1.0798220936013732,0.0010218078909027086,170.85594365085996,234.93688100136168,5.3906977642047496,-9.657736017582266,10454.856714092852,-7.374668982368494e-06,0.8896222710609436,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,229.0,150.0,10.0,13.0,36.101752615126145,1.0314885520309183,0.02778696212720023,237.84062035114826,140.81284906771808,0.3716630082855236,-0.37909804480709425,-15549.156214011766,-4.452244509313649e-06,0.6264201998710632,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0224.5+0102,125.0,185.0,10.0,13.0,36.159539878479,1.0509331467548317,0.0017525677367909035,122.04985810406299,182.35588863675568,3.03481003856655,7.03353210025818,-16640.3489366094,-6.429609774010786e-06,2.0876426696777344,0.0,50.0,ACT-CLJ0224.5+0102,0.0004949880388205,1.0586472436786327,-0.0132346908662164,0.0724092264598557,19.0
ACT-CLJ0225.4-0355,164.0,150.0,5.0,7.0,36.36210264273608,-3.9504125175740215,0.05208888024739511,164.59809940781793,151.97387482274831,0.226419118601401,0.37751617937779663,10066.666519836765,-6.107774850764081e-06,6.0379958152771,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,178.0,188.0,5.0,7.0,36.354306567585326,-3.929301359671273,0.011595745644513265,177.57861276085572,188.16207590387776,0.9633111913310716,1.6325718926710526,-6461.555634763858,-6.908008493731628e-06,9.75014591217041,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,207.0,154.0,5.0,7.0,36.338156928012516,-3.9481899196273247,0.003254646299534462,206.96028163535362,154.0810440306535,3.334064738286589,2.694718894301935,20215.10400280686,-7.566699926273722e-06,6.632565498352051,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,199.0,180.0,5.0,7.0,36.34261230294909,-3.9337455978241724,0.0027411215802221247,198.4275681393554,181.15687735996883,3.2173596175387837,3.2782639458301115,-1515.9877863881322,-7.546312964134715e-06,3.734044075012207,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,172.0,164.0,5.0,7.0,36.35764766541261,-3.9426347218189486,0.2851249009943879,172.3346018909922,163.2055163515396,0.19221777424071393,0.3989848144073566,-34451.24797529014,-6.448299014863043e-06,7.943607330322266,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,133.0,163.0,5.0,7.0,36.379365741111855,-3.9431901398125637,0.0031210355031747357,132.98154814211142,162.71405307714627,2.034714774022223,3.7545203018429034,-32942.50310965003,-7.2431274530352684e-06,6.455654621124268,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
ACT-CLJ0225.4-0355,149.0,176.0,5.0,7.0,36.370455697107474,-3.935968042283103,0.002238829015662514,147.23638996508402,175.05636033356896,1.776879077485162,4.033881712558669,22967.51101875758,-6.776606458501948e-06,2.587214469909668,0.0,51.0,ACT-CLJ0225.4-0355,0.0005866675285437,1.0867606497445317,-0.0168641343115754,0.1400453480174532,19.0
