cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,int_flux_err_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type
ACT-CLJ0200.3+0019,163.0,163.0,3.2,2.0,6.0,30.090129326233832,0.3242632255267501,1.3712601992228881e-05,0.01716959380015089,162.9999603626513,162.99996304042125,2.99989330225367,0.027738532587224432,0.26256218011413174,93.7650824340783,162.51018340430645,162.5587890968785,2.738188145547276,89.25102996826172,0.0,0.00016873845015652478,1960165.5,0.0,ACT-CLJ0200.3+0019,0.0001339813306553,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0
ACT-CLJ0200.3+0019,173.0,173.0,3.2,2.0,6.0,30.084449700691035,0.3297475517832554,0.00015083862077901942,0.006124771094732083,172.9999977701747,172.99999724087664,2.999978282348241,0.009895504228278089,0.09559138545124651,29.862023901836913,173.08322282563577,172.9647104698901,2.7776014553060273,29.35462760925293,0.0,0.00017727111116982996,1700110.875,0.0,ACT-CLJ0200.3+0019,0.0001339813306553,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0
ACT-CLJ0200.3+0019,81.0,227.0,3.2,2.0,6.0,30.135561783032248,0.359747438670555,0.001007012668601552,0.002681355186180146,80.99999976322049,226.99999994107532,2.9999995608431465,0.004332200758094489,0.04186866455637534,5.328990947760112,80.81349731966014,227.28704334858773,2.76798641606777,5.245914459228516,0.0,0.0004209751496091485,301960.25,0.0,ACT-CLJ0200.3+0019,0.0001339813306553,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0
ACT-CLJ0201.6-0211,163.0,208.0,5.120000000000001,2.0,6.0,30.42712692133379,-2.172897871778118,0.0004461339496542913,0.004688903461642349,162.99999884182986,207.9999988623562,2.9999963492920503,0.0075757317585025,0.0773868472305815,10.821264710214582,162.82138466122893,208.03665406707418,3.257270041493547,11.834802627563477,0.0,0.0003267176798544824,568325.6875,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,175.0,168.0,5.120000000000001,2.0,6.0,30.420455350566833,-2.195120075502054,0.00013882951317298876,0.001921258489427341,174.9999998174912,167.99999991945126,2.9999984032546716,0.003104128503379475,0.03172005593326264,2.54852214353732,173.07942365092953,169.19122875605024,7.2902952747937855,4.401561737060547,0.0,0.00032165073207579553,509346.78125,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,209.0,131.0,5.120000000000001,2.0,6.0,30.40155223196063,-2.2156754182844014,0.0005459268581526462,0.001985129686684389,208.99999998675068,130.99999878798076,2.9999873096180645,0.003207299852638333,0.032801611926923574,3.835144468420457,209.3923984657393,130.51792575045656,3.1491070841892688,3.6747007369995117,0.0,0.000425124482717365,315820.96875,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,90.0,198.0,3.2,2.0,6.0,30.467711798253138,-2.1784528955564184,0.0007805348305060672,0.0024900628961192404,90.00000004938448,197.99999867277384,2.9999846746997814,0.004023094503261236,0.041138000053178345,4.56793245791953,90.51123364012145,197.88374270760826,2.519674645176483,4.291512966156006,0.0,0.0005109680350869894,224525.609375,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,161.0,66.0,5.120000000000001,2.0,6.0,30.427510254899563,-2.2540035614248817,0.0009308925214344893,0.003565336039317442,160.99999929717472,65.99999998790953,3.000001285858732,0.005760433878653372,0.06099695215656085,5.169801052707507,159.92722400343348,66.71682758457406,3.0600353983095645,4.153404712677002,0.0,0.0006341327098198235,219894.8125,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,163.0,228.0,5.120000000000001,2.0,6.0,30.42639831746018,-2.1640035796592008,0.0006400274395728532,0.0017782498034648597,163.00000007086783,227.99999990002834,3.0000002009619493,0.002873076448019761,0.005746152896039522,3.668302154275424,163.1047481612212,227.99675887261614,4.462388997753164,3.0094518661499023,0.0,0.0003150696284137666,824717.5,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
ACT-CLJ0201.6-0211,141.0,80.0,5.120000000000001,2.0,6.0,30.438629903821504,-2.2462257427788073,0.000820753744645273,0.0012349769224296021,140.9999999792997,80.00000015643164,2.9999990680053052,0.0019953217049759673,0.021132237159121627,2.5319791432129555,142.45227150204627,78.8154257688809,3.238882356252412,2.1211462020874023,0.0,0.0004250221827533096,497032.9375,1.0,ACT-CLJ0201.6-0211,0.0001737831322086,1.1593152821288597,-0.2447575961398735,0.0019051973784484,2916.4962454383517,-0.0055931778743871,1.0686751002912145,20.0
