cluster,x,y,sigma_dog,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma,int_flux_Jy,amp_snr,x_snr,y_snr,sigma_snr,snr,masked,noise_ps,hits_ps
ACT-CLJ0839.5-0150,95.0,104.0,3.2,2.0,6.0,129.9171402516615,-1.8763503130013244,0.0008592559830681089,0.0038693491369485855,95.0,104.0,3.0,0.004043197785052447,13.103925559779398,94.70925664319229,104.18072930209549,0.3971151036562119,15.458717346191406,0.0,0.0002573637175373733,1231719.5
ACT-CLJ0839.5-0150,72.0,170.0,3.2,2.0,6.0,129.9299238443897,-1.8396833442066418,0.0008761052037804568,0.001895574969239533,72.0,170.0,3.0,0.0019807425605108883,6.458159571355566,71.88305910409628,170.52784481074002,-0.4216954955275048,6.939626693725586,0.0,0.00024252594448626041,1152309.5
ACT-CLJ0839.5-0150,270.0,213.0,5.120000000000001,2.0,6.0,129.81986795550446,-1.8157941618266014,0.0011580853476182034,-0.0023849408607929945,270.0,213.0,3.0,-0.002492095508714865,3.142889309634023,269.5796344767279,212.40968634878766,0.18744028354682746,4.432434558868408,0.0,0.0005203885375522077,317039.5625
ACT-CLJ0842.3+0033,225.0,212.0,3.2,2.0,6.0,130.5639667277687,0.5787845814668613,0.0007798720584037929,0.026372184976935387,225.0,212.0,3.0,0.02755707901040603,71.37944494952836,225.39720774410856,212.1343040253371,0.38239558768249415,52.25769805908203,0.0,0.00020898315415252,1668725.375
ACT-CLJ0842.3+0033,44.0,219.0,5.120000000000001,2.0,6.0,130.66452741454987,0.5826731959916571,0.0012706552179494153,0.0,44.0,219.0,3.0,0.0,6.889972711362891,43.992692610103404,219.1410244188594,0.2657174932966865,5.783632755279541,0.0,0.0009090364910662174,43087.58984375
ACT-CLJ0842.9+0424,178.0,265.0,3.2,2.0,6.0,130.73000631344266,4.453607343748663,0.0010106937741252435,0.007884460501372814,178.0,265.0,3.0,0.008238706848931127,11.47689813421424,178.23169985015832,265.4240275479004,-0.3540313577548569,14.081178665161133,0.0,0.00030188437085598707,688489.875
ACT-CLJ0842.9+0424,150.0,270.0,5.120000000000001,2.0,6.0,130.74560899811792,4.456385142163,0.0010536415402541868,-0.0017765493830665946,150.0,270.0,3.0,-0.0018563691919297044,2.6389579035699673,152.23317890643077,269.4358688543426,0.12201463455834897,5.886429309844971,0.0,0.00033139725564979017,571109.125
ACT-CLJ0844.6+0216,172.0,160.0,5.120000000000001,2.0,6.0,131.16813086676157,2.272737888642643,9.888297888940045e-05,0.0027377565857023,172.0,160.0,3.0,0.0028607631339397973,11.732100339423486,171.66332672607214,159.77968956658216,-0.32574853309088186,14.16569995880127,0.0,0.00012924656039103866,4473494.0
ACT-CLJ0844.6+0216,137.0,254.0,3.2,2.0,6.0,131.18759112193237,2.3249600409152156,0.0009244060965034802,0.01082685962319374,137.0,254.0,3.0,0.011313307044215785,5.91948910561932,137.1845186922353,254.16505885715767,-0.4138194009013795,6.903750419616699,0.0,0.0002733800502028316,834055.625
ACT-CLJ0844.6+0216,104.0,221.0,5.120000000000001,2.0,6.0,131.20593913965016,2.306626420503784,0.0008022163443995312,-2.4890268832677975e-05,104.0,221.0,3.0,-2.6008580836674374e-05,4.290166564285755,102.92448019236326,220.92447923868895,-4.059889100492001,4.444647312164307,0.0,0.00022360666480381042,1648812.125
ACT-CLJ0845.0+0127,80.0,93.0,5.120000000000001,2.0,6.0,131.30873794963276,1.4242230601762866,0.0010391307973290158,0.0016997288912534714,80.0,93.0,3.0,0.0017760971794148549,3.434437986293228,78.7206974918294,92.51938854268836,0.17106785177871556,5.033118724822998,0.0,0.0004418258322402835,326643.875
ACT-CLJ0845.0+0127,185.0,171.0,3.2,2.0,6.0,131.25038636452288,1.4675568025956387,0.0002394802937612912,0.0006691452581435442,185.0,171.0,3.0,0.0006992097455795637,5.736534555832016,185.01018785948682,171.08352212871065,-0.45243400673442336,6.462704181671143,0.0,0.00012823721044696867,4236856.0
ACT-CLJ0845.0+0127,223.0,199.0,5.120000000000001,2.0,6.0,131.2292680947458,1.4831121346775409,0.0006917731393155191,0.0013442561030387878,223.0,199.0,3.0,0.0014046531098601868,3.847607480241048,222.93158480021162,199.24958315295234,0.3094253780158625,3.8695127964019775,0.0,0.00018791560432873666,2100935.25
ACT-CLJ0845.4+0327,171.0,207.0,3.2,2.0,6.0,131.3670610511735,3.484586367644128,0.0004449733770848837,0.026218414306640625,171.0,207.0,3.0,0.027396399471926305,101.85461896840606,171.39156119571183,207.05862234921887,0.3723218705640832,57.79252243041992,0.0,0.00014798861229792237,3360045.0
ACT-CLJ0848.4+0412,246.0,159.0,3.2,2.0,6.0,132.06091942258416,4.200835141747444,0.0008150061012438209,0.0032929498702287674,246.0,159.0,3.0,0.003440901079321394,13.407562604986431,245.7895547214161,159.4344331572287,0.3829045565064087,15.278803825378418,0.0,0.0002420328528387472,1141060.875
ACT-CLJ0848.4+0412,148.0,275.0,5.120000000000001,2.0,6.0,132.11551116651663,4.265280919154198,0.0011040556309567366,-0.0002881328109651804,148.0,275.0,3.0,-0.0003010785281614747,2.3581583499908447,148.0,275.0,3.0,2.9049322605133057,0.0,0.0003585107042454183,581097.3125
ACT-CLJ0849.6-0051,71.0,236.0,3.2,2.0,6.0,132.46973484239138,-0.81521897232368,0.0011372777809687295,-0.0008808945422060788,71.0,236.0,3.0,-0.0009204728588336049,5.681618610119783,70.70842422434121,235.95257677514883,-0.4026605046367105,6.37692928314209,0.0,0.00037032715044915676,355321.90625
ACT-CLJ0849.6-0051,252.0,217.0,5.120000000000001,2.0,6.0,132.36916901915023,-0.8257745268930025,0.0010227152488873675,0.0002752658911049366,252.0,217.0,3.0,0.0002876335016109858,4.166512722465411,252.0188553320903,218.54586814110212,-0.3587677639492813,3.280416488647461,0.0,0.0003429593052715063,774016.375
ACT-CLJ0849.6-0051,106.0,52.0,5.120000000000001,2.0,6.0,132.45028927391783,-0.9174413489018578,0.0011968511671042485,0.0029142587445676327,106.0,52.0,3.0,0.0030451954796712217,2.4595190482016127,102.69557765383888,50.95537371829655,0.1581921778738906,4.362483024597168,0.0,0.0006063974578864872,201881.21875
ACT-CLJ0849.8+0440,189.0,167.0,3.2,2.0,6.0,132.44130985807453,4.671926539352691,0.0002662505635467982,0.02237834595143795,189.0,167.0,3.0,0.023383798044997548,105.61990031031542,188.5717753348721,166.74371794824646,0.3765296500734538,58.81897735595703,0.0,0.00014182906306814402,3846316.5
ACT-CLJ0852.2-0101,202.0,196.0,3.2,2.0,6.0,133.05184052236388,-1.0050279954979422,0.000509031246636049,0.005011076107621193,202.0,196.0,3.0,0.005236222191890683,21.04977185022042,201.79682907396256,196.07800430217375,0.3789551790952799,22.764705657958984,0.0,0.0001697968109510839,2090797.875
ACT-CLJ0852.2-0101,182.0,72.0,5.120000000000001,2.0,6.0,133.0629531029575,-1.0739169280825478,0.0008939520408112825,0.0005273806164041162,182.0,72.0,3.0,0.0005510756627679962,4.066299800757175,181.08487856208566,72.38445989474626,0.21574742152369192,3.8967092037200928,0.0,0.0002627002540975809,978744.25
ACT-CLJ0852.2-0101,241.0,57.0,5.120000000000001,2.0,6.0,133.03016947271053,-1.0822499568004171,0.0012740911712323907,0.006538299843668938,241.0,57.0,3.0,0.0068320636133596515,4.73022303783557,241.94591145145293,57.24379680915588,0.322300791436889,5.551939487457275,0.0,0.0007092447485774755,161091.875
ACT-CLJ0852.2-0101,278.0,106.0,5.120000000000001,2.0,6.0,133.0096108257204,-1.055027401132904,0.00124897578010427,6.67645363137126e-05,278.0,106.0,3.0,6.976424607590102e-05,2.439872980117798,278.0,106.0,3.0,2.845663070678711,0.0,0.0006440344732254744,136479.0625
ACT-CLJ0853.4+0132,168.0,239.0,3.2,2.0,6.0,133.36176244266326,1.58189415078732,0.0007488761781139164,0.002005629241466522,168.0,239.0,3.0,0.0020957415368127877,8.56698450905165,168.42300890621868,238.71209991834118,-0.3861482901314073,9.911149978637695,0.0,0.00019547481497284025,1638910.875
ACT-CLJ0853.4+0132,200.0,43.0,5.120000000000001,2.0,6.0,133.3439789708601,1.4730051992171447,0.0012112576894662396,0.008877220563590527,200.0,43.0,3.0,0.009276071310648483,5.593925540447276,199.319472432342,42.83346737154586,0.3810416166117858,6.211936950683594,0.0,0.000634708208963275,98522.375
ACT-CLJ0853.4+0132,189.0,228.0,5.120000000000001,2.0,6.0,133.3500913743154,1.5757829911342014,0.0006914332852449905,0.0002911379560828209,189.0,228.0,3.0,0.000304218693510572,2.8126771911107924,189.43219855791816,228.38909175155908,0.19153752428574464,3.1351897716522217,0.0,0.0001923015806823969,1751919.25
ACT-CLJ0855.4-0106,168.0,163.0,3.2,2.0,6.0,133.86824806453697,-1.1165647085011958,5.8980131232011966e-05,0.02611921727657318,168.0,163.0,3.0,0.027292745550282847,114.56723525373516,168.15754161621032,163.06917636842797,0.360885791458964,58.00179672241211,0.0,0.0001317826972808689,4073394.0
ACT-CLJ0856.3+0146,171.0,178.0,3.2,2.0,6.0,134.08302551140935,1.7905452666827109,0.00017799992480890036,0.006541568320244551,171.0,178.0,3.0,0.006835478941566874,28.900764422814174,170.8873395786762,178.45546213188544,0.36349053755877375,30.3301944732666,0.0,0.0001243528677150607,4411286.0
ACT-CLJ0856.3+0146,239.0,203.0,5.120000000000001,2.0,6.0,134.04522896363684,1.8044336585094434,0.0008458572923313029,-0.0004594945930875838,239.0,203.0,3.0,-0.0004801395416285434,3.95465986669227,238.6650342036813,202.95505442269953,0.26182195693462634,3.664466381072998,0.0,0.00025707087479531765,1119742.75
ACT-CLJ0856.4-0013,212.0,164.0,5.120000000000001,2.0,6.0,134.07801118588128,-0.22950577413597442,0.00048520135071147336,0.0023772800341248512,212.0,164.0,3.0,0.002484090483497437,10.886773148846418,211.76551997511814,164.15514991437036,-0.3107989038480447,12.373416900634766,0.0,0.00015120769967325032,2420234.5
ACT-CLJ0856.4-0013,171.0,231.0,5.120000000000001,2.0,6.0,134.100789157854,-0.19228358297186263,0.0006747100818639822,-0.0006167256506159902,171.0,231.0,3.0,-0.0006444349414594408,2.3188676834106445,171.0,231.0,3.0,2.7264885902404785,0.0,0.00016338861314579844,2486577.5
ACT-CLJ0856.4-0013,76.0,226.0,5.120000000000001,2.0,6.0,134.1535672205431,-0.19506129257494306,0.0010394474191106917,0.002647080458700657,76.0,226.0,3.0,0.002766012956875316,3.743577587873064,75.60522926638099,225.98542624968871,-0.26573909986787964,4.4423828125,0.0,0.0003215113247279078,650949.375
ACT-CLJ0856.5+0143,110.0,60.0,5.120000000000001,2.0,6.0,134.15904331847557,1.6671336784353123,0.0011101276274352418,0.007964692078530788,110.0,60.0,3.0,0.008322543205789895,6.079573766239535,109.5351543147198,59.7981149609892,-0.3188481105082735,7.422779083251953,0.0,0.0005895851645618677,220210.8125
