,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type
0,ACT-CLJ0200.3+0019,0.00013398133065535445,1.0081997770385955,0.1141923670793459,0.0,3219.08328599533,-0.004205386715328283,1.0432557649733696,20.0
1,ACT-CLJ0201.6-0211,0.00017378313220863315,1.1593152821288595,-0.24475759613987352,0.0019051973784484073,2916.4962454383513,-0.0055931778743871915,1.0686751002912145,20.0
2,ACT-CLJ0201.6-0503,0.00013941665974531134,1.0072113298298233,-0.14236030346693704,0.011431184270690443,3003.666785843981,-0.018571321698419692,1.030470637103354,20.0
3,ACT-CLJ0203.0-0042,0.00015524216491785107,1.0909796071505837,-0.14508393596765765,0.0,2977.122033484758,0.00894378522098685,1.0501172651951245,20.0
4,ACT-CLJ0203.2-0123,0.0001376064808082947,0.9834798468964137,0.08437688277650426,0.0171472664399417,2981.364702700021,0.016186685796417025,1.0375489655280397,20.0
5,ACT-CLJ0203.7+0216,0.00013607082407478429,0.9657202449167238,-0.16555963214333413,0.0,3148.774872563277,0.006037141064793761,0.9884750462496937,20.0
6,ACT-CLJ0203.9-0205,0.00016917050976163656,1.0810604358293632,0.05893720462190357,0.0,3003.5376083219085,0.1048300084182011,1.0354951111428337,20.0
7,ACT-CLJ0204.5+0321,0.0001516822330707594,0.9898698379831097,-0.025791411137730553,0.0019059781003116275,2870.7950319973343,0.05378539791127556,1.087884164913207,20.0
8,ACT-CLJ0204.7-0116,0.00015413830180019593,0.9585642218926542,0.09587036627333224,0.0,3043.241061986336,-0.01890090050760893,1.0189637038246768,20.0
9,ACT-CLJ0204.8-0303,0.00016904974458824593,1.0664900273199154,-0.12882867248995805,0.0,3018.055633327349,-0.06723785028969055,1.0296328696869768,20.0
10,ACT-CLJ0205.2-0439,0.00016157204581955748,1.0197682043538725,-0.0702921670687394,0.005715592135345221,2985.87341457319,-0.03991988302105159,1.0404661085309896,20.0
11,ACT-CLJ0205.9-0307,0.0001555762814294682,0.9474874974226551,-0.04971739405723206,0.0,3097.4125462738,-0.01152568115824329,1.0111860804070927,20.0
12,ACT-CLJ0206.2-0114,0.00015749970381749334,0.9949243272792819,-0.033711767935745075,0.0,3213.386652193031,-0.0018522318213144567,0.9599789507682298,20.0
13,ACT-CLJ0206.4-0118,0.00016116336279239357,1.0918299001877574,-0.11931629817373011,0.0019051973784484073,2937.07117900331,-0.011581360326340348,1.0605835897757656,20.0
14,ACT-CLJ0206.9-0119,0.00015627887584506104,1.0105999749182886,-0.20533344859001665,0.0,3106.145135168824,-0.008767234031719206,1.0022530860988872,20.0
15,ACT-CLJ0207.2+0536,0.0001525331716082782,1.0760091953373916,0.17714141416014675,0.0,2953.3516904832222,0.07846103789938541,1.0552710779505996,20.0
16,ACT-CLJ0207.7+0020,0.0001243723470079643,1.0318956929590208,-0.11450672661113827,0.0,2926.0380206383975,0.03778382270344442,1.0720373884042806,20.0
17,ACT-CLJ0208.2-0237,0.00012310986770969838,0.9854490439793198,-0.03178605860192477,0.004762993446121018,3070.43177482558,0.028025296312692,1.0141425678615412,20.0
18,ACT-CLJ0208.3-0255,0.00013105030900450142,1.0700590226823998,-0.11058757945844454,0.006668317869186656,2903.3892623645875,-0.012964127404552475,1.0760163560184635,20.0
19,ACT-CLJ0209.6+0222,0.00012855680295849269,1.082062872242828,0.14355676937787099,0.012383782959914647,2938.76061759274,0.09152513501393843,1.0552193900555646,20.0
20,ACT-CLJ0209.9+0038,0.00012199862552105307,0.9621896245640879,-0.026395226523336642,0.0,3017.611476930959,-0.00976266006588064,1.0276225159860561,20.0
21,ACT-CLJ0210.0-0243,0.00013751216474997308,1.0173808816417724,0.051713236542317895,0.0,3143.9360961042094,0.007907839179907214,0.9880726548273665,20.0
22,ACT-CLJ0210.1+0254,0.00012915073698404776,1.0293248300798727,0.09132422322182762,0.004762993446121018,2927.353398276997,0.07462129403032108,1.0714449077173458,20.0
23,ACT-CLJ0211.1-0453,0.0001427762976734905,1.0668773896466617,-0.01301958119885702,0.008573388203017833,3058.8944742154363,0.0016282663420336154,1.0185582182883839,20.0
24,ACT-CLJ0211.2-0343,0.00013593793276517392,1.044515681449831,-0.16306918506102286,0.0019051973784484073,2975.735249433585,-0.04299965129180085,1.0377066294627846,20.0
25,ACT-CLJ0211.9-0146,0.00014083193601660362,1.096360958159119,-0.033834513365628295,0.017147593144773318,2934.966569201677,0.008161859457929901,1.0566539758245281,20.0
26,ACT-CLJ0212.5-0037,0.0001332314609698956,1.0314102194492767,-0.06494258940819715,0.006668190824569426,2764.577437563952,-0.008675628845723222,1.1262618760002336,20.0
27,ACT-CLJ0212.5+0152,0.0001443070500097812,1.092345668999675,0.011539942702800492,0.006668190824569426,3004.826504178912,0.02962691308739112,1.0388363057421472,20.0
28,ACT-CLJ0214.7-0432,0.0001478034440060351,1.0378172900639804,0.012086425692888774,0.0,2985.8949046015005,-0.004034703292780311,1.0335167739482296,20.0
29,ACT-CLJ0215.4+0030,0.00013485872790103268,1.038528372439784,-0.027024948893151633,0.0,3016.5315272947178,0.01705359158298308,1.0350100805878688,20.0
30,ACT-CLJ0215.4-0440,0.00013924070890464416,0.8921574101535349,-0.11361099880789227,0.0,3363.5225324034373,-0.024611478906194115,0.9272033158725332,20.0
31,ACT-CLJ0215.6-0113,0.00013701414893156085,1.0473597286157563,-0.11771548163343608,0.0,2982.25329686766,-0.06432457837538652,1.0445776940082927,20.0
32,ACT-CLJ0215.8-0041,0.00011994244341625942,0.9246627642896884,-0.09995005205210014,0.0,3135.758075980268,-0.030153115386363248,0.9917120952229276,20.0
33,ACT-CLJ0217.7-0345,0.00012805955600833155,0.9392642499652529,-0.1442271366997341,0.0019051973784484073,3086.934547045698,0.057791799841087586,1.0132676162918364,20.0
