,cluster,ra_deg,dec_deg,FINT_first,Total_flux_vlass,int_flux_Jy,alpha,sed_offset
37,ACT-CLJ0210.1+0254,32.49687075753685,2.9202509373971703,nan,nan,0.0005973088619327,999,999
38,ACT-CLJ0210.1+0254,32.48908520330346,2.879139437380952,nan,nan,0.0015525177471674,999,999
39,ACT-CLJ0210.1+0254,32.56306816173473,2.9596967217927226,nan,nan,-0.003442857387493,999,999
40,ACT-CLJ0211.1-0453,32.76046331094145,-4.892156105285168,1.7620276,3.442288178260001,0.0026479916900295,0.04456943555854778,-0.03749194397989084
41,ACT-CLJ0211.1-0453,32.80562777752458,-4.867713063946482,nan,nan,0.0001981723938211,999,999
42,ACT-CLJ0211.2-0343,32.83961555439615,-3.676966534294137,nan,nan,-0.000780101665223,999,999
43,ACT-CLJ0211.2-0343,32.80788305395991,-3.7408557171016255,nan,nan,0.0004162260340167,999,999
44,ACT-CLJ0211.9-0146,32.92217396702879,-1.7608445953757514,nan,nan,0.0237479530966658,999,999
45,ACT-CLJ0211.9-0146,32.9527426377415,-1.824178772547708,nan,nan,-0.0013173708916919,999,999
46,ACT-CLJ0212.5-0037,33.09254155486352,-0.6296690781455123,1.2432098,nan,0.0039716683363972,0.2789800839318667,-2.457042851259316
47,ACT-CLJ0212.5+0152,33.097509329149375,1.815060748220576,nan,nan,0.0019414796671686,999,999
48,ACT-CLJ0212.5+0152,33.15086936588079,1.811727615318082,nan,nan,0.0014738680033864,999,999
49,ACT-CLJ0212.5+0152,33.123633409497344,1.8445054682809487,nan,nan,0.0022999814723711,999,999
50,ACT-CLJ0214.7-0432,33.62269612565129,-4.586156393813192,nan,nan,0.0036573143559665,999,999
51,ACT-CLJ0215.4+0030,33.816013882645215,0.5149174859632406,nan,nan,-0.0005228558991443,999,999
52,ACT-CLJ0215.4+0030,33.902684249654286,0.558806506502064,nan,nan,0.003634612811942,999,999
53,ACT-CLJ0215.4-0440,33.83245303184065,-4.623458007051416,nan,nan,0.0020952291645942,999,999
54,ACT-CLJ0215.4-0440,33.861436416049315,-4.606792286984936,nan,nan,0.0025392118565754,999,999
55,ACT-CLJ0215.6-0113,33.88260829514076,-1.2735092773647407,nan,nan,-0.000673265975358,999,999
56,ACT-CLJ0215.6-0113,33.86760503773986,-1.24239800472442,nan,nan,0.0006283725833194,999,999
57,ACT-CLJ0215.6-0113,33.87371774170404,-1.2290647536639463,nan,nan,-0.0003281523881053,999,999
58,ACT-CLJ0215.8-0041,33.93513373282696,-0.6462493491998298,nan,nan,0.0073293425044475,999,999
59,ACT-CLJ0215.8-0041,33.897908120713666,-0.724582288383955,nan,nan,0.0013892278109103,999,999
60,ACT-CLJ0215.8-0041,33.91013167304275,-0.6912491229780803,nan,nan,0.0003574658085264,999,999
61,ACT-CLJ0215.8-0041,34.019028632803135,-0.705693483783147,nan,nan,0.0001968863997671,999,999
62,ACT-CLJ0215.8-0041,34.002916028440474,-0.6740269996804633,nan,nan,0.001707576396971,999,999
63,ACT-CLJ0217.8-0048,34.52060079294693,-0.814355813928724,nan,nan,0.0101799241260533,999,999
64,ACT-CLJ0218.1-0214,34.52995118345869,-2.3094336099586057,nan,nan,-0.0091358039417503,999,999
65,ACT-CLJ0218.1-0214,34.53495451337498,-2.181100308678961,nan,nan,0.0042024978598667,999,999
66,ACT-CLJ0218.2-0041,34.62854036987304,-0.6771265623130491,nan,nan,-0.0049806949163941,999,999
67,ACT-CLJ0218.2-0041,34.5496461262291,-0.6454602342247444,nan,nan,-0.0028339336604601,999,999
68,ACT-CLJ0218.5-0114,34.62854818150267,-1.3142163210769793,nan,nan,0.0092971345286901,999,999
69,ACT-CLJ0218.5-0114,34.58353782457348,-1.2519934803939825,nan,nan,-0.001219227161023,999,999
70,ACT-CLJ0218.5-0114,34.62465922316338,-1.1853274645772145,nan,nan,0.0029577562167417,999,999
71,ACT-CLJ0218.7-0014,34.6769880819352,-0.1853223721967486,nan,nan,0.0033359049176352,999,999
72,ACT-CLJ0218.7-0014,34.644210108199964,-0.2036556566130895,nan,nan,-0.0018448649028852,999,999
73,ACT-CLJ0218.7-0014,34.62143210828009,-0.2269889091678168,nan,nan,0.0010854320799362,999,999
74,ACT-CLJ0219.0+0303,34.82363362029219,3.0487886691171338,nan,nan,0.0045486483561392,999,999
75,ACT-CLJ0219.0+0303,34.76410486167712,2.997123760082682,nan,nan,0.0011772768680956,999,999
76,ACT-CLJ0219.0+0303,34.727387270851835,3.0193454022842503,nan,nan,-0.0024053656842418,999,999
77,ACT-CLJ0219.0+0303,34.82808548157347,3.067121729030313,nan,nan,0.0,999,999
78,ACT-CLJ0219.0+0303,34.73962696223076,2.9965679694335603,nan,nan,0.0033004767873078,999,999
79,ACT-CLJ0219.8+0022,34.958412503247565,0.3086435334219699,nan,nan,0.0040728586867751,999,999
80,ACT-CLJ0219.8+0022,34.93674541729237,0.3536434795212788,nan,nan,0.0005729146770641,999,999
81,ACT-CLJ0219.9+0130,35.03448668285313,1.4900052581597871,nan,nan,-0.0026275128585354,999,999
82,ACT-CLJ0219.9+0130,35.010590750574764,1.5605612567124416,nan,nan,0.062919713278806,999,999
83,ACT-CLJ0219.9+0130,34.93000611973947,1.5266720686628892,nan,nan,-0.0043844834214565,999,999
84,ACT-CLJ0219.9+0246,34.93654329535883,2.7632505753999785,nan,nan,-2.016161529387011e-05,999,999
85,ACT-CLJ0219.9+0246,34.9154068077944,2.778249607229548,nan,nan,0.0012543785470965,999,999
86,ACT-CLJ0219.9+0246,34.972696621096375,2.7326957998759376,nan,nan,0.0043637389154787,999,999
87,ACT-CLJ0219.9+0246,35.01441075376511,2.734361992629555,8.280312,8.025296480560003,0.0038437550742831,-0.1941068438784043,2.7161523515819725
88,ACT-CLJ0219.9+0246,34.95545323116723,2.8082511091244102,nan,nan,0.0012987562824792,999,999
89,ACT-CLJ0219.9+0246,34.92764359741762,2.773805768436384,nan,nan,0.0057561758649213,999,999
90,ACT-CLJ0220.9-0332,35.20522289983762,-3.55339524973658,100.791306,35.059340150480004,0.002169567901952,-0.8903558406242945,10.073030877561056
91,ACT-CLJ0220.9-0332,35.30040665295,-3.5650603935282805,nan,nan,0.0084318580375862,999,999
92,ACT-CLJ0220.9-0332,35.23082763912718,-3.5583958036915297,18.303434,12.58647424608,0.0011318213506956,-0.6806053553675885,7.5156046153652705
93,ACT-CLJ0221.6-0012,35.34817486356367,-0.2486565821879234,nan,nan,0.0022277097408865,999,999
94,ACT-CLJ0221.6-0012,35.357619350438256,-0.2614343845578911,nan,nan,-0.0028726204391709,999,999
95,ACT-CLJ0221.7-0346,35.50376192397411,-3.7550549010340495,nan,nan,0.0072353180663802,999,999
96,ACT-CLJ0221.7-0346,35.50042449935077,-3.799499555108714,nan,nan,0.0027693591902534,999,999
97,ACT-CLJ0221.7-0346,35.49540894381256,-3.727833264515801,nan,nan,0.0030656020535447,999,999
98,ACT-CLJ0221.7-0346,35.46757197686603,-3.717834571834764,nan,nan,0.0001341720919125,999,999
99,ACT-CLJ0221.9-0340,35.48095378878599,-3.609834355515789,nan,nan,-0.0075046219749486,999,999
100,ACT-CLJ0221.9-0340,35.513244004413465,-3.723167105156405,nan,nan,0.0093471601581223,999,999
101,ACT-CLJ0222.2+0520,35.51559869400718,5.303280695241014,nan,nan,0.009120301397701,999,999
102,ACT-CLJ0223.1-0057,35.85501238010882,-0.952892375623626,nan,nan,-0.001970595230654,999,999
103,ACT-CLJ0223.6+0020,35.86872107867392,0.2956931157787216,nan,nan,0.0148778528336213,999,999
104,ACT-CLJ0224.5-0002,36.17288125262005,-0.0877256194058278,nan,nan,0.000658111824954,999,999
105,ACT-CLJ0225.4-0355,36.33072252625461,-3.9684053858088295,nan,nan,-0.0012891220547159,999,999
106,ACT-CLJ0225.4-0355,36.4070171618019,-3.98118292339429,nan,nan,0.0109404956755783,999,999
107,ACT-CLJ0225.4-0355,36.32459600759695,-3.982849532945202,nan,nan,0.002188962625846,999,999
108,ACT-CLJ0225.4-0355,36.33907508354459,-3.992850127413831,nan,nan,-0.0056278867172053,999,999
109,ACT-CLJ0226.4+0426,36.61634233177239,4.3784963160289685,nan,nan,0.014696610284736,999,999
110,ACT-CLJ0227.6-0318,36.95227693260536,-3.253652656502297,nan,nan,0.0005622236511885,999,999
111,ACT-CLJ0227.6-0318,36.872703909200254,-3.262541559613388,nan,nan,0.002012170611146,999,999
112,ACT-CLJ0227.6-0318,36.86213091846483,-3.2686521960957524,nan,nan,0.0038908011108564,999,999
113,ACT-CLJ0228.4+0030,37.14911908484223,0.480548637081196,nan,nan,0.0007889631378775,999,999
114,ACT-CLJ0229.6-0336,37.436559704276725,-3.623267985701152,1.7303226,nan,0.0015757954058232,-0.022469785967067578,0.44363910659595257
115,ACT-CLJ0229.6-0336,37.41429290800437,-3.609379478797552,nan,nan,0.0011307924703004,999,999
116,ACT-CLJ0229.6-0336,37.35584186766949,-3.6393778759176336,nan,nan,-0.0043790006007928,999,999
117,ACT-CLJ0229.6-0336,37.41930225514987,-3.552712792329784,nan,nan,0.0014497908883629,999,999
118,ACT-CLJ0230.9+0248,37.69809269766478,2.747969800566717,nan,nan,-0.0126025221579884,999,999
119,ACT-CLJ0230.9+0248,37.78207921199643,2.77352472581851,nan,nan,0.0274894419848871,999,999
120,ACT-CLJ0230.9+0248,37.754824624672295,2.750747812896804,nan,nan,-0.0008206085087806,999,999
121,ACT-CLJ0230.9+0248,37.79098114581529,2.8251909484586326,nan,nan,-0.0005521508902228,999,999
122,ACT-CLJ0231.7-0453,37.92142818984164,-4.878834654797089,nan,nan,0.0009579331435051,999,999
123,ACT-CLJ0231.7-0453,37.9035855570199,-4.883278495379112,nan,nan,-0.000496089407791,999,999
124,ACT-CLJ0231.7-0453,37.90915987373093,-4.9210565044337855,nan,nan,-0.0012664456913773,999,999
125,ACT-CLJ0231.7-0453,37.98164475382599,-4.855499890820506,nan,nan,0.0013227331613422,999,999
126,ACT-CLJ0232.1+0230,38.070868509519336,2.4723967470234163,nan,nan,0.0035137851758934,999,999
127,ACT-CLJ0232.1+0230,38.04250962371776,2.5701750402174475,nan,nan,0.0014940562230025,999,999
128,ACT-CLJ0232.7+0214,38.202639166084815,2.1873530014554885,nan,nan,0.0025973673198424,999,999
129,ACT-CLJ0232.7+0214,38.25100903099553,2.2223519498785387,nan,nan,0.0069701905023057,999,999
130,ACT-CLJ0232.7+0350,38.24610128167074,3.812462085145973,nan,nan,-0.0001940089133733,999,999
131,ACT-CLJ0232.7+0350,38.25167031648144,3.829128374677615,nan,nan,-0.0044361877632858,999,999
132,ACT-CLJ0232.7+0350,38.15367150122534,3.880240675258821,nan,nan,-0.000987006374243,999,999
133,ACT-CLJ0233.2+0211,38.308963218523424,2.14723832269464,nan,nan,0.0023823692707354,999,999
134,ACT-CLJ0233.2+0211,38.36289236590484,2.2072370912474764,3.533589,1.2736541389000002,-0.0021436135485437,-1.3389031563048959,12.793997765107761
135,ACT-CLJ0233.2+0211,38.30006808562745,2.148349445873871,nan,nan,-0.0005519341173611,999,999
136,ACT-CLJ0233.2+0248,38.26162545208555,2.831600546393612,nan,nan,0.0001679348604722,999,999
137,ACT-CLJ0233.2+0448,38.2845839136988,4.778817721442188,nan,nan,9.069767562419772e-05,999,999
138,ACT-CLJ0233.2+0448,38.32193735080417,4.872151495761754,nan,nan,0.0145173306128969,999,999
139,ACT-CLJ0233.6-0530,38.46317661882351,-5.481332886778684,nan,nan,0.0068894989333374,999,999
140,ACT-CLJ0233.6-0530,38.34764733368703,-5.492444151863213,nan,nan,3.684167383119327e-05,999,999
141,ACT-CLJ0233.7+0127,38.46135903089231,1.532241550045146,nan,nan,-0.004621531236253,999,999
142,ACT-CLJ0233.7+0127,38.37355231159564,1.4383522159840856,nan,nan,-0.005717518767792,999,999
143,ACT-CLJ0233.7+0127,38.36688309639096,1.454463140825501,nan,nan,0.006728433534298,999,999
144,ACT-CLJ0234.5-0107,38.5810206353671,-1.1202779240580605,nan,nan,0.0314015522816451,999,999
145,ACT-CLJ0234.5-0107,38.71160143159237,-1.1358335819486216,nan,nan,-0.0006093979632851,999,999
146,ACT-CLJ0234.5-0107,38.65825779429724,-1.1830564547712374,nan,nan,-0.0041605650839382,999,999
147,ACT-CLJ0234.6-0259,38.71987279900612,-3.019293391208837,nan,nan,-0.0005226086540033,999,999
148,ACT-CLJ0234.6-0259,38.67481077660179,-3.054850502357396,nan,nan,0.0008975536296037,999,999
149,ACT-CLJ0235.2-0323,38.81003842841288,-3.3249307053286707,nan,nan,0.0023584931146163,999,999
150,ACT-CLJ0235.5-0005,38.91464975540831,-0.0497689353252567,nan,nan,0.0027317273241445,999,999
151,ACT-CLJ0236.5+0106,39.19689290583901,1.1182711306015458,nan,nan,0.0033272145398348,999,999
152,ACT-CLJ0236.5+0106,39.159107905122994,1.1121605561318153,nan,nan,0.0009411559944923,999,999
153,ACT-CLJ0236.7-0228,39.18045002091211,-2.534354441865734,nan,nan,0.0028226040548215,999,999
154,ACT-CLJ0237.6-0423,39.37267531190796,-4.450442440590879,nan,nan,-0.0009271077262913,999,999
155,ACT-CLJ0237.6-0423,39.340357605708206,-4.428218131388826,nan,nan,0.0017751879985122,999,999
156,ACT-CLJ0237.6-0423,39.42282644530488,-4.4482207111347405,nan,nan,0.0008630002544101,999,999
157,ACT-CLJ0237.6-0423,39.3542884026437,-4.423219214298175,nan,nan,-0.0010017245460071,999,999
158,ACT-CLJ0239.3-0332,39.87712349226285,-3.494417866394171,nan,nan,0.0025768373971014,999,999
159,ACT-CLJ0239.3-0332,39.78472609829202,-3.552750347300328,nan,nan,0.0011523743861435,999,999
160,ACT-CLJ0239.3-0332,39.8030933982585,-3.586640117865008,nan,nan,0.0006827273444028,999,999
161,ACT-CLJ0239.3-0332,39.77749064358976,-3.542749898886913,nan,nan,0.000304233382244,999,999
162,ACT-CLJ0239.3-0332,39.78361438339439,-3.5271947374478865,nan,nan,0.0006552785112007,999,999
163,ACT-CLJ0239.3-0332,39.83983201508322,-3.602196371299219,nan,nan,0.0012006331099549,999,999
164,ACT-CLJ0239.8-0134,40.020287091767656,-1.6217228153973724,nan,nan,0.0,999,999
165,ACT-CLJ0241.2-0018,40.30427789580091,-0.2547174966724158,nan,nan,0.0012098256417245,999,999
166,ACT-CLJ0241.4-0433,40.40844815577827,-4.609072820296392,nan,nan,-0.0007382233866245,999,999
167,ACT-CLJ0242.2-0345,40.619191859820376,-3.773315827162182,nan,nan,0.0015376753750151,999,999
168,ACT-CLJ0242.7-0226,40.74649608490379,-2.436476843445524,nan,nan,-0.0029099859009212,999,999
169,ACT-CLJ0242.9-0250,40.67574205378756,-2.8345999344382804,nan,nan,0.0009292424280666,999,999
170,ACT-CLJ0242.9-0250,40.6790772701386,-2.8801556295949755,nan,nan,0.001838607563248,999,999
171,ACT-CLJ0245.2+0032,41.26226459076953,0.493887394400841,nan,nan,-0.0002135507222764,999,999
172,ACT-CLJ0245.2+0032,41.29559915630052,0.4855542113765496,nan,nan,0.0025042262737626,999,999
173,ACT-CLJ0245.2-0240,41.35242614156291,-2.6265379983536734,nan,nan,0.0052573637498441,999,999
174,ACT-CLJ0245.2-0240,41.315721479611646,-2.680427768938579,nan,nan,0.0006025219329776,999,999
175,ACT-CLJ0245.2+0407,41.296510208966765,4.192271032389333,nan,nan,0.0029879625783476,999,999
176,ACT-CLJ0245.7-0028,41.38776700979567,-0.4527188736978795,nan,nan,0.0023339209010815,999,999
177,ACT-CLJ0245.7-0028,41.395545212673504,-0.4177189438645889,nan,nan,-0.0013426757780359,999,999
178,ACT-CLJ0245.7-0028,41.39832264804121,-0.5016078092626258,3.499104,3.65435612698,0.0014344681368442,-0.23268111325055627,2.7151941040633796
179,ACT-CLJ0245.7-0028,41.39276731591774,-0.4260522540455611,nan,nan,0.0,999,999
180,ACT-CLJ0245.8-0042,41.459505277170464,-0.6503468353922278,nan,nan,-9.411869837664442e-05,999,999
181,ACT-CLJ0245.8-0042,41.52228795542253,-0.7236797904549861,nan,nan,0.0,999,999
182,ACT-CLJ0246.4+0429,41.636523627537294,4.5109685297517945,nan,4.15898978846,0.0010226619822648,-0.4124624435819129,4.527944943630912
183,ACT-CLJ0247.3-0156,41.8462112320308,-2.01273499543133,nan,nan,-0.0049565676832903,999,999
184,ACT-CLJ0248.0-0331,42.01301180146034,-3.5288105550597826,41.36744,22.08393683164001,0.0029344897495018,-0.6227144349280632,7.282199585650631
185,ACT-CLJ0248.0-0331,42.01134248205846,-3.4676994606451936,nan,nan,0.0036781946186861,999,999
186,ACT-CLJ0248.0-0331,42.05642907798833,-3.569365373131025,nan,nan,0.0016480166542901,999,999
