col1,cluster,ra_1,dec_1,RA_2,DEC_2,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,GroupID,GroupSize,Separation
44,ACT-CLJ0221.6-0012,35.403175354,-0.210878923535,35.38585088219123,-0.3089111000262823,0.16161956,0.92,2.8286567,0.10710903,9.36,7.56,96.3,10.82,9.89,100.2,02225-00130Z,2,3.915553,14.858079,g,1,3.8047261,13.846,1999.2169,2451258.678143263,1228.5088259375866,2450020.810115741,2452491.0156250005,36,3,358.384270836834
45,ACT-CLJ0221.7-0346,35.4402923584,-3.77339053154,35.38614116523095,-3.733602954590172,0.014053002,11.97,11.775947,0.11910578,1.3,0.0,93.8,6.13,5.55,177.0,02225-03412T,1,0.23494555,19.50354,s,0,99.0,99.0,2009.305,2454943.8355435245,5.351994681196291,2454932.3598726857,2454946.3349421304,37,2,241.57143211137867
45,ACT-CLJ0221.7-0346,35.4402923584,-3.77339053154,35.35655961593563,-3.7888971779028333,0.014053002,16.56,17.372263,0.11255906,1.96,0.0,103.0,6.35,5.71,171.8,02225-03412T,0,99.0,99.0,-,0,99.0,99.0,2009.3085,2454945.1130951294,3.9412161475315983,2454932.3598726857,2454946.3349421304,37,2,305.91820401205916
46,ACT-CLJ0221.9-0340,35.4820671082,-3.67038989067,35.519999212584864,-3.6373553439009374,0.014053002,42.43,46.312878,0.10819488,1.98,1.43,80.0,6.56,5.75,1.8,02225-03412T,2,0.247125,20.69893,g,0,99.0,99.0,2009.3076,2454944.7609143564,4.415106381861836,2454932.3598726857,2454946.3349421304,38,2,180.87204323626196
46,ACT-CLJ0221.9-0340,35.4820671082,-3.67038989067,35.501663569757966,-3.659497109642826,0.014053002,13.74,15.654841,0.108907245,3.22,0.0,70.2,6.6,5.97,34.7,02225-03412T,0,99.0,99.0,-,0,99.0,99.0,2009.3074,2454944.6815155474,4.510623362507084,2454932.3598726857,2454946.3349421304,38,2,80.58733900223223
47,ACT-CLJ0222.2+0520,35.5708351135,5.3371720314,35.64500533477444,5.335794579145913,0.014053002,2.41,1.6736112,0.12462147,0.0,0.0,89.4,5.07,4.74,87.4,02225+05256X,0,99.0,99.0,-,0,99.0,99.0,2009.2435,2454921.3738936563,10.790442320943013,2454918.4577893526,2454961.3048495376,39,3,265.9017201156391
47,ACT-CLJ0222.2+0520,35.5708351135,5.3371720314,35.51935034461371,5.302385989481265,0.014053002,13.12,12.875339,0.12801869,1.21,0.0,75.4,6.17,5.49,8.5,02225+05256X,0,99.0,99.0,-,0,99.0,99.0,2009.2565,2454926.111818572,18.134458515330873,2454907.4305902785,2454961.3048495376,39,3,223.0247199216291
47,ACT-CLJ0222.2+0520,35.5708351135,5.3371720314,35.53177445871397,5.275591584254128,0.014053002,1.24,0.9268687,0.12825294,0.25,0.0,89.3,5.41,4.79,88.0,02225+05256X,0,99.0,99.0,-,0,99.0,99.0,2009.2637,2454928.762401663,19.82294273015865,2454907.4305902785,2454961.3048495376,39,3,262.20351636813206
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.77734708013261,-0.9073166730940874,0.014053002,3.8,3.4788733,0.15403003,0.0,0.0,86.0,6.05,5.23,1.2,02225-01050E,1,0.16893825,18.767586,g,0,99.0,99.0,1996.47,2450255.5241992045,696.4958584011714,2450035.7717013895,2452495.005787038,40,6,167.82558572026
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.84066976392779,-0.9136833698958914,0.15665317,1.13,0.8988636,0.14942819,3.63,0.0,25.5,7.24,3.79,18.5,02225-01050E,1,5.8611994,21.306456,s,0,99.0,99.0,1996.1619,2450142.7500874256,494.3194511625554,2450035.7717013895,2452495.005787038,40,6,230.99359676318082
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.842565141422476,-0.9421943937605228,0.014053002,1.89,1.2561586,0.1493916,0.0,0.0,50.2,5.48,4.18,16.3,02225-01050E,3,0.39802042,19.683077,g,0,99.0,99.0,1996.058,2450104.709412181,396.2397177365999,2450035.7717013895,2452495.005787038,40,6,194.65196793063475
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.79188172268639,-0.9526166221037277,0.014053002,1.68,1.7857343,0.15406273,4.77,0.0,81.5,7.23,5.07,77.8,02225-01050E,2,0.51372766,18.783936,g,0,99.0,99.0,1996.1544,2450139.996098068,487.34850425707054,2450035.7717013895,2452495.005787038,40,6,8.818426963084782
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.691341338103804,-0.9555333263227346,0.014053002,1.51,1.8455554,0.14542523,5.59,0.0,11.9,8.47,4.99,8.9,02225-01050E,0,99.0,99.0,-,0,99.0,99.0,1996.3092,2450196.657872311,601.2543964250294,2450035.7717013895,2452495.005787038,40,6,353.3216272602253
48,ACT-CLJ0223.1-0057,35.7894477844,-0.952337443829,35.69126962111752,-0.9582277292285989,0.057508945,1.1,0.7635294,0.1450746,0.0,0.0,91.2,5.04,4.81,97.5,02225-01050E,3,2.2061613,22.38331,g,0,99.0,99.0,1996.29,2450189.637742484,588.550067221284,2450035.7717013895,2452495.005787038,40,6,354.02788736094413
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.904238334533105,0.429861103705073,0.35308474,0.75,0.79499996,0.09823529,5.87,0.0,22.6,8.6,4.31,18.2,02225+00130Z,1,5.5211186,21.08447,g,0,99.0,99.0,1999.2004,2451252.6529941247,1236.70017319916,2450013.8318750006,2452492.0148032415,41,6,291.18115797320223
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.94780811124861,0.3753805533577159,0.014053002,5.15,5.6439795,0.09708184,2.75,0.0,117.0,6.56,5.77,156.3,02225+00130Z,1,4.566421,20.550922,s,0,99.0,99.0,1999.2001,2451252.534510538,1236.3489562378359,2450015.825868056,2452490.02025463,41,6,174.71292937983014
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.930275015649194,0.3462527847553734,0.5633295,0.75,0.84000003,0.099561885,2.69,1.4,18.7,6.91,5.61,5.7,02225+00130Z,0,99.0,99.0,-,0,99.0,99.0,1999.1992,2451252.229344157,1235.7599703397455,2450015.825868056,2452490.02025463,41,6,84.18516472646536
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.91958235450354,0.3442499918638258,0.32260454,0.83,1.0589656,0.100430235,5.15,0.0,77.2,7.52,5.9,70.5,02225+00130Z,5,1.8238909,19.62612,g,0,99.0,99.0,1999.199,2451252.140901306,1235.593007154052,2450015.825868056,2452490.02025463,41,6,48.265030397425285
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.91237650492917,0.3432777838045833,0.26727086,0.87,0.64548385,0.10105576,1.82,0.0,98.1,5.74,4.5,105.7,02225+00130Z,1,0.71874696,19.004538,g,0,99.0,99.0,1999.1989,2451252.078452447,1235.4754399726635,2450015.825868056,2452490.02025463,41,6,28.201165914592377
49,ACT-CLJ0223.6+0020,35.9070549011,0.349026501179,35.84617489639882,0.3319916699335041,0.14053732,0.97,7.4097223,0.10593602,18.79,12.13,28.1,19.79,13.37,26.8,02225+00130Z,0,99.0,99.0,-,0,99.0,99.0,1999.1965,2451251.2502161716,1233.9835747405739,2450013.8318750006,2452492.0148032415,41,6,227.5823510784147
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.18565578871597,0.04715555599364862,0.13890071,1.06,0.7197531,0.10663867,0.0,0.0,70.0,5.52,4.24,51.3,02255+00130Z,1,0.43832576,21.31348,s,0,99.0,99.0,1999.1906,2451249.0704409163,1227.5261699502187,2450019.817291667,2452483.0410763896,42,6,336.85124014040855
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.05654472283522,0.0047888889192345884,0.07171914,0.97,0.80833334,0.09416475,0.0,0.0,63.2,5.86,4.94,27.5,02255+00130Z,0,99.0,99.0,-,0,99.0,99.0,1999.1881,2451248.1742862533,1227.1558326424167,2450019.817291667,2452483.0410763896,42,6,352.7853715011092
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.053850213207646,-0.05349722322039348,0.014053002,18.77,35.492733,0.09512191,9.93,0.79,18.5,11.77,5.55,16.6,02255-00130Z,0,99.0,99.0,-,0,99.0,99.0,1999.1897,2451248.7518989807,1227.1766101028275,2450020.8120949077,2452491.0174652785,42,6,333.7284310233087
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.14096927607116,-0.059133336574950644,0.21768422,0.89,1.3628125,0.10275115,10.13,0.0,137.9,11.77,4.53,140.7,02255-00130Z,1,0.2912526,20.78412,g,0,99.0,99.0,1999.1923,2451249.6956094643,1227.1093341279395,2450019.817291667,2452483.0410763896,42,6,80.45623828944807
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.20775486577554,-0.11174444280213414,0.49993706,0.79,0.61444443,0.10518959,2.96,0.0,110.2,6.33,4.29,120.5,02255-00130Z,1,3.1830287,22.116383,g,0,99.0,99.0,1999.2015,2451253.0564346337,1227.0283171269846,2450019.817291667,2452491.0174652785,42,6,350.6356907572716
50,ACT-CLJ0224.5-0002,36.1451034546,-0.037170086056,36.20067195960624,-0.12006389335568735,0.041134726,1.39,0.82912284,0.105238944,0.0,0.0,57.3,5.18,3.97,5.7,02255-00130Z,1,0.56530446,18.357435,g,1,1.046064,14.889,1999.2017,2451253.114295752,1227.0423076422444,2450019.817291667,2452491.0174652785,42,6,359.2654930248178
51,ACT-CLJ0224.5+0102,36.1248283386,1.04854035378,36.09196266877632,1.1201083351997785,0.45218715,1.12,0.9655173,0.15137646,0.84,0.0,90.4,5.5,5.46,168.5,02255+01050E,0,99.0,99.0,-,0,99.0,99.0,1995.7855,2450005.2200934347,3.831771505847972,2450001.8640509266,2450010.841307871,43,2,283.50408589652886
51,ACT-CLJ0224.5+0102,36.1248283386,1.04854035378,36.0391926272488,1.004011127565429,0.014053002,12.59,12.947089,0.14393432,1.52,0.0,42.6,6.5,5.47,6.1,02255+01050E,2,0.27682173,21.655151,g,0,99.0,99.0,1995.7963,2450009.1233051415,3.31381898870063,2450001.8640509266,2450010.841307871,43,2,347.4321576317431
52,ACT-CLJ0225.4-0355,36.3663635254,-3.93285059929,36.33287027099184,-3.911247210278918,0.014053002,3.2,2.4081357,0.1234621,0.0,0.0,85.1,5.23,4.98,59.0,02255-04073T,1,6.934033,18.37691,g,0,99.0,99.0,2009.3053,2454943.9515045355,2.4907509257235874,2454941.3542013895,2454946.3434027783,,,143.2445480061932
53,ACT-CLJ0226.4+0426,36.6213569641,4.44238519669,36.66225955881029,4.386899876531314,0.014053002,28.83,31.876417,0.1092324,2.92,0.31,20.3,6.99,5.46,8.4,02255+04334T,1,1.0113857,20.901064,s,0,99.0,99.0,2009.2242,2454914.367860917,5.59957894677307,2454905.439618056,2454960.3008101857,,,247.8968016124014
54,ACT-CLJ0227.6-0318,36.9122123718,-3.30420899391,36.899690594738274,-3.2439612071439443,0.014053002,10.91,11.370553,0.13083038,1.85,0.0,31.2,6.6,5.45,6.7,02285-03151T,0,99.0,99.0,-,0,99.0,99.0,2009.2355,2454918.4485682445,9.149687987689244,2454912.4323263895,2454932.3687500004,44,2,221.51204747526117
54,ACT-CLJ0227.6-0318,36.9122123718,-3.30420899391,36.93866365414237,-3.2629472120458756,0.014053002,4.64,3.995262,0.12694752,0.0,0.0,83.8,5.6,5.31,20.8,02285-03151T,1,0.5243944,22.610743,g,0,99.0,99.0,2009.2285,2454915.92812723,7.578988119076022,2454912.4323263895,2454932.3687500004,44,2,176.35993634206028
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.16688076488,0.5812305821521321,0.014053002,3.05,2.9192858,0.09714542,0.28,0.0,166.7,6.4,5.18,177.7,02285+00390Z,0,99.0,99.0,-,0,99.0,99.0,1999.2007,2451252.7337918417,1238.5534703777996,2450013.83582176,2452492.018518519,45,9,315.6001263295435
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.104828496270436,0.5396972156654894,0.038983844,1.43,3.550763,0.09998947,8.4,5.76,99.1,10.01,8.59,103.1,02285+00390Z,1,7.130102,19.504812,g,0,99.0,99.0,1999.2,2451252.470227411,1237.947098177975,2450013.83582176,2452492.018518519,45,9,132.0788708901828
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.105374911404034,0.5374777777112055,0.038983844,1.01,2.5648682,0.100211054,8.53,5.81,92.2,10.1,8.64,93.1,02285+00390Z,2,1.4411491,21.327734,g,0,99.0,99.0,1999.1998,2451252.4510888904,1237.9020437367499,2450013.83582176,2452492.018518519,45,9,124.04030212722142
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.10416255282636,0.5358944544842319,0.038983844,1.1700001,1.5388044,0.10036594,6.92,0.0,5.3,9.42,4.8,4.3,02285+00390Z,0,99.0,99.0,-,0,99.0,99.0,1999.1998,2451252.4378920677,1237.8681617500235,2450013.83582176,2452492.018518519,45,9,121.06600164184734
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.10757423231678,0.5341444319528277,0.014053002,3.04,5.3281717,0.100562744,6.83,2.76,84.6,8.72,6.96,82.3,02285+00390Z,5,0.66221064,18.462086,g,0,99.0,99.0,1999.1998,2451252.4204748594,1237.8324231811728,2450013.83582176,2452492.018518519,45,9,109.77983251796847
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.036465132867775,0.5244750185222052,0.3035638,0.81,1.4319643,0.10381192,6.32,3.91,141.7,8.8,6.91,153.1,02285+00390Z,0,99.0,99.0,-,0,99.0,99.0,1999.1997,2451252.4054199043,1237.5691900489571,2450013.83582176,2452492.018518519,45,9,310.23991924198504
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.02508262261595,0.5218527594894493,0.014053002,185.45,264.54663,0.10476601,5.98,1.01,32.2,8.6,5.73,24.7,02285+00390Z,0,99.0,99.0,-,0,99.0,99.0,1999.1997,2451252.402497407,1237.5003263961032,2450013.83582176,2452492.018518519,45,9,348.82842670274584
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.13597757398028,0.5130111329697207,0.6337114,0.79,0.6437037,0.10294343,1.02,0.0,46.3,6.18,4.56,24.9,02285+00390Z,1,4.5370507,20.553772,g,0,99.0,99.0,1999.1992,2451252.194965898,1237.3058624687458,2450013.83582176,2452492.018518519,45,9,59.27907977102182
55,ACT-CLJ0228.4+0030,37.1207847595,0.506659805775,37.209443088692936,0.48025834818709967,0.483358,0.79,1.1850001,0.10695289,7.95,0.0,29.5,10.08,5.09,25.6,02285+00130Z,1,5.0437474,22.681034,g,0,99.0,99.0,1999.1984,2451251.8893746333,1236.315454889381,2450013.83582176,2452492.018518519,45,9,333.0097906157676
56,ACT-CLJ0229.6-0336,37.4098396301,-3.60993504524,37.37092242105037,-3.5891167060008993,0.24077447,1.22,2.1129897,0.109154575,11.26,0.0,83.5,12.5,4.77,83.0,02285-03412T,2,4.167973,25.106253,s,0,99.0,99.0,2009.252,2454924.4724607277,16.225586807634773,2454912.436493056,2454946.3496527784,46,4,158.64455501812012
56,ACT-CLJ0229.6-0336,37.4098396301,-3.60993504524,37.33572987135189,-3.5986332939488426,0.22973552,1.15,2.5555556,0.114211194,9.3,4.19,178.1,11.29,6.84,178.3,02285-03412T,1,7.0252786,22.07802,g,0,99.0,99.0,2009.2653,2454929.331193479,16.954578331711055,2454912.436493056,2454946.3496527784,46,4,269.3579653112457
56,ACT-CLJ0229.6-0336,37.4098396301,-3.60993504524,37.436884972959774,-3.6257303619335755,0.13890071,1.8,1.7303226,0.10493348,1.46,0.0,90.9,5.95,5.59,178.4,02285-03412T,2,0.76508164,17.91958,s,1,0.80139154,15.247,2009.2495,2454923.5858310675,15.930152881852152,2454912.436493056,2454946.3496527784,46,4,112.5845042591123
56,ACT-CLJ0229.6-0336,37.4098396301,-3.60993504524,37.44857142662966,-3.6318109378421792,0.33793083,1.0799999,0.6245783,0.10472345,0.0,0.0,116.7,5.43,3.67,134.9,02285-03412T,1,0.7363714,21.504683,g,0,99.0,99.0,2009.2501,2454923.773112282,15.9972131898087,2454912.436493056,2454946.3496527784,46,4,159.8952656142414
57,ACT-CLJ0230.9+0248,37.731464386,2.80519247055,37.721792653808514,2.7781139177753364,0.014053002,7.83,7.768021,0.13150293,1.38,0.0,88.6,6.15,5.57,1.0,02315+02490T,1,0.38320285,21.46761,g,0,99.0,99.0,2009.1902,2454901.910837812,27.565141418026577,2454885.5126504637,2454969.27869213,47,2,103.50037751535748
57,ACT-CLJ0230.9+0248,37.731464386,2.80519247055,37.79359160236369,2.765866748263269,0.016282696,1.1700001,1.7041304,0.1273549,6.15,0.0,85.3,8.19,6.15,83.3,02315+02490T,1,1.0079113,18.062334,g,1,1.1287415,15.426,2009.1581,2454890.2179224933,15.42182291157688,2454883.5178587968,2454970.2990625007,47,2,264.4759926741486
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.94100757522008,-4.825777950518714,0.19882853,1.39,1.8045614,0.17028637,5.91,0.0,104.8,8.07,5.55,109.6,02315-04595T,0,99.0,99.0,-,0,99.0,99.0,2009.2549,2454925.511834378,14.836361352667742,2454914.434756945,2454950.338657408,48,9,211.97231341191684
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.92723449875874,-4.846155393020624,0.014053002,4.19,7.125127,0.17221807,8.22,0.0,112.0,9.93,5.92,115.7,02315-04595T,1,4.1856656,17.846539,g,1,3.7119918,15.094,2009.2471,2454922.6659113695,13.639104440696716,2454914.434756945,2454950.338657408,48,9,140.70352655068098
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,38.01845167512427,-4.857188709851133,0.26542607,1.47,2.8315573,0.17033294,6.19,4.95,89.2,8.21,8.09,84.3,02315-04595T,0,99.0,99.0,-,0,99.0,99.0,2009.2654,2454929.365865881,16.98573604167579,2454914.434756945,2454950.338657408,48,9,313.69880961685067
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.92554061184458,-4.86525815146868,0.87657654,1.1700001,1.4116304,0.17249022,3.85,0.56,46.0,7.2,5.78,26.0,02315-04595T,3,2.0801916,22.095995,s,1,5.802804,15.895,2009.2423,2454920.9216030864,12.65911947133427,2454914.434756945,2454950.338657408,48,9,77.3717971078332
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.84130047371623,-4.870061055115668,0.26542607,1.35,2.0004547,0.17114744,7.65,0.0,89.9,9.37,5.47,89.8,02315-04595T,1,7.2599015,22.060513,g,0,99.0,99.0,2009.2393,2454919.846809059,11.66693308209966,2454914.434756945,2454950.3365625003,48,9,341.33595716926123
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.92095072472233,-4.882188909760672,0.014053002,29.78,58.027134,0.1721851,8.69,2.75,145.3,10.63,6.33,149.6,02315-04595T,3,2.068249,19.57348,g,1,2.6141174,14.333,2009.2383,2454919.480184643,11.529522628822459,2454914.434756945,2454950.338657408,48,9,52.316069180426595
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.920684347344704,-4.88389432261906,0.014053002,14.58,28.305346,0.17213598,8.73,2.2,51.7,10.51,6.39,47.0,02315-04595T,1,7.6825633,19.463833,g,0,99.0,99.0,2009.2379,2454919.356913491,11.420824867095885,2454914.434756945,2454950.338657408,48,9,52.697977789347874
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.90565451607609,-4.8869640657641575,0.014053002,21.89,36.264164,0.17213915,5.49,3.85,66.0,7.96,7.2,41.1,02315-04595T,0,99.0,99.0,-,0,99.0,99.0,2009.236,2454918.6192825786,10.555905091942668,2454914.434756945,2454950.338657408,48,9,106.98037573759852
58,ACT-CLJ0231.7-0453,37.9353675842,-4.88439035416,37.90298049701603,-4.888705764002511,0.014053002,32.059998,63.041588,0.1721182,8.13,3.63,21.7,10.28,6.61,17.9,02315-04595T,2,4.6764803,16.482687,g,1,4.7807136,14.063,2009.2355,2454918.432615519,10.338098053743598,2454914.434756945,2454950.338657408,48,9,117.20391677630668
59,ACT-CLJ0232.1+0230,38.0313873291,2.51517510414,37.97567078525789,2.594199975315342,0.014053002,1.42,1.3957266,0.13828583,3.72,0.0,80.2,6.6,5.15,73.5,02315+02230T,3,1.2773712,16.74051,g,2,1.3084258,14.507,2009.2216,2454913.357759845,34.300876786721695,2454883.5178587968,2454970.2990625007,49,4,347.9748808858264
59,ACT-CLJ0232.1+0230,38.0313873291,2.51517510414,38.07544618865344,2.5530056103271144,0.014053002,11.43,13.525841,0.13537143,2.79,2.07,79.8,6.74,6.07,4.1,02315+02230T,0,99.0,99.0,-,0,99.0,99.0,2009.2548,2454925.480944953,26.442580271942223,2454883.5178587968,2454970.2990625007,49,4,208.94070919716987
59,ACT-CLJ0232.1+0230,38.0313873291,2.51517510414,38.12615009795702,2.5221916387734247,0.014053002,4.85,5.1241307,0.12954664,2.22,0.0,63.4,6.44,5.66,16.4,02315+02230T,2,0.20773394,20.389784,g,0,99.0,99.0,2009.265,2454929.234086552,21.506059601550827,2454883.5178587968,2454970.2990625007,49,4,341.7511716013943
59,ACT-CLJ0232.1+0230,38.0313873291,2.51517510414,38.051646394490525,2.513741627553061,0.44008008,1.05,0.748125,0.13678855,3.53,0.0,82.2,6.48,3.77,79.0,02315+02230T,0,99.0,99.0,-,0,99.0,99.0,2009.256,2454925.9247959447,31.516570003863794,2454883.5178587968,2454970.2990625007,49,4,73.04493399705272
60,ACT-CLJ0232.7+0214,38.1954116821,2.25179743767,38.2102263115453,2.289694347303718,0.014053002,3.23,4.3138924,0.108010985,4.0,2.55,105.3,7.02,6.58,153.3,02315+02230T,1,4.6176414,22.56139,s,0,99.0,99.0,2009.2745,2454932.6884454866,34.23671712735282,2454883.5178587968,2454970.2990625007,,,146.46755853107936
61,ACT-CLJ0232.7+0350,38.1920928955,3.84190821648,38.18183663026014,3.8945025746418085,0.014053002,2.5,1.9000001,0.10462534,0.0,0.0,101.2,5.35,4.9,151.2,02315+03412T,1,0.22954538,17.150331,g,1,0.32992646,14.93,2009.2797,2454934.582182481,28.412581660653824,2454905.4439004636,2454963.296979167,,,192.89009453959883
62,ACT-CLJ0233.2+0211,38.3022918701,2.19890499115,38.36501205851613,2.206136160875309,0.014053002,2.73,3.533589,0.10329717,5.07,0.0,134.6,7.87,5.69,146.4,02345+02230T,0,99.0,99.0,-,0,99.0,99.0,2009.2744,2454932.667198902,37.1190895196042,2454879.529780093,2454970.307407408,,,227.1226729256378
63,ACT-CLJ0233.2+0248,38.3050117493,2.81549024582,38.24577403108063,2.8272362113992453,0.014053002,1.77,1.1295395,0.13718307,0.0,0.0,84.5,5.17,4.25,77.0,02315+02490T,1,0.32148346,20.982344,g,0,99.0,99.0,2009.2432,2454921.276289368,12.55415357043348,2454885.5126504637,2454931.4092592597,,,217.1541070030059
64,ACT-CLJ0233.2+0448,38.3119010925,4.80992937088,38.381496720077955,4.819658527909206,0.014053002,40.66,42.189404,0.1169346,1.44,0.47,83.6,6.42,5.59,1.2,02345+04595X,2,6.76589,22.425608,g,0,99.0,99.0,2009.2423,2454920.9603718775,0.8214827971127446,2454919.4022337967,2454921.396053241,50,2,252.10500860475804
64,ACT-CLJ0233.2+0448,38.3119010925,4.80992937088,38.37701953107701,4.817322176326238,0.014053002,7.72,7.7096653,0.11614042,0.96,0.0,54.5,6.37,5.41,5.0,02345+04595X,0,99.0,99.0,-,0,99.0,99.0,2009.2424,2454920.9899442773,0.8004715799164621,2454919.4022337967,2454921.396053241,50,2,235.11073071848597
65,ACT-CLJ0233.6-0530,38.4045753479,-5.50633573532,38.37116264386373,-5.419952755004225,0.014053002,25.23,26.068306,0.13493825,1.6,0.0,68.8,6.39,5.59,6.4,02345-05256T,0,99.0,99.0,-,0,99.0,99.0,2009.2245,2454914.438105769,10.247080602799231,2454899.4631134267,2454921.45300926,51,2,333.2345721876473
65,ACT-CLJ0233.6-0530,38.4045753479,-5.50633573532,38.39231915481784,-5.502483211405958,0.014053002,3.88,4.959559,0.1312126,5.31,0.0,59.2,7.83,5.64,48.9,02345-05256T,2,1.9479837,19.238707,g,0,99.0,99.0,2009.2112,2454909.561444978,10.956660797581801,2454899.4631134267,2454921.45300926,51,2,46.05666060437467
66,ACT-CLJ0233.7+0127,38.4302368164,1.46335291862,38.50249693631931,1.5252555199710711,0.014053002,1.57,3.4016666,0.13628851,7.09,5.51,78.9,8.96,8.39,65.7,02345+01310T,0,99.0,99.0,-,0,99.0,99.0,1997.0867,2450481.1397739975,1463.3770736424294,2450000.875046297,2454970.303229167,52,4,342.4715710525298
66,ACT-CLJ0233.7+0127,38.4302368164,1.46335291862,38.45426214040069,1.4878277908666937,0.42917714,1.0,0.48000002,0.14249115,0.0,0.0,99.0,4.39,3.81,164.1,02345+01310T,0,99.0,99.0,-,0,99.0,99.0,1997.4297,2450606.348300338,1619.679046576591,2450000.875046297,2454970.303229167,52,4,123.4465560898617
66,ACT-CLJ0233.7+0127,38.4302368164,1.46335291862,38.421074251223594,1.4674916496649213,0.10058854,1.11,0.6711628,0.14548951,0.0,0.0,60.4,5.34,3.86,36.5,02345+01310T,1,0.8535683,19.851728,g,0,99.0,99.0,1997.6031,2450669.641227081,1689.577094450304,2450000.875046297,2454970.303229167,52,4,36.184350050447044
66,ACT-CLJ0233.7+0127,38.4302368164,1.46335291862,38.51202846530607,1.419327823680636,0.3191231,1.04,0.94784814,0.14528763,3.28,0.0,61.3,6.62,4.73,47.5,02345+01310T,0,99.0,99.0,-,0,99.0,99.0,1995.7751,2450001.439170196,1.4593671293777697,2450000.875046297,2450006.8606481487,52,4,334.312867885685
67,ACT-CLJ0234.5-0107,38.6488113403,-1.12861204147,38.712617460851,-1.181758369700254,0.014053002,1.72,1.9891157,0.14105655,4.2,0.0,110.0,7.01,5.71,123.6,02345-01050E,1,1.3915633,19.946157,g,0,99.0,99.0,1995.883,2450040.816753502,3.309240619473444,2450039.7685763896,2450052.7349421303,53,2,298.910543240302
67,ACT-CLJ0234.5-0107,38.6488113403,-1.12861204147,38.68314177948781,-1.1948971990641257,0.014053002,1.45,1.7641667,0.13996238,3.65,1.28,52.2,7.05,5.95,25.9,02345-01050E,0,99.0,99.0,-,0,99.0,99.0,1995.8839,2450041.126572619,3.836613220244252,2450039.7685763896,2450052.7349421303,53,2,268.72056587607875
68,ACT-CLJ0234.6-0259,38.6592330933,-2.99485063553,38.70912040399595,-2.9101555616968464,0.014053002,10.75,10.596429,0.12106781,0.41,0.0,95.5,6.29,5.41,179.2,02345-02490T,0,99.0,99.0,-,0,99.0,99.0,2009.3217,2454949.902123492,12.213589052275266,2454912.442743056,2454955.3330902783,54,2,353.7427485183545
68,ACT-CLJ0234.6-0259,38.6592330933,-2.99485063553,38.696723610652384,-2.9191972380540623,0.014053002,6.48,6.136758,0.1208096,1.29,0.0,90.6,5.89,5.55,178.8,02345-02490T,0,99.0,99.0,-,1,7.9778485,14.684,2009.3208,2454949.6013441337,12.864491539412295,2454912.442743056,2454955.3330902783,54,2,303.8799813516315
69,ACT-CLJ0235.2-0323,38.8133773804,-3.38715291023,38.87716696324036,-3.3241693992278734,0.2735587,1.12,1.1972414,0.13255769,7.55,0.0,140.2,9.67,3.85,144.4,02345-03151T,1,7.411517,19.25805,s,1,6.9123497,15.408,2009.2263,2454915.1064067036,6.779980904610428,2454912.442743056,2454932.375104167,55,3,322.4380647980204
