,cluster,Component_name,Component_id,ra_vlass,dec_vlass,pix_x,pix_y,amp_map,x_map,y_map,sigma_x_map,sigma_y_map,theta_map,offset_map,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr
13,ACT-CLJ0201.6-0503,VLASS1QLCIR J020123.94-050543.7,39.0,30.34978267898461,-5.09549890977547,275.2904421916466,96.84746733469332,-0.0004756829102480567,275.29044216207296,96.84746731903695,2.9999999829225703,2.999999994573263,0.0,-8.872296298872444e-06,-0.6975205598889808,272.7088821150604,98.5040592637317,2.6520706889302814,2.4540574727750366,0.36918657668207955,-0.010096047785816574
14,ACT-CLJ0201.6-0503,VLASS1QLCIR J020124.18-050147.9,-32.0,30.350770566204748,-5.02997569589435,273.53056150107096,214.7895032921241,-0.0001362814572727437,273.5305615315595,214.78950329243298,2.9999999609448142,3.000000004371362,0.0,-9.056074875494774e-06,4.985623426839012,268.97225179061326,213.5089774799015,1.5447757498540553,1.8994412794350835,-2.648730021120448,-0.01124423383312258
15,ACT-CLJ0201.6-0503,VLASS1QLCIR J020129.80-050705.9,-30.0,30.374176688033533,-5.11831691837654,231.5522580827582,55.778471737701295,0.00015050323297520536,231.55225809479873,55.77847184337239,2.9999998380578474,2.999999921086977,0.0,-9.1980191773454e-06,0.0005370273874753034,231.5707778421851,55.86537168369526,2.9010254575636023,2.9562323388796683,7.110237340138087e-06,-0.01036184532123471
16,ACT-CLJ0201.6-0503,VLASS1QLCIR J020134.30-045758.8,28.0,30.39294714761673,-4.96635860887633,197.90855665583862,329.30516399352985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,ACT-CLJ0201.6-0503,VLASS1QLCIR J020134.82-045804.5,27.0,30.39509842337362,-4.96791667055582,194.05071550436583,326.5007560962339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,ACT-CLJ0201.6-0503,VLASS1QLCIR J020141.00-050148.4,36.0,30.42085341423841,-5.03011522103695,147.8671860861074,214.54358065288676,0.0001115414323393666,147.86718608253295,214.5435806016021,2.9999998077017906,2.999999889793528,0.0,-9.189869555236333e-06,2.8184194662141664,149.4764766009176,212.36912134135963,1.2136005606618456,1.963636026638215,-0.601680579407111,-0.010764208019538844
19,ACT-CLJ0203.0-0042,VLASS1QLCIR J020251.44-004411.1,17.0,30.71433701358132,-0.73643160022112,230.08791243101547,115.88920743397263,0.00026792883228565913,230.08791232222123,115.88920719895481,2.999999090247021,2.9999991200069474,0.0,1.4347602843846044e-05,2.2454114911057457,228.39179952209867,113.04110172409956,1.553324979052568,3.4448459058911096,0.5180765169157625,0.01584580458135995
20,ACT-CLJ0203.0-0042,VLASS1QLCIR J020304.00-004246.0,12.0,30.766698891544262,-0.7127883289153699,135.8441658264397,158.44734546145787,0.00012812349059131205,135.84416570249053,158.44734527311851,2.999999493356953,2.999999578432791,0.0,1.4426672872416482e-05,3.721340899147252,134.89164876661036,155.37906461924922,1.7413302213566573,2.8619406414418322,-0.5915888789624687,0.015448437500772664
21,ACT-CLJ0203.0-0042,VLASS1QLCIR J020314.56-004713.3,8.0,30.81068048850318,-0.7870320609506801,56.68507635329857,24.807852704837927,-4.078651678733767e-06,56.68507635329857,24.807852704837927,3.0,3.0,0.0,1.4497796947997546e-05,-0.03337343122447748,56.68507635329857,24.807852704837927,3.0000005099844334,3.0000005099844334,0.0,0.01658388725982026
22,ACT-CLJ0203.2-0123,VLASS1QLCIR J020316.60-012400.5,11.0,30.81919505091502,-1.40014130159622,157.55826730411528,162.09923431252096,0.00011872294659857506,157.55826728882573,162.09923429138672,2.9999999665150434,2.9999999802275727,0.0,1.555453513982205e-05,1.7308894205679086,163.46371400649915,148.14042208278178,2.142519895017971,29.231172971348247,-0.38551150304752557,0.00290994533777228
23,ACT-CLJ0203.7+0216,VLASS1QLCIR J020343.15+021738.3,7.0,30.92980236983111,2.29398533508121,168.39020634341676,215.76301016303518,0.0002645133721510296,168.3902063434522,215.76301016288656,2.9999999918765043,2.9999999916403555,0.0,1.0850073945885483e-05,1.2982421936590394,164.87085520171058,214.8437014796114,51.92440879394502,2.4971866668560283,0.007056045133497208,0.001088633062308054
24,ACT-CLJ0203.9-0205,VLASS1QLCIR J020350.88-020650.9,1.0,30.96200719569435,-2.11415443969748,222.6964818146715,128.77753247624844,-1.830034660288916e-05,222.69648181477882,128.7775324762391,2.999999999796934,2.9999999998937916,0.0,2.044410022590224e-05,2.540766986397799,224.75386541908665,148.15157128587722,2.7462603123967155,8.206318918387188,-0.9391209993447786,0.05173891954687502
25,ACT-CLJ0204.5+0321,VLASS1QLCIR J020426.98+032407.5,70.0,31.11244263636056,3.40210441518206,214.07143024189017,236.52807597719857,0.00014552336295085922,214.07143031664737,236.5280759453197,2.9999999048178876,2.9999998211349337,0.0,1.3306548869629011e-05,1.295660842681218,221.89199088818413,257.482062747473,8.999626052359002,23.118657717259968,-0.6251957796317571,0.017952422739545275
